¶	ADJcar	¶
avugle	NOMcom	avugle
disoient	VERcjg	dire
et	CONcoo	et
comment	ADVsub	comment
entr'	PRE	entre
eus	PROper	eux
devisoient	VERcjg	deviser
.	PONfrt	.

Li	DETdef	le
plus	ADVgen	plus
mestres	ADJqua	maistre
des	PRE.DETdef	de.le
.iii	PROcar	trois
.	PONfrt	.

a	VERcjg	avoir
dit	VERppe	dire
:	PONfbl	:
“	PONpga	“
Ne	ADVneg	ne
nous	PROper	nous
a	VERcjg	avoir
or	ADVgen	or
mie	ADVneg	mie
escondit	VERppe	escondire
qui	PROrel	que
a	PRE	a
nous	PROper	nous
cest	DETdem	cest
besant	NOMcom	besant
dona	VERcjg	doner
.	PONfrt	.

En	PRE	en
.i	PROcar	un
.	PONfrt	.

besant	VERppa	baisier
molt	ADVgen	moult
biau	ADJqua	bel
don	NOMcom	don
a	VERcjg	avoir
!	PONfrt	!

Savez	VERcjg	savoir
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
que	PROint	que
nous	PROper	nous
ferons	VERcjg	faire
?	PONfrt	?

Vers	PRE	vers
Compiegne	NOMpro	Compiègne
retornerons	VERcjg	retorner
.	PONfrt	.

Grant	ADJqua	grant
tens	NOMcom	temps
a	VERcjg	avoir
ne	ADVneg	ne
fumes	VERcjg	estre
a	PRE	a
aise	NOMcom	aise
.	PONfrt	.

Or	ADVgen	or
est	VERcjg	estre
bien	ADVgen	bien
droiz	ADJqua	droit
que	CONsub	que
chascuns	PROind	chascun
s'	PROper	soi
aise	VERcjg	aisier
!	PONfrt	!

Compiegne	NOMpro	Compiègne
est	VERcjg	estre
de	PRE	de
toz	DETind	tot
biens	NOMcom	bien
plentive	ADJqua	plentif
.	PONfrt	.

“	PONpga	“
Com	CONsub	come
ci	ADVgen	ci
a	VERcjg	avoir
parole	NOMcom	parole
soutive	ADJqua	sotif
!	PONfrt	!

chascuns	PROind	chascun
des	PRE.DETdef	de.le
autres	PROind	autre
li	PROper	il
respont	VERcjg	respondre
.	PONfrt	.

C'	CONsub	que
or	ADVgen	or
eüssons	VERcjg	avoir
passé	VERppe	passer
le	DETdef	le
pont	NOMcom	pont
!	PONfrt	!

”	PONpdr	”
Vers	PRE	vers
Compiegne	NOMpro	Compiègne
sont	VERcjg	estre
retorné	VERppe	retorner
ainsi	ADVgen	ainsi
comme	CONsub	comme
il	PROper	il
sont	VERcjg	estre
atorné	VERppe	atorner
.	PONfrt	.

Molt	ADVgen	moult
furent	VERcjg	estre
lié	ADJqua	lié
,	PONfbl	,
baut	ADJqua	baut
et	CONcoo	et
joiant	ADJqua	joyant
!	PONfrt	!

Li	DETdef	le
clers	NOMcom	clerc
les	PROper	il
va	VERcjg	aler
adés	ADVgen	adès
sivant	VERppa	suivre
et	CONcoo	et
dist	VERcjg	dire
que	CONsub	que
adés	ADVgen	adès
les	PROper	il
siurra	VERcjg	suivre
desi	ADVgen	deci
adont	ADVgen	adonc
que	CONsub	que
il	PROper	il
savra	VERcjg	savoir
lor	DETpos	lor
fin	NOMcom	fin
.	PONfrt	.

Dedenz	PRE	dedans
la	DETdef	le
vile	NOMcom	vile
entrerent	VERcjg	entrer
,	PONfbl	,
si	ADVgen	si
oïrent	VERcjg	ouïr
et	CONcoo	et
escouterent	VERcjg	escouter
c'	CONsub	que
on	PROind	on
crioit	VERcjg	crïer
par	PRE	par
mi	NOMcom	mi
le	DETdef	le
chastel	NOMcom	chastel
:	PONfbl	:
“	PONpga	“
Ci	ADVgen	ci
a	VERcjg	avoir
bon	ADJqua	bon
vin	NOMcom	vin
fres	ADJqua	frois
et	CONcoo	et
novel	ADJqua	novel
,	PONfbl	,
ça	ADVgen	ça
d'	PRE	de
Auçoirre	NOMpro	Auxerrre
,	PONfbl	,
ça	ADVgen	ça
de	PRE	de
Soissons	NOMpro	Soisson
,	PONfbl	,
pain	NOMcom	pain
et	CONcoo	et
char	NOMcom	char
et	CONcoo	et
vin	NOMcom	vin
et	CONcoo	et
poissons	NOMcom	poisson
!	PONfrt	!

Ceenz	ADVgen	ciens
fet	VERcjg	faire
bon	ADJqua	bon
despendre	VERinf	dépendre
argent	NOMcom	argent
!	PONfrt	!

Ostel	NOMcom	ostel
i	PROadv	i
a	VERcjg	avoir
a	PRE	a
toute	DETind	tout
gent	NOMcom	gent
!	PONfrt	!

Ceenz	ADVgen	ciens
fet	VERcjg	faire
molt	ADVgen	moult
bon	ADJqua	bon
herbregier	VERinf	herbregier
!	PONfrt	!

”	PONpdr	”
Cele	DETdem	cel
part	NOMcom	part
vont	VERcjg	aler
tout	PROind	tout
sanz	PRE	sans
dangier	NOMcom	dangier
si	ADVgen	si
s'	PROper	soi
en	PROadv	en
entrent	VERcjg	entrer
en	PRE	en
la	DETdef	le
meson	NOMcom	maison
.	PONfrt	.

Le	DETdef	le
borgois	NOMcom	bourgeois
ont	VERcjg	avoir
mis	VERppe	metre
a	PRE	a
reson	NOMcom	raison
:	PONfbl	:
“	PONpga	“
Entendez	VERcjg	entendre
ça	ADVgen	ça
a	PRE	a
nous	PROper	nous
!	PONfrt	!

font	VERcjg	faire
il	PROper	il
.	PONfrt	.

Ne	ADVneg	ne
nous	PROper	nous
tenez	VERcjg	tenir
mie	ADVneg	mie
por	PRE	por
vil	ADJqua	vil
se	CONsub	se
nous	PROper	nous
sommes	VERcjg	être
si	ADVgen	si
povrement	ADVgen	pouvrement
.	PONfrt	.

Estre	VERinf	estre
volons	VERcjg	vouloir
priveement	ADVgen	privément
.	PONfrt	.

Miex	ADVgen	mieux
vous	PROper	vous
paierons	VERcjg	payer
que	CONsub	que
plus	ADVgen	plus
cointe	ADJqua	cointe
,	PONfbl	,
ce	PROdem	ce
li	PROper	il
ont	VERcjg	avoir
dit	VERppe	dire
,	PONfbl	,
et	CONcoo	et
li	PROper	il
acointe	VERcjg	acointier
,	PONfbl	,
quar	CONcoo	car
nous	PROper	nous
volons	VERcjg	vouloir
assez	ADVgen	assez
avoir	VERinf	avoir
!	PONfrt	!

”	PONpdr	”
L'	DETdef	le
ostes	NOMcom	oste
pensse	VERcjg	penser
qu'	CONsub	que
il	PROper	il
dient	VERcjg	dire
voir	ADJqua	voir
.	PONfrt	.

Si	ADVgen	si
fete	VERppe	faire
gent	NOMcom	gent
ont	VERcjg	avoir
deniers	NOMcom	denier
granz	ADJqua	grant
!	PONfrt	!

D'	PRE	de
aus	PROper	il
aaisier	VERinf	aaisier
fu	VERcjg	estre
molt	ADVgen	moult
engranz	ADJqua	engrant
;	PONfbl	;
en	PRE	en
la	DETdef	le
haute	ADJqua	haut
loge	NOMcom	loge
les	PROper	il
maine	VERcjg	manoir
.	PONfrt	.

“	PONpga	“
Seignor	NOMcom	seignor
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
une	DETndf	un
semaine	NOMcom	semaine
porriez	VERcjg	pöoir
ci	ADVgen	ci
estre	VERinf	estre
bien	ADVgen	bien
et	CONcoo	et
bel	ADJqua	bel
!	PONfrt	!

En	PRE	en
la	DETdef	le
vile	NOMcom	vile
n'	ADVneg	ne
a	VERcjg	avoir
bon	ADJqua	bon
morsel	NOMcom	morsel
que	CONsub	que
vous	PROper	vous
n'	ADVneg	ne
aiez	VERcjg	avoir
se	CONsub	se
vous	PROper	vous
volez	VERcjg	voloir
!	PONfrt	!

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
font	VERcjg	faire
il	PROper	il
,	PONfbl	,
or	ADVgen	or
tost	ADVgen	tost
alez	VERcjg	aler
,	PONfbl	,
si	ADVgen	si
nous	PROper	nous
fetes	VERcjg	faire
assez	ADVgen	assez
venir	VERinf	venir
!	PONfrt	!

“	PONpga	“
Or	ADVgen	or
m'	PROper	je
en	PROadv	en
lessiez	VERcjg	laissier
dont	ADVgen	donc
couvenir	VERinf	convenir
!	PONfrt	!

”	PONpdr	”
fet	VERcjg	faire
li	DETdef	le
borgois	NOMcom	bourgeois
,	PONfbl	,
puis	ADVgen	puis
si	ADVgen	si
s'	PROper	soi
en	PROadv	en
torne	VERcjg	torner
.	PONfrt	.

De	PRE	de
.v	PROcar	cinq
.	PONfrt	.

mes	DETpos	mon
pleniers	ADJqua	plenier
lor	PROper	il
atorne	VERcjg	atorner
,	PONfbl	,
pain	NOMcom	pain
et	CONcoo	et
char	NOMcom	char
,	PONfbl	,
pastez	NOMcom	pasté
et	CONcoo	et
chapons	NOMcom	chapon
,	PONfbl	,
et	CONcoo	et
vins	NOMcom	vin
,	PONfbl	,
mes	ADVgen	mais
que	CONsub	que
ce	PROdem	ce
fu	VERcjg	estre
des	PRE.DETdef	de.le
bons	NOMcom	bon
,	PONfbl	,
puis	ADVgen	puis
si	ADVgen	si
lor	PROper	il
fist	VERcjg	faire
lasus	ADVgen	lasus
trametre	VERinf	trametre
et	CONcoo	et
fist	VERcjg	faire
du	PRE.DETdef	de.le
charbon	NOMcom	charbon
el	PRE.DETdef	en
feu	NOMcom	feu
metre	VERinf	metre
.	PONfrt	.

Assis	VERppe	assëoir
se	PROper	soi
sont	VERcjg	estre
a	PRE	a
haute	ADJqua	haut
table	NOMcom	table
.	PONfrt	.

Li	DETdef	le
vallés	NOMcom	valet
au	PRE.DETdef	a
clerc	NOMcom	clerc
en	PRE	en
l'	DETdef	le
estable	NOMcom	estable
tret	VERcjg	traire
ses	DETpos	son
chevaus	NOMcom	cheval
.	PONfrt	.

L'	DETdef	le
ostel	NOMcom	ostel
a	VERcjg	avoir
pris	VERppe	prendre
.	PONfrt	.

Li	DETdef	le
clers	NOMcom	clerc
qui	PROrel	que
molt	ADVgen	moult
ert	VERcjg	être
bien	ADVgen	bien
apris	VERppe	aprendre
et	CONcoo	et
bien	ADVgen	bien
vestuz	VERppe	vestir
et	CONcoo	et
cointement	ADVgen	cointement
avoec	PRE	avuec
l'	DETdef	le
oste	NOMcom	oste
molt	ADVgen	moult
hautement	ADVgen	hautement
sist	VERcjg	sëoir
au	PRE.DETdef	a
mengier	VERinf	manger
la	DETdef	le
matinee	NOMcom	matinee
et	CONcoo	et
puis	ADVgen	puis
au	PRE.DETdef	a
souper	NOMcom	soper
la	DETdef	le
vespree	NOMcom	vespree
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
avugle	NOMcom	avugle
du	PRE.DETdef	de.le
solier	NOMcom	solier
furent	VERcjg	estre
servi	VERppe	servir
com	CONsub	come
chevalier	NOMcom	chevalier
.	PONfrt	.

Chascuns	PROind	chascun
grant	ADJqua	grant
paticle	NOMcom	paticle
menoit	VERcjg	mener
,	PONfbl	,
l'	DETdef	le
uns	PROind	un
a	PRE	a
l'	DETdef	le
autre	PROind	autre
le	DETdef	le
vin	NOMcom	vin
donoit	VERcjg	doner
.	PONfrt	.

“	PONpga	“
Tien	VERcjg	tenir
,	PONfbl	,
je	PROper	je
t'	PROper	tu
en	PROadv	en
doing	VERcjg	doner
!	PONfrt	!

Aprés	ADVgen	après
m'	PROper	je
en	PROadv	en
done	VERcjg	doner
!	PONfrt	!

Cis	PROdem	cist
crut	VERcjg	croître
sor	PRE	sor
une	DETndf	un
vingne	NOMcom	vigne
bone	ADJqua	bon
!	PONfrt	!

”	PONpdr	”
Ne	ADVneg	ne
cuidiez	VERcjg	cuidier
pas	ADVneg	pas
qu'	CONsub	que
il	PROimp	il
lor	PROper	il
anuit	VERcjg	ennuyer
!	PONfrt	!

Ainsi	ADVgen	ainsi
jusqu'	PRE	jusque
a	PRE	a
la	DETdef	le
mie	ADJqua	mi
nuit	NOMcom	nuit
furent	VERcjg	estre
en	PRE	en
solaz	NOMcom	solaz
sanz	PRE	sans
dangier	NOMcom	dangier
.	PONfrt	.

Li	DETdef	le
lit	NOMcom	lit
sont	VERcjg	estre
fet	VERppe	faire
,	PONfbl	,
si	ADVgen	si
vont	VERcjg	aler
couchier	VERinf	couchier
jusqu'	PRE	jusque
au	PRE.DETdef	a
demain	NOMcom	demain
qu'	CONsub	que
il	PROper	il
fu	VERcjg	estre
bele	ADJqua	bel
eure	NOMcom	heure
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
clers	NOMcom	clerc
tout	ADVgen	tout
adés	ADVgen	adès
demeure	VERcjg	demeurer
por	PRE	por
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
veut	VERcjg	vouloir
savoir	VERinf	savoir
lor	DETpos	lor
fin	NOMcom	fin
.	PONfrt	.

Et	CONcoo	et
l'	DETdef	le
ostes	NOMcom	oste
fu	VERcjg	estre
levez	VERppe	lever
matin	NOMcom	matin
et	CONcoo	et
son	DETpos	son
vallet	NOMcom	valet
,	PONfbl	,
puis	ADVgen	puis
si	ADVgen	si
conterent	VERcjg	conter
combien	ADVsub	combien
char	NOMcom	char
et	CONcoo	et
poisson	NOMcom	poisson
cousterent	VERcjg	coûter
.	PONfrt	.

Dist	VERcjg	dire
li	DETdef	le
vallés	NOMcom	valet
:	PONfbl	:
“	PONpga	“
En	PRE	en
verité	NOMcom	verité
,	PONfbl	,
li	DETdef	le
pains	NOMcom	pain
,	PONfbl	,
li	DETdef	le
vins	NOMcom	vin
et	CONcoo	et
li	DETdef	le
pasté	NOMcom	pasté
ont	VERcjg	avoir
bien	ADVgen	bien
cousté	VERppe	couter
plus	ADVgen	plus
de	PRE	de
.x	PROcar	dis
.	PONfrt	.

saus	NOMcom	sou
,	PONfbl	,
tant	ADVgen	tant
ont	VERcjg	avoir
il	PROper	il
bien	ADVgen	bien
eü	VERppe	avoir
entre	PRE	entre
aus	PROper	il
!	PONfrt	!

Li	DETdef	le
clers	NOMcom	clerc
en	PROadv	en
a	VERcjg	avoir
.v	PROcar	cinq
.	PONfrt	.

saus	NOMcom	sou
par	PRE	par
lui	PROper	il
.	PONfrt	.

“	PONpga	“
De	PRE	de
lui	PROper	il
ne	ADVneg	ne
puis	VERcjg	pöoir
avoir	VERinf	avoir
anui	NOMcom	ennui
.	PONfrt	.

Va	VERcjg	aler
lasus	ADVgen	lasus
,	PONfbl	,
si	ADVgen	si
me	PROper	je
fai	VERcjg	faire
paier	VERinf	payer
!	PONfrt	!

”	PONpdr	”
Et	CONcoo	et
li	DETdef	le
vallés	NOMcom	valet
sanz	PRE	sans
delaier	VERinf	delaiier
vint	VERcjg	venir
aus	PRE.DETdef	à.le
avugles	NOMcom	avugle
,	PONfbl	,
si	ADVgen	si
lor	PROper	il
dist	VERcjg	dire
que	CONsub	que
chascuns	PROind	chascun
errant	VERppa	errer
se	PROper	soi
vestist	VERcjg	vestir
.	PONfrt	.

Ses	DETpos	son
sires	NOMcom	seignor
veut	VERcjg	vouloir
estre	VERinf	estre
paiez	VERppe	paiier
.	PONfrt	.

Font	VERcjg	faire
il	PROper	il
:	PONfbl	:
“	PONpga	“
Or	ADVgen	or
ne	ADVneg	ne
vous	PROper	vous
esmaiez	VERcjg	esmaiier
quar	CONcoo	car
molt	ADVgen	moult
tres	ADVgen	très
bien	ADVgen	bien
li	PROper	il
paierons	VERcjg	payer
.	PONfrt	.

Savez	VERcjg	savoir
,	PONfbl	,
font	VERcjg	faire
il	PROper	il
,	PONfbl	,
que	PROint	que
nous	PROper	nous
devons	VERcjg	devoir
?	PONfrt	?

“	PONpga	“
Oïl	ADVgen	öil
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
.x	PROcar	dis
.	PONfrt	.

saus	ADJqua	sauf
devez	VERcjg	devoir
.	PONfrt	.

“	PONpga	“
Bien	ADVgen	bien
le	PROper	il
vaut	VERcjg	valoir
!	PONfrt	!

“	PONpga	“
Chascuns	PROind	chascun
s'	PROper	soi
est	VERcjg	estre
levez	VERppe	lever
,	PONfbl	,
tuit	DETind	tot
troi	PROcar	trois
sont	VERcjg	estre
aval	ADVgen	aval
descendu	VERppe	descendre
.	PONfrt	.

Li	DETdef	le
clers	NOMcom	clerc
a	VERcjg	avoir
tout	DETind	tout
ce	PROdem	ce
entendu	VERppe	entendre
qui	PROrel	que
se	PROper	soi
chauçoit	VERcjg	chaucier
devant	PRE	devant
son	DETpos	son
lit	NOMcom	lit
.	PONfrt	.

Li	DETdef	le
troi	ADJcar	trois
avugle	NOMcom	avugle
a	PRE	a
l'	DETdef	le
oste	NOMcom	oste
ont	VERcjg	avoir
dit	VERppe	dire
:	PONfbl	:
“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
nous	PROper	nous
avons	VERcjg	avoir
.i	PROcar	un
.	PONfrt	.

besant	VERppa	baisier
.	PONfrt	.

Je	PROper	je
croi	VERcjg	croire
qu'	CONsub	que
il	PROper	il
est	VERcjg	estre
molt	ADVgen	moult
bien	ADVgen	bien
pesant	VERppa	peser
.	PONfrt	.

Quar	CONcoo	car
nous	PROper	nous
en	PROadv	en
rendez	VERcjg	rendre
le	DETdef	le
sorplus	NOMcom	sorplus
ainçois	ADVgen	ainçois
que	CONsub	que
du	PRE.DETdef	de.le
vostre	PROpos	vostre
aions	VERcjg	avoir
plus	ADVgen	plus
!	PONfrt	!

“	PONpga	“
Volentiers	ADVgen	volentiers
!	PONfrt	!

“	PONpga	“
li	DETdef	le
ostes	NOMcom	oste
respont	VERcjg	respondre
.	PONfrt	.

Fet	VERcjg	faire
li	DETdef	le
uns	PROind	un
:	PONfbl	:
“	PONpga	“
Quar	ADVgen	car
li	PROper	il
baille	VERcjg	baillier
dont	ADVgen	donc
!	PONfrt	!

“	PONpga	“
Liquels	PROint	quel
l'	PROper	il
a	VERcjg	avoir
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
Bé	NOMcom	bé
,	PONfbl	,
je	PROper	je
n'	ADVneg	ne
en	PROadv	en
ai	VERcjg	avoir
mie	ADVneg	mie
!	PONfrt	!

“	PONpga	“
Dont	ADVgen	donc
l'	PROper	il
a	VERcjg	avoir
Robers	NOMpro	Robert
Barbeflorie	NOMpro	Barfleurie
.	PONfrt	.

“	PONpga	“
Non	ADVneg	non
ai	VERcjg	avoir
,	PONfbl	,
mes	CONcoo	mais
vous	PROper	vous
l'	PROper	il
avez	VERcjg	avoir
,	PONfbl	,
bien	ADVgen	bien
sai	VERcjg	savoir
!	PONfrt	!

“	PONpga	“
Par	PRE	par
le	DETdef	le
cuer	NOMcom	cuer
bieu	ADJqua	bieu
,	PONfbl	,
mie	ADVneg	mie
n'	ADVneg	ne
en	PROadv	en
ai	VERcjg	avoir
!	PONfrt	!

“	PONpga	“
Liquels	PROint	quel
l'	PROper	il
a	VERcjg	avoir
dont	ADVgen	donc
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
Tu	PROper	tu
l'	PROper	il
as	VERcjg	avoir
!	PONfrt	!

”	PONpdr	”
“	PONpga	“
Mes	CONcoo	mais
tu	PROper	tu
!	PONfrt	!

“	PONpga	“
Fetes	VERcjg	faire
ou	PROrel	où
vous	PROper	vous
serez	VERcjg	être
batu	VERppe	batre
,	PONfbl	,
dist	VERcjg	dire
li	DETdef	le
ostes	NOMcom	oste
,	PONfbl	,
seignor	NOMcom	seignor
truant	VERppa	truer
,	PONfbl	,
et	CONcoo	et
mis	VERppe	metre
en	PRE	en
longaingne	NOMcom	longagne
puant	VERppa	puant
ainçois	ADVgen	ainçois
que	CONsub	que
vous	PROper	vous
partez	VERcjg	partir
de	PRE	de
ci	ADVgen	ci
!	PONfrt	!

”	PONpdr	”
Il	PROper	il
li	PROper	il
crient	VERcjg	criembre
:	PONfbl	:
“	PONpga	“
Por	PRE	por
Dieu	NOMpro	Dieu
,	PONfbl	,
merci	NOMcom	merci
!	PONfrt	!

Sire	NOMcom	seignor
,	PONfbl	,
molt	ADVgen	moult
bien	ADVgen	bien
vous	PROper	vous
paierons	VERcjg	payer
!	PONfrt	!

”	PONpdr	”
Dont	ADVgen	donc
recommence	VERcjg	recommencer
lor	DETpos	lor
tençons	NOMcom	tençon
.	PONfrt	.

“	PONpga	“
Robert	NOMpro	Robert
,	PONfbl	,
fet	VERcjg	faire
l'	DETdef	le
uns	PROind	un
,	PONfbl	,
quar	ADVgen	car
li	PROper	il
donez	VERcjg	doner
