Beneurez	VERcjg	benorer
.	PONfrt	.

Empurice	NOMcom	empourice
ne	ADVneg	ne
resurdent	VERcjg	ressourdre
li	DETdef	le
felun	NOMcom	félon
en	PRE	en
juise	NOMcom	juise
,	PONfbl	,
ne	CONcoo	ne
li	DETdef	le
pecheur	NOMcom	pécheur
el	PRE.DETdef	en
conseil	NOMcom	conseil
des	PRE.DETdef	de.le
dreituriers	ADJqua	droiturier
.	PONfrt	.

Kar	CONcoo	car
nostre	DETpos	notre
Sire	NOMcom	seignor
cunuist	VERcjg	connaître
la	DETdef	le
veie	NOMcom	voie
des	PRE.DETdef	de.le
justes	NOMcom	juste
,	PONfbl	,
e	CONcoo	et
le	DETdef	le
eire	NOMcom	erre
des	PRE.DETdef	de.le
feluns	NOMcom	félon
perirat	VERcjg	périr
.	PONfrt	.

Purquei	ADVint	pourquoi
fremirent	VERcjg	frémir
les	DETdef	le
genz	NOMcom	gent
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
pople	NOMcom	peuple
purpenserent	VERcjg	pourpenser
vaines	ADJqua	vain
coses	NOMcom	chose
?	PONfrt	?

Li	DETdef	le
rei	NOMcom	roi
de	PRE	de
terre	NOMcom	terre
estourent	VERcjg	estovoir
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
prince	NOMcom	prince
sei	PROper	soi
asemblerent	VERcjg	assembler
en	PRE	en
un	DETndf	un
encontre	NOMcom	encontre
nostre	DETpos	notre
Seignur	NOMcom	seigneur
e	CONcoo	et
encuntre	PRE	encontre
sun	DETpos	son
Crist	NOMcom	crist
.	PONfrt	.

Derumpums	VERcjg	dérompre
les	DETdef	le
lur	ADJpos	leur
liens	NOMcom	liien
,	PONfbl	,
e	CONcoo	et
degetums	VERcjg	déjeter
de	PRE	de
nus	PROper	nous
le	DETdef	le
juh	NOMcom	jeu
de	PRE	de
els	PROper	eux
.	PONfrt	.

Chi	PROrel	qui
habitet	VERcjg	habiter
ès	PRE.DETdef	en.le
ciels	NOMcom	ciel
les	PROper	il
escharnirat	VERcjg	escharnir
,	PONfbl	,
et	CONcoo	et
nostre	DETpos	notre
Sire	NOMcom	seignor
les	PROper	il
subsannerat	VERcjg	subsaner
.	PONfrt	.

Lores	ADVgen	lors
parlerat	VERcjg	parler
à	PRE	à
els	PROper	eux
en	PRE	en
sa	DETpos	son
ire	NOMcom	ire
,	PONfbl	,
et	CONcoo	et
en	PRE	en
sa	DETpos	son
furur	NOMcom	fureur
les	PROper	il
conturberat	VERcjg	conturber
.	PONfrt	.

Mais	CONcoo	mais
je	PROper	je
sui	VERcjg	estre
establit	VERppe	établir
reis	NOMcom	roi
de	PRE	de
lui	PROper	il
sur	PRE	sur
Syon	NOMpro	Syon
,	PONfbl	,
sun	DETpos	son
saint	ADJqua	saint
munt	NOMcom	mont
,	PONfbl	,
preechanz	VERppa	prêcher
sun	DETpos	son
cumandement	NOMcom	commandement
.	PONfrt	.

Nostre	DETpos	notre
Sire	NOMcom	seignor
dist	VERcjg	dire
à	PRE	à
mei	PROper	moi
:	PONfbl	:
Tu	PROper	tu
es	VERcjg	être
li	DETdef	le
miens	ADJpos	mon
filz	NOMcom	fil
;	PONfbl	;
je	PROper	je
hui	ADVgen	ui
tei	PROper	toi
engendrai	VERcjg	engendrer
.	PONfrt	.

Requer	VERinf	requérir
de	PRE	de
mei	PROper	moi
,	PONfbl	,
e	CONcoo	et
je	PROper	je
durrai	VERcjg	donner
à	PRE	à
tei	PROper	toi
les	DETdef	le
genz	NOMcom	gent
la	DETdef	le
tue	ADJpos	ton
hereditet	NOMcom	herritité
,	PONfbl	,
e	CONcoo	et
la	DETdef	le
tue	ADJpos	ton
possessiun	NOMcom	possession
les	DETdef	le
termes	NOMcom	terme
de	PRE	de
terre	NOMcom	terre
.	PONfrt	.

Tu's	PROind	tous
guverneras	VERcjg	gouverner
en	PRE	en
verge	NOMcom	verge
ferrine	ADJqua	ferrin
,	PONfbl	,
e	CONcoo	et
si's	ADVgen.PROper	si
fraindras	VERcjg	fraindre
ensement	ADVgen	ensement
cume	CONsub	comme
le	DETdef	le
vaisel	NOMcom	vaisseau
del	PRE.DETdef	de
potier	NOMcom	potier
.	PONfrt	.

Et	CONcoo	et
hore	NOMcom	heure
,	PONfbl	,
vus	PROper	vous
reis	NOMcom	roi
,	PONfbl	,
entendez	VERcjg	entendre
;	PONfbl	;
seiez	VERcjg	être
apris	VERppe	aprendre
,	PONfbl	,
vus	PROper	vous
chi	ADVgen	ci
jugiez	VERcjg	jugier
la	DETdef	le
terre	NOMcom	terre
.	PONfrt	.

Servez	VERcjg	servir
à	PRE	à
nostre	DETpos	notre
Seignur	NOMcom	seigneur
en	PRE	en
crieme	NOMcom	crieme
,	PONfbl	,
e	CONcoo	et
si	ADVgen	si
esleeciez	VERppe	eslecier
à	PRE	à
lui	PROper	il
oth	PRE	o
tremblur	ADJqua	trembleur
.	PONfrt	.

Pernez	VERcjg	prendre
discipline	NOMcom	discipline
que	CONsub	que
nostre	DETpos	notre
Sire	NOMcom	seignor
alquune	DETind	aucun
fiede	NOMcom	fie
ne	ADVneg	ne
se	PROper	soi
curuist	VERcjg	courir
,	PONfbl	,
e	CONcoo	et
vus	PROper	vous
parisseiz	VERcjg	paroir
de	PRE	de
la	DETdef	le
juste	ADJqua	juste
veie	NOMcom	voie
.	PONfrt	.

Cume	CONsub	comme
la	DETdef	le
sue	ADJpos	sien
ire	NOMcom	ire
esprenderat	VERcjg	éprendre
en	PRE	en
brief	ADJqua	bref
tens	NOMcom	temps
,	PONfbl	,
beneuret	VERcjg	bienheurer
tuit	DETind	tot
icil	PROdem	cil
chi	PROrel	qui
en	PRE	en
lui	PROper	il
sei	PROper	soi
fident	VERcjg	fider
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
à	PRE	à
quei	PROint	quoi
sunt	VERcjg	être
multipliet	VERppe	multiplier
cil	PROdem	cel
chi	PROrel	qui
mei	PROper	moi
triblent	VERcjg	tribler
?	PONfrt	?

Mult	ADVgen	moult
s'	PROper	soi
esdrecent	VERcjg	esdresser
encontre	PRE	encontre
mei	PROper	moi
.	PONfrt	.

Mult	ADVgen	moult
dient	VERcjg	dire
à	PRE	à
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
:	PONfbl	:
Nen	ADVneg	ne
est	VERcjg	estre
salut	NOMcom	salut
à	PRE	à
lui	PROper	il
en	PRE	en
sun	DETpos	son
Deu	NOMcom	dieu
.	PONfrt	.

Mais	CONcoo	mais
tu	PROper	tu
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
ies	VERcjg	être
li	DETdef	le
miens	PROpos	mon
receverre	VERinf	recevoir
,	PONfbl	,
e	CONcoo	et
la	DETdef	le
meie	ADJpos	mien
glorie	NOMcom	gloire
e	CONcoo	et
exalchanz	VERppa	exhausser
mun	DETpos	mon
chief	NOMcom	chief
.	PONfrt	.

Je	PROper	je
criai	VERcjg	crïer
à	PRE	à
nostre	DETpos	notre
Seignur	NOMcom	seigneur
par	PRE	par
ma	DETpos	mon
voiz	NOMcom	voix
,	PONfbl	,
et	CONcoo	et
il	PROper	il
me	PROper	je
oït	VERcjg	ouïr
de	PRE	de
sun	DETpos	son
saint	ADJqua	saint
munt	NOMcom	mont
.	PONfrt	.

Je	PROper	je
dormi	VERcjg	dormir
e	CONcoo	et
si	ADVgen	si
sumeillai	VERcjg	sommeillier
,	PONfbl	,
e	CONcoo	et
relevai	VERcjg	relever
;	PONfbl	;
kar	CONcoo	car
nostre	DETpos	notre
Sire	NOMcom	seignor
me	PROper	je
receut	VERcjg	recevoir
.	PONfrt	.

Ne	ADVneg	ne
crendrai	VERcjg	craindre
milliers	NOMcom	millier
de	PRE	de
pople	NOMcom	peuple
avirunant	VERppa	avironner
mei	PROper	moi
.	PONfrt	.

Esdrecetei	VERcjg	esdreceter
,	PONfbl	,
Sire	NOMcom	seignor
;	PONfbl	;
li	DETdef	le
miens	ADJpos	mon
Deus	NOMpro	Dieu
,	PONfbl	,
faime	VERcjg	faire
salf	ADJqua	sauf
.	PONfrt	.

Kar	CONcoo	car
tu	PROper	tu
as	VERcjg	avoir
ferut	VERppe	férir
tuz	PROind	tous
contrarianz	VERppa	contrarier
à	PRE	à
mei	PROper	moi
senz	PRE	sans
achaisun	NOMcom	ochaison
,	PONfbl	,
les	DETdef	le
denz	NOMcom	dent
des	PRE.DETdef	de.le
peccheurs	NOMcom	pécheur
tu	PROper	tu
as	VERcjg	avoir
atriblet	VERppe	attribler
.	PONfrt	.

Saluz	NOMcom	salu
est	VERcjg	estre
de	PRE	de
nostre	DETpos	notre
Seignur	NOMcom	seigneur
,	PONfbl	,
e	CONcoo	et
sur	PRE	sur
tun	DETpos	ton
pople	NOMcom	peuple
la	DETdef	le
tue	ADJpos	ton
benediceun	NOMcom	bénéicion
.	PONfrt	.

Quant	CONsub	quand
je	PROper	je
apelowe	VERcjg	appeler
,	PONfbl	,
Deus	NOMpro	Dieu
de	PRE	de
la	DETdef	le
meie	ADJpos	mien
justise	NOMcom	justice
me	PROper	je
oït	VERcjg	ouïr
;	PONfbl	;
en	PRE	en
tribulatiun	NOMcom	tribulation
tu	PROper	tu
purluignas	VERcjg	prolongier
à	PRE	à
mei	PROper	moi
.	PONfrt	.

Aies	VERcjg	avoir
merci	NOMcom	merci
de	PRE	de
mei	PROper	moi
,	PONfbl	,
e	CONcoo	et
oies	VERcjg	öir
la	DETdef	le
meie	ADJpos	mien
oreisun	NOMcom	oraison
.	PONfrt	.

Li	DETdef	le
fil	NOMcom	fil
des	PRE.DETdef	de.le
humes	NOMcom	homme
,	PONfbl	,
desque	PRE	desque
à	PRE	à
quant	DETint	cant
serezvus	ADJqua	serevus
de	PRE	de
grief	ADJqua	grief
cuer	NOMcom	cuer
?	PONfrt	?

Purquei	ADVint	pourquoi
amezvus	ADJqua	amevos
vanitet	NOMcom	vanité
,	PONfbl	,
et	CONcoo	et
querez	VERcjg	querre
menceunge	NOMcom	menconge
?	PONfrt	?

E	CONcoo	et
sachez	VERcjg	savoir
que	CONsub	que
nostre	DETpos	notre
Sire	NOMcom	seignor
at	VERcjg	avoir
fait	VERppe	faire
merveillus	ADJqua	merveilleux
sun	DETpos	son
saint	NOMcom	saint
.	PONfrt	.

Nostre	DETpos	notre
Sire	NOMcom	seignor
me	PROper	je
orrat	VERcjg	ouïr
quant	CONsub	cant
je	PROper	je
crierai	VERcjg	crïer
à	PRE	à
lui	PROper	il
.	PONfrt	.

Iraissezvus	NOMpro	Iraisseus
,	PONfbl	,
e	CONcoo	et
ne	ADVneg	ne
vulez	VERcjg	vouloir
peccer	VERinf	pecher
;	PONfbl	;
les	DETdef	le
coses	NOMcom	chose
que	PROrel	que
vus	PROper	vous
dites	VERcjg	dire
en	PRE	en
voz	DETpos	vostre
cuers	NOMcom	cuer
et	CONcoo	et
en	PRE	en
voz	DETpos	vostre
liz	NOMcom	lit
,	PONfbl	,
aiez	VERcjg	avoir
compunctiun	NOMcom	compontion
.	PONfrt	.

Sacrifiez	VERcjg	sacrifier
sacrifise	NOMcom	sacrifise
de	PRE	de
justise	NOMcom	justice
,	PONfbl	,
et	CONcoo	et
esperez	VERcjg	esperer
el	PRE.DETdef	en
Segnur	NOMcom	seigneur
.	PONfrt	.

Mult	ADVgen	moult
dient	VERcjg	dire
:	PONfbl	:
Chi	PROint	qui
nus	PROper	nous
demustret	VERcjg	démontrer
bones	ADJqua	bon
choses	NOMcom	chose
?	PONfrt	?

Seignet	VERppe	signer
est	VERcjg	estre
sur	PRE	sur
nus	PROper	nous
la	DETdef	le
lumiere	NOMcom	lumière
del	PRE.DETdef	de
tuen	ADJpos	ton
vult	NOMcom	vout
,	PONfbl	,
Sire	NOMcom	seignor
;	PONfbl	;
tu	PROper	tu
dunas	VERcjg	donner
letice	NOMcom	letice
el	PRE.DETdef	en
mien	ADJpos	mon
cuer	NOMcom	cuer
.	PONfrt	.

Del	PRE.DETdef	de
fruit	NOMcom	fruit
del	PRE.DETdef	de
frument	NOMcom	froment
,	PONfbl	,
del	PRE.DETdef	de
vin	NOMcom	vin
e	CONcoo	et
del	PRE.DETdef	de
suen	ADJpos	son
olie	NOMcom	olie
sunt	VERcjg	être
multipliet	VERppe	multiplier
.	PONfrt	.

En	PRE	en
pais	NOMcom	paix
en	PRE	en
ice	DETdem	ice
meisme	ADJind	même
dormirai	VERcjg	dormir
e	CONcoo	et
reposerai	VERcjg	reposer
.	PONfrt	.

Kar	CONcoo	car
tu	PROper	tu
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
senglement	ADVgen	sanglement
en	PRE	en
esperance	NOMcom	espérance
establismei	VERcjg	établir
.	PONfrt	.

Les	DETdef	le
meies	ADJpos	mien
paroles	NOMcom	parole
ot	VERcjg	avoir
tes	DETpos	ton
oreiles	NOMcom	oreille
receif	VERcjg	recevoir
,	PONfbl	,
Sire	NOMcom	seignor
;	PONfbl	;
entent	VERcjg	entendre
la	DETdef	le
meie	ADJpos	mien
clamur	NOMcom	clameur
.	PONfrt	.

Entent	VERcjg	entendre
à	PRE	à
la	DETdef	le
voiz	NOMcom	voix
de	PRE	de
la	DETdef	le
meie	ADJpos	mien
oreisun	NOMcom	oraison
,	PONfbl	,
li	DETdef	le
miens	ADJpos	mon
reis	NOMcom	roi
e	CONcoo	et
li	DETdef	le
miens	ADJpos	mon
Deus	NOMpro	Dieu
.	PONfrt	.

Quar	CONcoo	car
je	PROper	je
orerai	VERcjg	orer
à	PRE	à
tei	PROper	toi
,	PONfbl	,
Sire	NOMcom	seignor
;	PONfbl	;
le	DETdef	le
matin	NOMcom	matin
orras	VERcjg	öir
la	DETdef	le
meie	ADJpos	mien
voiz	NOMcom	voix
.	PONfrt	.

Le	DETdef	le
matin	NOMcom	matin
esterai	VERcjg	ester
à	PRE	à
tei	PROper	toi
e	CONcoo	et
verrai	VERcjg	vëoir
,	PONfbl	,
quar	CONcoo	car
tu	PROper	tu
es	VERcjg	être
Deus	NOMpro	Dieu
nient	ADVgen	néant
voilanz	ADJqua	vouloir
felunie	NOMcom	félonie
.	PONfrt	.

E	CONcoo	et
dejuste	PRE	dejoste
tei	PROper	toi
ne	ADVneg	ne
habiterat	VERcjg	habiter
malignes	ADJqua	maligne
,	PONfbl	,
ne	CONcoo	ne
ne	ADVneg	ne
parmainderunt	VERcjg	parmanoir
li	DETdef	le
torceunier	NOMcom	torcienier
devant	PRE	devant
tes	DETpos	ton
oilz	NOMcom	oeil
.	PONfrt	.

Tu	PROper	tu
hais	VERcjg	häir
tuz	PROind	tous
chi	PROrel	qui
oevrent	VERcjg	ovrir
felunie	NOMcom	félonie
,	PONfbl	,
perderas	VERcjg	perdre
tuz	DETind	tous
celz	PROdem	celui
chi	PROrel	qui
parolent	VERcjg	parler
menceunge	NOMcom	menconge
.	PONfrt	.

Hume	NOMcom	homme
de	PRE	de
sans	NOMcom	sanc
e	CONcoo	et
tricheur	NOMcom	tricheur
nostre	DETpos	notre
Sire	NOMcom	seignor
ferat	VERcjg	faire
abominable	ADJqua	abominable
;	PONfbl	;
mais	CONcoo	mais
je	PROper	je
en	PRE	en
la	DETdef	le
multitudine	NOMcom	multitudine
de	PRE	de
la	DETdef	le
tue	ADJpos	ton
misericordie	NOMcom	miséricordie
.	PONfrt	.

Je	PROper	je
enterrai	VERcjg	entrer
en	PRE	en
ta	DETpos	ton
maisun	NOMcom	maison
,	PONfbl	,
et	CONcoo	et
aorerai	VERcjg	aorer
al	PRE.DETdef	à.le
tun	ADJpos	ton
saint	ADJqua	saint
temple	NOMcom	temple
en	PRE	en
la	DETdef	le
tue	ADJpos	ton
crieme	NOMcom	crieme
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
demeinemei	VERcjg	démener
en	PRE	en
ta	DETpos	ton
justise	NOMcom	justice
pur	PRE	pour
les	DETdef	le
miens	ADJpos	mon
enemis	NOMcom	ennemi
,	PONfbl	,
drece	VERcjg	drecier
el	PRE.DETdef	en
tuen	ADJpos	ton
esgardement	NOMcom	esgardement
la	DETdef	le
meie	ADJpos	mien
veie	NOMcom	voie
.	PONfrt	.

Kar	CONcoo	car
veritet	NOMcom	vérité
nen	ADVneg	ne
est	VERcjg	estre
en	PRE	en
lur	DETpos	leur
buche	NOMcom	bouche
;	PONfbl	;
lur	DETpos	leur
cuer	NOMcom	cuer
est	VERcjg	estre
vain	ADJqua	vain
.	PONfrt	.

Sepulchre	NOMcom	sépulcre
aovranz	VERppa	aovrer
est	VERcjg	estre
li	DETdef	le
guitrun	NOMcom	guitron
d'	PRE	de
icels	PROdem	cil
,	PONfbl	,
par	PRE	par
lur	DETpos	leur
langues	NOMcom	langue
tricherusement	ADVgen	tricherusement
faiseient	VERcjg	faire
.	PONfrt	.

Juge	VERcjg	juger
icels	PROdem	cil
,	PONfbl	,
Deus	NOMpro	Dieu
.	PONfrt	.

Dechedent	NOMcom	déchent
de	PRE	de
lur	DETpos	leur
cogitatiuns	NOMcom	cogitation
;	PONfbl	;
selunc	PRE	selon
la	DETdef	le
multitudine	NOMcom	multitudine
de	PRE	de
lur	DETpos	leur
impietez	NOMcom	impiété
debute	VERcjg	débouter
icels	PROdem	cil
,	PONfbl	,
kar	CONcoo	car
il	PROper	il
entarierent	VERcjg	entarger
tei	PROper	toi
,	PONfbl	,
Sire	NOMcom	seignor
.	PONfrt	.

E	CONcoo	et
esledecent	VERcjg	eslider
sei	PROper	soi
tuit	PROind	tot
chi	PROrel	qui
espeirent	VERcjg	esperer
en	PRE	en
tei	PROper	toi
;	PONfbl	;
en	PRE	en
parmanabletet	NOMcom	permanableté
s'	PROper	soi
esjorrunt	VERcjg	éjourer
,	PONfbl	,
e	CONcoo	et
tu	PROper	tu
habiteras	VERcjg	habiter
en	PRE	en
els	PROper	eux
.	PONfrt	.

E	CONcoo	et
s'	PROper	soi
esglorierunt	VERcjg	esglorir
en	PRE	en
tei	PROper	toi
tuit	PROind	tot
chi	PROrel	qui
aiment	VERcjg	aimer
le	DETdef	le
tuen	ADJpos	ton
num	NOMcom	nom
,	PONfbl	,
kar	CONcoo	car
tu	PROper	tu
beneisteras	VERcjg	bénir
al	PRE.DETdef	à.le
juste	NOMcom	joute
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
sicume	CONsub	sicomme
del	PRE.DETdef	de
escut	NOMcom	écu
de	PRE	de
la	DETdef	le
tue	ADJpos	ton
bone	ADJqua	bon
voluntet	NOMcom	volonté
,	PONfbl	,
corunas	VERcjg	couronner
nus	PROper	nous
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
ne	ADVneg	ne
me	PROper	je
arguer	VERinf	arguer
en	PRE	en
ta	DETpos	ton
fuirur	NOMcom	fureur
,	PONfbl	,
ne	CONcoo	ne
en	PRE	en
la	DETdef	le
tue	ADJpos	ton
ire	NOMcom	ire
ne	ADVneg	ne
me	PROper	je
castier	VERcjg	châtier
.	PONfrt	.

Merci	NOMcom	merci
aies	VERcjg	avoir
de	PRE	de
mei	PROper	moi
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
quar	CONcoo	car
je	PROper	je
sui	VERcjg	estre
enferm	ADJqua	enferme
;	PONfbl	;
sainemei	NOMcom	seigneume
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
quar	CONcoo	car
li	DETdef	le
mien	ADJpos	mon
os	NOMcom	os
sunt	VERcjg	être
conturbet	VERppe	conturber
.	PONfrt	.

E	CONcoo	et
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
conturbede	VERppe	conturber
est	VERcjg	estre
mult	ADVgen	moult
;	PONfbl	;
e	CONcoo	et
tu	PROper	tu
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
deque	PRE	desque
à	PRE	à
quant	ADVint	cant
?	PONfrt	?

Seies	VERcjg	être
convertit	VERppe	convertir
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
e	CONcoo	et
delivre	VERcjg	delivrer
ma	DETpos	mon
aneme	NOMcom	âme
;	PONfbl	;
salf	ADJqua	sauf
me	PROper	je
fai	VERcjg	faire
pur	PRE	pour
la	DETdef	le
tue	ADJpos	ton
misericordie	NOMcom	miséricordie
.	PONfrt	.

Quar	CONcoo	car
nen	ADVneg	ne
est	VERcjg	estre
en	PRE	en
mort	NOMcom	mort
chi	PROrel	qui
remembrere	NOMcom	remembrer
seit	VERcjg	être
de	PRE	de
tei	PROper	toi
;	PONfbl	;
en	PRE	en
enfern	NOMcom	enfer
acertes	ADVgen	acertes
chi	PROint	qui
gehirat	VERcjg	jehir
à	PRE	à
tei	PROper	toi
?	PONfrt	?

Je	PROper	je
travailai	VERcjg	travailler
el	PRE.DETdef	en
mien	ADJpos	mon
gemissement	NOMcom	gémissement
,	PONfbl	,
laverai	VERcjg	laver
par	PRE	par
sengles	ADJqua	sangle
nuiz	NOMcom	nuit
mun	DETpos	mon
lit	NOMcom	lit
,	PONfbl	,
de	PRE	de
mes	DETpos	mon
lermes	NOMcom	larme
mun	DETpos	mon
lit	NOMcom	lit
aruserai	VERcjg	arroser
.	PONfrt	.

Turbez	VERppe	tourber
est	VERcjg	estre
de	PRE	de
fuirur	NOMcom	fureur
li	DETdef	le
miens	ADJpos	mon
oilz	NOMcom	oeil
,	PONfbl	,
enviezi	VERcjg	envïer
entre	PRE	entre
tuz	DETind	tous
mes	DETpos	mon
enemis	NOMcom	ennemi
.	PONfrt	.

Desevrez	VERcjg	dessevrer
de	PRE	de
mei	PROper	moi
,	PONfbl	,
tuit	PROind	tot
chi	PROrel	qui
uvrez	VERcjg	ouvrer
felunie	NOMcom	félonie
;	PONfbl	;
quar	CONcoo	car
at	VERcjg	avoir
oït	VERppe	ouïr
li	DETdef	le
Sire	NOMcom	seignor
la	DETdef	le
voiz	NOMcom	voix
del	PRE.DETdef	de
mien	PROpos	mon
plurement	ADVgen	pleurement
.	PONfrt	.

Oït	VERcjg	ouïr
li	DETdef	le
Sire	NOMcom	seignor
la	DETdef	le
mei	ADJpos	mon
preiere	NOMcom	priiere
,	PONfbl	,
li	DETdef	le
Sire	NOMcom	seignor
la	DETdef	le
meie	ADJpos	mien
oreisun	NOMcom	oraison
receut	VERcjg	recevoir
.	PONfrt	.

Vergundissent	VERcjg	vergondre
e	CONcoo	et
seient	VERcjg	être
conturbet	VERppe	conturber
fortment	ADVgen	fortement
trestuit	DETind	trestot
li	DETdef	le
mien	ADJpos	mon
enemi	NOMcom	ennemi
;	PONfbl	;
seient	VERcjg	être
convertit	VERppe	convertir
e	CONcoo	et
vergundissent	VERcjg	vergondre
mult	ADVgen	moult
ignelement	ADVgen	ignellement
.	PONfrt	.

Sire	NOMcom	seignor
li	DETdef	le
miens	ADJpos	mon
Deus	NOMpro	Dieu
,	PONfbl	,
en	PRE	en
tei	PROper	toi
esperai	VERcjg	esperer
;	PONfbl	;
salf	ADJqua	sauf
me	PROper	je
fai	VERcjg	faire
de	PRE	de
tuz	DETind	tous
parsuanz	VERppa	parsuer
mei	PROper	moi
,	PONfbl	,
e	CONcoo	et
delivremei	NOMcom	delivreme
.	PONfrt	.

Que	CONsub	que
alquune	DETind	aucun
fiede	NOMcom	fie
ne	ADVneg	ne
ravisset	VERcjg	ravisser
sicume	CONsub	sicomme
leuns	NOMcom	lion
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
,	PONfbl	,
dementres	ADVgen	dementre
que	CONsub	que
n'	ADVneg	ne
est	VERcjg	estre
chi	ADVgen	ci
reaimet	VERppe	reaimer
ne	CONcoo	ne
chi	PROrel	qui
salf	ADJqua	sauf
facet	VERcjg	faire
.	PONfrt	.

Sire	NOMcom	seignor
li	DETdef	le
miens	ADJpos	mon
Deus	NOMpro	Dieu
,	PONfbl	,
si	CONsub	si
je	PROper	je
fis	VERcjg	faire
ice	PROdem	ice
,	PONfbl	,
si	ADVgen	si
est	VERcjg	estre
felunie	NOMcom	félonie
ès	PRE.DETdef	en.le
meies	ADJpos	mien
mains	NOMcom	main
.	PONfrt	.

Si	CONsub	si
je	PROper	je
rendi	VERcjg	rendre
as	PRE.DETdef	à.le
guerredunanz	NOMcom	guerdonnant
à	PRE	à
mei	PROper	moi
males	ADJqua	mal
choses	NOMcom	chose
,	PONfbl	,
dechiede	VERppe	dechoir
par	PRE	par
desserte	NOMcom	deserte
de	PRE	de
mes	DETpos	mon
enemis	NOMcom	ennemi
vains	ADJqua	vain
.	PONfrt	.

Parsevet	VERcjg	parsevoir
li	DETdef	le
enemis	NOMcom	ennemi
la	DETdef	le
meie	ADJpos	mien
aneme	NOMcom	âme
,	PONfbl	,
e	CONcoo	et
comprenget	VERcjg	comprendre
e	CONcoo	et
defult	VERcjg	défouler
en	PRE	en
terre	NOMcom	terre
la	DETdef	le
mei	ADJpos	mon
vie	NOMcom	vie
,	PONfbl	,
e	CONcoo	et
la	DETdef	le
meie	ADJpos	mien
glorie	NOMcom	gloire
en	PRE	en
