Philippe	NOMpro	Philippe
E	CONcoo	et
mult	ADVgen	moult
me	PROper	je
est	VERcjg	estre
a	PRE	a
cuntraire	ADJqua	contraire
Que	CONsub	que
tant	ADVgen	tant
me	PROper	je
sui	VERcjg	estre
targét	VERppe	targer
Que	CONsub	que
ne	ADVneg	ne
l'	PROper	il
ai	VERcjg	avoir
acumencét	VERppe	acommencer
,	PONfbl	,
Char	CONcoo	car
mult	ADVgen	moult
est	VERcjg	estre
necessarie	NOMcom	nécessarie
Cel'	DETdem	cil
ovre	NOMcom	oeuvre
que	PROrel	que
voil	VERcjg	vouloir
faire	VERinf	faire
,	PONfbl	,
E	CONcoo	et
mult	ADVgen	moult
plusurs	DETind	plusieurs
clers	NOMcom	clerc
sunt	VERcjg	être
Chi	PROrel	qui
grant	ADJqua	grant
busuin	NOMcom	besoin
en	PROadv	en
unt	VERcjg	avoir
.	PONfrt	.

E	CONcoo	et
saint	ADJqua	saint
Augustins	NOMpro	Augustin
dit	VERcjg	dire
,	PONfbl	,
La	ADVgen	là
u	PROrel	où
il	PROper	il
fait	VERcjg	faire
sun	DETpos	son
escrit	NOMcom	écrit
U	PROrel	où
numed	VERcjg	nommer
le	DETdef	le
librarie	NOMcom	librarie
Chi	PROrel	qui
mult	ADVgen	moult
est	VERcjg	estre
necessarie	NOMcom	nécessarie
As	PRE.DETdef	a
pruveires	NOMcom	prouvoire
garnir	VERinf	garnir
A	PRE	a
la	DETdef	le
lei	NOMcom	loi
maintenir	VERinf	maintenir
.	PONfrt	.

Iço	PROdem	ce
fud	VERcjg	être
li	DETdef	le
salters	NOMcom	sauter
E	CONcoo	et
li	DETdef	le
antefiners	NOMcom	entefiner
,	PONfbl	,
Baptisterie	NOMcom	baptistère
,	PONfbl	,
grahels	NOMcom	gräal
,	PONfbl	,
Li	DETdef	le
hymners	NOMcom	hymner
e	CONcoo	et
li	DETdef	le
messels	NOMcom	mésiel
,	PONfbl	,
Tropers	NOMcom	troper
e	CONcoo	et
lecuners	NOMcom	léconnier
E	CONcoo	et
canes	NOMcom	chane
purparlers	VERinf	pourparler
A	PRE	a
cels	PROdem	cil
qui	PROrel	que
mal	NOMcom	mal
funt	VERcjg	faire
?	PONfrt	?

Envers	PRE	envers
Deu	NOMpro	Dieu
se	PROper	soi
forfunt	VERcjg	forfaire
?	PONfrt	?

E	CONcoo	et
cumpot	NOMcom	compot
pur	PRE	pour
cunter	VERinf	conter
E	CONcoo	et
pur	PRE	pour
ben	ADVgen	bien
esgarder	VERinf	esgarder
Les	DETdef	le
termes	NOMcom	terme
e	CONcoo	et
les	DETdef	le
clés	NOMcom	clef
E	CONcoo	et
les	DETdef	le
festes	NOMcom	feste
anvels	ADJqua	anveau
.	PONfrt	.

Par	PRE	par
çoe	PROdem	ce
devuns	VERcjg	devoir
garder	VERinf	garder
Nostre	DETpos	notre
lei	NOMcom	loi
celebrer	VERinf	célébrer
,	PONfbl	,
Des	PRE.DETdef	de
Paschaes	NOMpro	Pascheau
,	PONfbl	,
dé	PRE	de
Noëls	NOMpro	Noeus
,	PONfbl	,
Des	PRE.DETdef	de
granz	ADJqua	grant
festes	NOMcom	feste
anvels	ADJqua	anveau
;	PONfbl	;
U	CONcoo	ou
par	PRE	par
cez	PROdem	cest
la	PROper	il
tendrunt	VERcjg	tenir
U	CONcoo	ou
vïaz	NOMcom	viaus
i	PROadv	i
faldrunt	VERcjg	faillir
.	PONfrt	.

D'	PRE	de
içoe	PROdem	ce
me	PROper	je
plaist	VERcjg	plaire
garnir	VERinf	garnir
Cés	PROdem	cist
chi	PROrel	qui
unt	VERcjg	avoir
a	PRE	a
tenir	VERinf	tenir
Nostre	DETpos	notre
cristïentét	NOMcom	chrétienté
Sulunc	PRE	selon
la	DETdef	le
Trinitét	NOMpro	Trinité
.	PONfrt	.

Ço	PROdem	ce
dist	VERcjg	dire
sainz	ADJqua	saint
Augustins	NOMpro	Augustin
Qui	PROrel	que
fud	VERcjg	être
mult	ADVgen	moult
bons	ADJqua	bon
devins	NOMcom	devin
:	PONfbl	:
Avisunches	ADVgen	avisonques
pot	VERcjg	pöoir
estre	VERinf	estre
Quë	CONsub	que
il	PROper	il
unches	ADVgen	onques
seit	VERcjg	être
prestre	NOMcom	prêtre
Se	CONsub	se
il	PROper	il
ne	ADVneg	ne
set	VERcjg	savoir
chest	DETdem	cist
librarie	NOMcom	librarie
Dum	PROrel	dont
faiz	VERcjg	faire
cest	DETdem	cest
exemplarie	NOMcom	exemplarie
.	PONfrt	.

Que	PROint	que
ferat	VERcjg	faire
pastorel	NOMcom	pastoureau
Qui	PROrel	que
nen	ADVneg.PROper	ne.me
ad	VERcjg	avoir
nul	DETind	nul
drapel	NOMcom	drapeau
?	PONfrt	?

Cum	ADVint	comme
garderat	VERcjg	garder
berbiz	NOMcom	brebis
Qui	PROrel	que
nenn	ADVneg.PROper	ne.me
ad	VERcjg	avoir
nul	DETind	nul
pastiz	NOMcom	pastiz
?	PONfrt	?

E	CONcoo	et
,	PONfbl	,
Deus	NOMpro	Dieu
!	PONfrt	!

cum	ADVint	comme
cumbatrat	VERcjg	combattre
Qui	PROrel	que
ses	DETpos	son
armes	NOMcom	arme
nen	ADVneg.PROper	ne.me
ad	VERcjg	avoir
?	PONfrt	?

N'	ADVneg	ne
avum	VERcjg	avoir
fei	NOMcom	foi
ne	CONcoo	ne
crëance	NOMcom	créance
Qui	PROrel	que
doüst	VERcjg	devoir
estre	VERinf	estre
lance	NOMcom	lance
Cuntre	PRE	contre
cels	DETdem	cil/celui
enemis	NOMcom	ennemi
Qui	PROrel	que
sur	PRE	sur
nus	PROper	nous
sunt	VERcjg	être
espris	VERppe	esprendre
.	PONfrt	.

Il	PROper	il
prennent	VERcjg	prendre
la	DETdef	le
cité	NOMcom	cité
,	PONfbl	,
Le	DETdef	le
mur	NOMcom	mur
unt	VERcjg	avoir
effundré	VERppe	effondre
,	PONfbl	,
Hardi	VERppe	hardi
unt	VERcjg	avoir
grant	ADJqua	grant
bäee	NOMcom	bëee
,	PONfbl	,
Vunt	VERcjg	aller
i	PROadv	i
od	PRE	o
grant	ADJqua	grant
hüee	NOMcom	huee
;	PONfbl	;
Ço	PROdem	ce
est	VERcjg	estre
par	PRE	par
le	DETdef	le
Seignur	NOMcom	seigneur
Qui	PROrel	que
set	VERcjg	savoir
en	PRE	en
la	DETdef	le
tur	NOMcom	tour
,	PONfbl	,
Chi	PROrel	qui
ne	ADVneg	ne
se	PROper	soi
pot	VERcjg	pöoir
defendre	VERinf	défendre
Ne	CONcoo	ne
od	PRE	o
els	PROper	eux
bataille	NOMcom	bataille
prendre	VERinf	prendre
.	PONfrt	.

Cument	ADVint	comment
löer	VERinf	löer
Qui	PROrel	que
ben	ADVgen	bien
curt	VERcjg	courir
par	PRE	par
mer	NOMcom	mer
Nef	NOMcom	nef
qui	PROrel	que
seit	VERcjg	être
desquassee	VERppe	décasser
E	CONcoo	et
desus	ADVgen	desus
enfundree	VERppe	enfondrer
?	PONfrt	?

Dirre	NOMpro	Dierre
çoe	PROdem	ce
pot	VERcjg	pöoir
li	DETdef	le
prestre	NOMcom	prêtre
:	PONfbl	:
Senz	PRE	sans
compot	NOMcom	compot
”	PONpdr	”
“	PONpga	“
pot	VERcjg	pöoir
ben	ADVgen	bien
estre	VERinf	estre
Ben	ADVgen	bien
set	DETcar	sept
us	NOMcom	us
de	PRE	de
muster	VERinf	monter
E	CONcoo	et
ses	DETpos	son
festes	NOMcom	feste
nuncier	VERinf	noncer
.	PONfrt	.

E	CONcoo	et
jo	PROper	je
li	PROper	il
respondrai	VERcjg	respondre
Par	PRE	par
raisun	NOMcom	raison
e	CONcoo	et
dirrai	VERcjg	dire
:	PONfbl	:
Hom	NOMcom	homme
set	VERcjg	savoir
par	PRE	par
us	NOMcom	us
chanter	VERinf	chanter
E	CONcoo	et
esturnel	NOMcom	estournel
parler	VERinf	parler
.	PONfrt	.

Ne	ADVneg	ne
larrai	VERcjg	laisser
ne	ADVneg	ne
vus	PROper	vous
die	VERcjg	dire
,	PONfbl	,
Në	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
juglerie	NOMcom	juglerie
,	PONfbl	,
Nen	ADVneg	ne
est	VERcjg	estre
griu	NOMcom	grief
ne	CONcoo	ne
latins	NOMpro	latin
,	PONfbl	,
Ne	CONcoo	ne
nen	ADVneg	ne
est	VERcjg	estre
angevins	NOMcom	angevin
,	PONfbl	,
Ainz	ADVgen	ains
est	VERcjg	estre
raisun	NOMcom	raison
mustree	VERppe	montrer
De	PRE	de
la	DETdef	le
nostre	ADJpos	notre
cuntree	NOMcom	contrée
:	PONfbl	:
Ben	ADVgen	bien
poënt	VERcjg	pouvoir
retenir	VERinf	retenir
Çoe	PROdem	ce
dum	PROrel	dont
ges	PROper.PROper	je
voil	VERcjg	vouloir
garnir	VERinf	garnir
Së	CONsub	se
il	PROper	il
volent	VERcjg	voler
entendre	VERinf	entendre
E	CONcoo	et
bone	ADJqua	bon
garde	NOMcom	garde
prendre	VERinf	prendre
.	PONfrt	.

Mais	CONcoo	mais
quit	VERcjg	quiter
que	CONsub	que
alquant	PROind	alquant
dirrunt	VERcjg	dire
Qui	PROrel	que
puint	ADVneg	point
de	PRE	de
sens	NOMcom	sens
n'	ADVneg	ne
avrunt	VERcjg	avoir
Que	PROrel	que
en	PRE	en
vain	ADJqua	vain
me	PROper	je
traveillai	VERcjg	travailler
Quant	CONsub	quand
cest	DETdem	cest
livre	NOMcom	livre
ordenai	VERcjg	ordonner
;	PONfbl	;
Jurrunt	VERcjg	jurer
”	PONpdr	”
“	PONpga	“
pot	VERcjg	pöoir
cel	PROdem	cil
estre	VERinf	estre
Les	DETdef	le
Vertüus	NOMpro	Vertuel
celestre	ADJqua	célestre
Quë	PROrel	que
unc	ADVgen	onques
ne	ADVneg	ne
soi	VERcjg	savoir
rimer	VERinf	rimer
Ne	CONcoo	ne
raisun	NOMcom	raison
ordener	VERinf	ordonner
.	PONfrt	.

Mais	CONcoo	mais
ne	ADVneg	ne
chalt	VERcjg	chaloir
que	CONsub	que
fols	NOMcom	fou
die	VERcjg	dire
,	PONfbl	,
Je	PROper	je
ne	ADVneg	ne
me	PROper	je
repent	VERcjg	repentir
mie	ADVneg	mie
;	PONfbl	;
Asez	ADVgen	assez
sunt	VERcjg	être
malparlers	NOMcom	malparlier
Pur	PRE	pour
petiz	ADJqua	petit
lüers	NOMcom	luer
E	CONcoo	et
humes	NOMcom	homme
pur	PRE	pour
blasmer	VERinf	blasmer
,	PONfbl	,
Naient	PROind	néant
pur	PRE	pour
amender	VERinf	amender
.	PONfrt	.

Unc	ADVgen	onques
pur	PRE	pour
fols	NOMcom	fou
nel	ADVneg.PROper	ne
truvai	VERcjg	trouver
Ne	ADVneg	ne
me	PROper	je
m'	PROper	je
i	PROadv	i
traveillai	VERcjg	travailler
,	PONfbl	,
Ne	CONcoo	ne
unc	ADVgen	onques
ne	ADVneg	ne
fud	VERcjg	être
asne	NOMcom	asne
nét	VERppe	naître
Qui	PROrel	que
bien	ADVgen	bien
loast	VERcjg	löer
citét	NOMcom	cité
.	PONfrt	.

Redargutiones	NOMcom	redargontion
per	ETR	PER
proverbia	ETR	ProverbIO
Saceiz	VERcjg	savoir
,	PONfbl	,
çoe	PROdem	ce
est	VERcjg	estre
vilainie	NOMcom	vilenie
,	PONfbl	,
E	CONcoo	et
sil	ADVgen.PROper	si.le
tenc	VERcjg	tenir
en	PRE	en
folie	NOMcom	folie
Quë	PROrel	que
hom	NOMcom	homme
deiet	VERcjg	devoir
juger	VERinf	juger
Së	CONsub	se
il	PROper	il
ne	ADVneg	ne
set	VERcjg	savoir
plaider	VERinf	plaider
,	PONfbl	,
U	CONcoo	ou
nule	DETind	nul
ren	NOMcom	rien
blasmer	VERinf	blasmer
Se	CONsub	se
il	PROper	il
nel	ADVneg.PROper	ne
set	VERcjg	savoir
amender	VERinf	amender
.	PONfrt	.

Çoe	PROdem	ce
dit	VERcjg	dire
en	PRE	en
repruver	VERinf	reprouver
Li	DETdef	le
vilain	ADJqua	vilain
al	PRE.DETdef	à.le
buver	VERinf	bouver
:	PONfbl	:
La	DETdef	le
pirre	ADJqua	pejor
reuëlette	NOMcom	revelette
Criet	VERcjg	crier
de	PRE	de
la	DETdef	le
charette	NOMcom	charrette
;	PONfbl	;
Mult	ADVgen	moult
est	VERcjg	estre
la	DETdef	le
pume	NOMcom	pomme
dure	ADJqua	dur
Qui	PROrel	que
unques	ADVgen	onques
ne	ADVneg	ne
maüre	VERcjg	morer
;	PONfbl	;
La	DETdef	le
verge	NOMcom	verge
est	VERcjg	estre
a	PRE	a
preiser	VERinf	priser
Qui	PROrel	que
se	PROper	soi
lest	VERcjg	laissier
pleier	VERinf	plier
.	PONfrt	.

Se	CONsub	se
li	DETdef	le
envïus	ADJqua	envif
Est	VERcjg	estre
tant	ADVgen	tant
de	PRE	de
putes	ADJqua	put
murs	NOMcom	mur
Que	CONsub	que
il	PROper	il
nel	ADVneg.PROper	ne
voillet	VERcjg	vouloir
oïr	VERinf	öir
,	PONfbl	,
Alt	ADVgen	aut
sei	PROper	soi
de	PRE	de
luinz	ADVgen	loin
gesir	VERinf	gésir
Si	ADVgen	si
i	PROadv	i
pot	VERcjg	pöoir
esculter	VERinf	écouter
Cum	CONsub	comme
li	DETdef	le
asnes	NOMcom	asne
a	PRE	a
harper	VERinf	harper
!	PONfrt	!

E	CONcoo	et
qui	PROrel	que
vuldrat	VERcjg	vouloir
oïr	VERinf	öir
,	PONfbl	,
Mete	VERcjg	mettre
lë	PROper	le
el	PRE.DETdef	en
suffrir	VERinf	souffrir
.	PONfrt	.

E	CONcoo	et
cil	PROdem	cel
gart	VERcjg	garder
qui	PROrel	que
l'	PROper	il
orrat	VERcjg	ouïr
E	CONcoo	et
qui	PROrel	que
ben	ADVgen	bien
l'	PROper	il
entendrat	VERcjg	entendre
Que	CONsub	que
,	PONfbl	,
se	CONsub	se
il	PROper	il
digne	VERcjg	dignier
le	PROper	il
veit	VERcjg	voir
Que	CONsub	que
il	PROper	il
a	PRE	a
escrivre	VERinf	escrire
seit	VERcjg	être
,	PONfbl	,
Quë	CONsub	que
aprof	PRE	aprof
le	DETdef	le
patrun	NOMcom	patron
Recoillet	VERcjg	recouiller
sun	DETpos	son
sermun	NOMcom	sermon
.	PONfrt	.

S'	CONsub	se
il	PROper	il
issi	ADVgen	issi
nel	ADVneg.PROper	ne
volt	VERcjg	vouloir
faire	VERinf	faire
,	PONfbl	,
Que	CONsub	que
li	PROper	il
seit	VERcjg	être
a	PRE	a
contrarie	NOMcom	contraire
,	PONfbl	,
Prei	VERcjg	prier
lui	PROper	il
pur	PRE	pour
Deu	NOMpro	Dieu
amur	NOMcom	amour
N'	ADVneg	ne
i	PROadv	i
metet	VERcjg	mettre
sun	DETpos	son
labur	NOMcom	labeur
,	PONfbl	,
Car	CONcoo	car
suvent	ADVgen	souvent
par	PRE	par
les	DETdef	le
mains	NOMcom	main
,	PONfbl	,
Par	PRE	par
malveis	ADJqua	mauvais
escriveins	NOMcom	écrivain
,	PONfbl	,
Sunt	VERcjg	être
livres	NOMcom	livre
corrumpud	VERppe	corrompre
E	CONcoo	et
enneisse	ADVgen	ennaisse
perdud	VERppe	perdre
.	PONfrt	.

Maistre	NOMcom	maître
,	PONfbl	,
or	ADVgen	or
vos	PROper	vos
esdrecez	VERcjg	esdresser
!	PONfrt	!

A	PRE	a
cest	DETdem	cest
busuign	NOMcom	besoin
m'	PROper	je
aidez	VERcjg	aider
!	PONfrt	!

Suvenge	VERcjg	souvenger
vus	PROper	vous
que	CONsub	que
dit	VERcjg	dire
Li	DETdef	le
vilain	ADJqua	vilain
par	PRE	par
respit	NOMcom	respit
:	PONfbl	:
Al	PRE.DETdef	à.le
busuin	NOMcom	besoin
est	VERcjg	estre
truvéd	VERppe	trouver
L'	DETdef	le
ami	NOMcom	ami
e	CONcoo	et
espruvéd	VERppe	éprouver
.	PONfrt	.

Unches	ADVgen	onques
ne	ADVneg	ne
fud	VERcjg	être
ami	NOMcom	ami
Qui	PROrel	que
al	PRE.DETdef	à.le
busuign	NOMcom	besoin
failli	VERppe	falir
Dum	PROrel	dont
il	PROper	il
poüst	VERcjg	pouvoir
aider	VERinf	aider
Ne	CONcoo	ne
de	PRE	de
ren	PROind	ron
conseller	VERinf	conseiller
.	PONfrt	.

Pur	PRE	pour
cel	DETdem	cil
di	VERcjg	dire
:	PONfbl	:
Ne	ADVneg	ne
targez	VERcjg	targer
,	PONfbl	,
Mais	CONcoo	mais
ma	DETpos	mon
raisun	NOMcom	raison
oiez	VERcjg	öir
!	PONfrt	!

Prei	VERcjg	prier
vus	PROper	vous
de	PRE	de
l'	PROper	il
esculter	VERinf	écouter
E	CONcoo	et
puis	ADVgen	puis
de	PRE	de
l'	PROper	il
amender	VERinf	amender
,	PONfbl	,
Kar	CONcoo	car
ore	ADVgen	or
voil	VERcjg	vouloir
cumencer	VERinf	commencer
Içoe	PROdem	ce
dum	PROrel	dont
voil	VERcjg	vouloir
traiter	VERinf	traiter
,	PONfbl	,
E	CONcoo	et
capitles	NOMcom	capitle
poser	VERinf	poser
Ses	ADVgen.PROper	si
vulez	VERcjg	vouloir
amender	VERinf	amender
?	PONfrt	?

Vulez	VERcjg	vouloir
le	PROper	il
,	PONfbl	,
ben	ADVgen	bien
le	PROper	il
sai	VERcjg	savoir
;	PONfbl	;
Or	ADVgen	or
les	PROper	il
i	PROadv	i
poserai	VERcjg	poser
:	PONfbl	:
Des	PRE.DETdef	de
ures	NOMcom	heure
e	CONcoo	et
del	PRE.DETdef	de
jor	NOMcom	jor
,	PONfbl	,
Des	PRE.DETdef	de
nuiz	NOMcom	nuit
,	PONfbl	,
de	PRE	de
lur	DETpos	leur
lungur	NOMcom	longueur
;	PONfbl	;
Des	PRE.DETdef	de
semaines	NOMcom	semaine
,	PONfbl	,
des	PRE.DETdef	de.le
nuns	NOMcom	nom
Des	PRE.DETdef	de
jurz	NOMcom	jour
,	PONfbl	,
des	PRE.DETdef	de.le
mois	NOMcom	mois
raisuns	NOMcom	raison
;	PONfbl	;
Des	PRE.DETdef	de
calendes	NOMcom	calende
,	PONfbl	,
des	PRE.DETdef	de.le
ides	NOMcom	ide
,	PONfbl	,
Des	PRE.DETdef	de
nones	ADJord	non
e	CONcoo	et
des	PRE.DETdef	de.le
signes	NOMcom	signe
;	PONfbl	;
De	PRE	de
l'	DETdef	le
an	NOMcom	an
e	CONcoo	et
chil	PROdem	cil
trovat	VERcjg	trouver
E	CONcoo	et
u	PROrel	où
le	PROper	il
cumenchat	VERcjg	commencer
;	PONfbl	;
Del	PRE.DETdef	de
bisexte	NOMcom	biseste
garder	VERinf	garder
E	CONcoo	et
en	PRE	en
fevrer	NOMcom	fevrer
poser	VERinf	poser
;	PONfbl	;
Del	PRE.DETdef	de
bisexte	NOMcom	biseste
a	PRE	a
la	DETdef	le
lune	NOMcom	lune
,	PONfbl	,
Del	PRE.DETdef	de
salt	NOMcom	saut
e	CONcoo	et
de	PRE	de
l'	DETdef	le
embolisme	NOMcom	embolisme
;	PONfbl	;
De	PRE	de
la	DETdef	le
lune	NOMcom	lune
que	PROrel	que
hom	NOMcom	homme
veit	VERcjg	voir
Ainz	ADVgen	ains
que	CONsub	que
nuvele	ADJqua	nouveau
seit	VERcjg	être
;	PONfbl	;
Des	PRE.DETdef	de
regulers	NOMcom	régulier
del	PRE.DETdef	de
jor	NOMcom	jor
,	PONfbl	,
De	PRE	de
concurrent	VERcjg	concourir
valur	NOMcom	valeur
;	PONfbl	;
Del	PRE.DETdef	de
lunal	ADJqua	lunal
reguler	NOMcom	régulier
,	PONfbl	,
Des	PRE.DETdef	de
epactes	NOMcom	épacte
truver	VERinf	trouver
;	PONfbl	;
Des	PRE.DETdef	de
termes	NOMcom	terme
e	CONcoo	et
des	PRE.DETdef	de.le
clés	NOMcom	clef
,	PONfbl	,
Indictïuns	NOMcom	endiction
garder	VERinf	garder
;	PONfbl	;
Des	PRE.DETdef	de
equinoctïuns	NOMcom	écuintion
E	CONcoo	et
des	PRE.DETdef	de.le
jejuneisuns	NOMcom	jejonnaison
;	PONfbl	;
De	PRE	de
la	DETdef	le
table	NOMcom	table
raisun	NOMcom	raison
Philippe	NOMpro	Philippe
de	PRE	de
Thaün	NOMpro	Thaon
;	PONfbl	;
De	PRE	de
la	DETdef	le
table	NOMcom	table
raisun	NOMcom	raison
E	CONcoo	et
de	PRE	de
resurrectiun	NOMcom	résurrection
;	PONfbl	;
De	PRE	de
la	DETdef	le
table	NOMcom	table
raisun	NOMcom	raison
Dïonisie	VERppe	dionir
veium	VERcjg	voir
;	PONfbl	;
De	PRE	de
la	DETdef	le
table	NOMcom	table
Gerlant	NOMpro	Gerland
Al	PRE.DETdef	à.le
prude	ADJqua	preux
clerc	NOMcom	clerc
vaillant	VERppa	valoir
.	PONfrt	.

Ore	ADVgen	or
finet	VERcjg	finer
li	DETdef	le
capitles	NOMcom	capitle
Si	ADVgen	si
cumencet	VERcjg	commencer
li	DETdef	le
livres	NOMcom	livre
.	PONfrt	.

En	PRE	en
un	DETndf	un
livre	NOMcom	livre
divin	ADJqua	divin
Que	PROrel	que
apelum	VERcjg	appeler
Genesim	NOMpro	Genèm
,	PONfbl	,
Iloc	ADVgen	illuec
lisant	VERppa	lire
truvum	VERcjg	trouver
Que	CONsub	que
Deus	NOMpro	Dieu
fist	VERcjg	faire
par	PRE	par
raisun	NOMcom	raison
Le	DETdef	le
soleil	NOMcom	soleil
e	CONcoo	et
la	DETdef	le
lune	NOMcom	lune
E	CONcoo	et
esteile	NOMcom	étoile
chescune	DETind	chacun
.	PONfrt	.

Pur	PRE	pour
cel	PROdem	cil
me	PROper	je
plaist	VERcjg	plaire
a	PRE	a
dire	VERinf	dire
;	PONfbl	;
D'	PRE	de
iço	PROdem	ce
est	VERcjg	estre
ma	DETpos	mon
materie	NOMcom	matière
Que	PROrel	que
demusterai	VERcjg	démontrer
E	CONcoo	et
a	PRE	a
clers	NOMcom	clerc
e	CONcoo	et
a	PRE	a
lai	NOMcom	lai
Chi	PROrel	qui
grant	ADJqua	grant
busuin	NOMcom	besoin
en	PROadv	en
unt	VERcjg	avoir
,	PONfbl	,
E	CONcoo	et
pur	PRE	pour
mei	PROper	moi
preierunt	VERcjg	prier
,	PONfbl	,
Car	CONcoo	car
unc	ADVgen	onques
ne	ADVneg	ne
fud	VERcjg	être
loee	VERppe	löer
Escïence	NOMcom	écience
celee	VERppe	celer
;	PONfbl	;
Pur	PRE	pour
ço	PROdem	ce
me	PROper	je
plaist	VERcjg	plaire
a	PRE	a
dire	VERinf	dire
.	PONfrt	.

Ore	ADVgen	or
i	PROadv	i
seit	VERcjg	être
li	DETdef	le
veir	ADJqua	vair
Sire	NOMcom	seignor
!	PONfrt	!

Quant	CONsub	quand
Deus	NOMpro	Dieu
fist	VERcjg	faire
crëatures	NOMcom	créature
De	PRE	de
diverses	DETind	divers
mesures	NOMcom	mesure
,	PONfbl	,
Tutes	PROind	tous
ad	VERcjg	avoir
num	NOMcom	nom
posét	VERppe	poser
Sulunc	PRE	selon
lur	DETpos	leur
qualitét	NOMcom	qualité
.	PONfrt	.

Mais	CONcoo	mais
un	DETndf	un
ital	PROind	itel
truvat	VERcjg	trouver
Quë	PROrel	que
il	PROper	il
tens	NOMcom	temps
apelat	VERcjg	appeler
,	PONfbl	,
Dum	PROrel	dont
prud	ADJqua	preux
ne	ADVneg	ne
sei	VERcjg	savoir
parler	VERinf	parler
Ne	CONcoo	ne
la	DETdef	le
fin	NOMcom	fin
recunter	VERinf	reconter
.	PONfrt	.

Në	CONcoo	ne
hom	NOMcom	homme
ne	ADVneg	ne
fud	VERcjg	être
mortel	ADJqua	mortel
Chi	PROrel	qui
unc	ADVgen	onques
desist	VERcjg	dire
el	PRE.DETdef	en
,	PONfbl	,
E	CONcoo	et
nis	ADVgen	neïs
sainz	ADJqua	saint
Augustins	NOMpro	Augustin
,	PONfbl	,
Ki	PROrel	qui
fud	VERcjg	être
mult	ADVgen	moult
bons	ADJqua	bon
devins	ADJqua	divin
,	PONfbl	,
Dit	VERcjg	dire
en	PRE	en
un	DETndf	un
sun	ADJpos	son
sermun	NOMcom	sermon
La	ADVgen	là
u	PROrel	où
mustret	VERcjg	montrer
raisun	NOMcom	raison
,	PONfbl	,
Que	CONsub	que
ren	PROind	ron
ne	ADVneg	ne
set	VERcjg	savoir
cuncter	VERinf	conter
Pur	PRE	pour
nul	DETind	nul
hume	NOMcom	homme
asenser	VERinf	assenser
.	PONfrt	.

Nepurquant	ADVgen	neporcant
par	PRE	par
demures	NOMcom	demeure
Que	PROrel	que
nus	PROper	nous
apelum	VERcjg	appeler
hures	NOMcom	heure
En	PROadv	en
est	VERcjg	estre
divisïun	NOMcom	division
Par	PRE	par
itele	DETind	itel
raisun	NOMcom	raison
,	PONfbl	,
Char	CONcoo	car
prime	PROord	prim
apelent	VERcjg	apeler
le	DETdef	le
une	PROind	un
,	PONfbl	,
Terce	PROord	tierce
,	PONfbl	,
midi	NOMcom	midi
e	CONcoo	et
nune	NOMcom	none
,	PONfbl	,
