AMI	NOMpro	Ami

Il	PROper	il
s'	PROper	soi
entresamblent	VERcjg	entresembler
de	PRE	de
venir	VERinf	venir
et	CONcoo	et
d'	PRE	de
aler	VERinf	aler
Et	CONcoo	et
de	PRE	de
la	DETdef	le
bouche	NOMcom	bouche
et	CONcoo	et
dou	PRE.DETdef	de.le
vis	NOMcom	vis
et	CONcoo	et
dou	PRE.DETdef	de.le
nés	NOMcom	nef
,	PONfbl	,
Dou	PRE.DETdef	de.le
chevauchier	VERinf	chevauchier
et	CONcoo	et
des	PRE.DETdef	de.le
armes	NOMcom	arme
porter	VERinf	porter
,	PONfbl	,
Que	CONsub	que
nus	PROind	nul
plus	ADVgen	plus
biax	ADJqua	bel
ne	ADVneg	ne
puet	VERcjg	pöoir
on	PROind	on
deviser	VERinf	deviser
.	PONfrt	.

Dex	NOMpro	dieu
les	PROper	il
fist	VERcjg	faire
par	PRE	par
miracle	NOMcom	miracle
.	PONfrt	.

Li	DETdef	le
cuens	NOMcom	conte
Amis	NOMpro	ami
a	VERcjg	avoir
prins	VERppe	prendre
armes	NOMcom	arme
nouvelles	ADJqua	nouveau
;	PONfbl	;
En	PRE	en
icel	DETdem	cil
jor	NOMcom	jor
a	VERcjg	avoir
guerpie	VERppe	guerpir
sa	DETpos	son
terre	NOMcom	terre
Et	CONcoo	et
pere	NOMcom	père
et	CONcoo	et
mere	NOMcom	mere
,	PONfbl	,
serors	NOMcom	seror
et	CONcoo	et
dammoiselles	NOMcom	damoiselle
Et	CONcoo	et
quatre	DETcar	quatre
freres	NOMcom	frère
a	VERcjg	avoir
laissiéz	VERppe	laisser
en	PRE	en
Auvergne	NOMpro	Auvergne
.	PONfrt	.

Vint	VERcjg	venir
a	PRE	a
Beorges	NOMpro	Beorges
le	DETdef	le
conte	NOMcom	conte
Amile	NOMpro	Amile
querre	VERinf	querre
,	PONfbl	,
Iluec	ADVgen	iluec
demande	VERcjg	demander
dou	PRE.DETdef	de.le
compaingnon	NOMcom	compagnon
nouvelles	NOMcom	nouvelle
,	PONfbl	,
Mais	CONcoo	mais
il	PROper	il
n'	ADVneg	ne
en	PROadv	en
treuve	VERcjg	trouver
mie	ADVneg	mie
.	PONfrt	.

Li	DETdef	le
cuens	NOMcom	conte
Amis	NOMpro	ami
est	VERcjg	estre
venus	VERppe	venir
en	PRE	en
Nevers	NOMpro	Nevers
.	PONfrt	.

A	PRE	a
Verdelai	NOMpro	Verdelai
se	PROper	soi
randi	VERcjg	rendre
vrais	ADJqua	vrai
confés	NOMcom	confès
,	PONfbl	,
Puis	ADVgen	puis
remonta	VERcjg	remonter
el	PRE.DETdef	en
bon	ADJqua	bon
destrier	NOMcom	destrier
qu'	PROrel	que
iert	VERcjg	estre
frés	ADJqua	frès
,	PONfbl	,
Passa	VERcjg	passer
avant	ADVgen	avant
li	DETdef	le
gentiz	ADJqua	gentil
prouz	ADJqua	pro
vaslés	NOMcom	vaslet
,	PONfbl	,
Droit	ADJqua	droit
en	PRE	en
Borgoingne	NOMpro	Burgonde
s'	PROper	soi
en	PROadv	en
vait	VERcjg	aller
li	DETdef	le
ber	NOMcom	baron
apers	ADJqua	aper
.	PONfrt	.

Parmi	PRE	parmi
Mongieu	NOMpro	Mont-joux
fu	VERcjg	estre
moult	ADVgen	moult
grans	ADJqua	grand
li	DETdef	le
yvers	NOMcom	iver
,	PONfbl	,
Passe	VERcjg	passer
Mortiers	NOMpro	Mortier
et	CONcoo	et
Chomin	NOMpro	Chomin
et	CONcoo	et
Chastel	NOMpro	Chastel
.	PONfrt	.

Ez	ADVgen	ez
le	PROper	il
voz	PROper	vous
en	PRE	en
Pavie	NOMpro	Pavia
.	PONfrt	.

A	PRE	a
Traves	NOMpro	Trave
vint	VERcjg	venir
Amiles	NOMpro	Amiles
de	PRE	de
Clermont	NOMpro	Clermont
Et	CONcoo	et
va	VERcjg	aler
querrant	VERppa	querre
dant	NOMcom	dent
Ami	NOMpro	ami
le	DETdef	le
baron	NOMcom	baron
.	PONfrt	.

Mont	NOMcom	mont
Chevrol	NOMcom	chevreuil
puie	VERcjg	poiier
tant	ADVgen	tant
que	CONsub	que
il	PROper	il
vint	VERcjg	venir
en	PRE	en
som	NOMcom	son
,	PONfbl	,
Tant	ADVgen	tant
que	CONsub	que
il	PROper	il
vint	VERcjg	venir
a	PRE	a
Borc	NOMpro	Borc
c'	PROrel	que
on	PROind	on
dist	VERcjg	dire
au	PRE.DETdef	a
pont	NOMcom	pont
.	PONfrt	.

La	ADVgen	là
se	PROper	soi
harberge	VERcjg	harbergier
chiés	PRE	chiés
un	DETndf	un
oste	NOMcom	oste
felon	ADJqua	felon
.	PONfrt	.

Icelle	DETdem	cil
nuit	NOMcom	nuit
i	PROadv	i
jut	VERcjg	jesir
li	DETdef	le
gentiz	ADJqua	gentil
hom	NOMcom	homme
Et	CONcoo	et
au	PRE.DETdef	a
matin	NOMcom	matin
s'	PROper	soi
en	PROadv	en
vint	VERcjg	venir
en	PRE	en
Pré	NOMcom	pré
Noiron	NOMpro	Noiron
.	PONfrt	.

Iluec	ADVgen	iluec
demande	VERcjg	demander
de	PRE	de
son	DETpos	son
bon	ADJqua	bon
compaingnon	NOMcom	compagnon
,	PONfbl	,
Mais	CONcoo	mais
il	PROper	il
ne	ADVneg	ne
treuve	VERcjg	trouver
escuier	NOMcom	escuier
ne	CONcoo	ne
garson	NOMcom	garson
Ne	CONcoo	ne
clerc	NOMcom	clerc
ne	CONcoo	ne
lay	NOMcom	lai
qui	PROrel	que
l'en	PROind	loin
die	VERcjg	dire
raison	NOMcom	raison
.	PONfrt	.

Tornéz	VERppe	tourner
s'	PROper	soi
en	PROadv	en
est	VERcjg	estre
en	PRE	en
Puille	NOMpro	Pouille
.	PONfrt	.

Li	DETdef	le
cuens	NOMcom	conte
Amis	NOMpro	ami
passe	VERcjg	passer
le	DETdef	le
Garrigant	NOMpro	Garrigant
,	PONfbl	,
Puille	NOMpro	Pouille
et	CONcoo	et
Calabre	NOMpro	Calabre
,	PONfbl	,
Sesile	NOMpro	Sesilles
la	ADVgen	là
avant	ADVgen	avant
,	PONfbl	,
Selonc	PRE	selon
la	DETdef	le
mer	NOMcom	mer
n'	ADVneg	ne
ot	VERcjg	avoir
chastel	NOMcom	chastel
en	PRE	en
estant	VERppa	être
Ne	CONcoo	ne
borc	NOMcom	bourg
ne	CONcoo	ne
ville	NOMcom	ville
ne	CONcoo	ne
nul	DETind	nul
harbergement	NOMcom	harbergement
Que	CONsub	que
il	PROper	il
n'	ADVneg	ne
i	PROadv	i
voist	VERcjg	aler
son	DETpos	son
compaingnon	NOMcom	compagnon
querant	VERppa	querre
.	PONfrt	.

Li	DETdef	le
cuens	NOMcom	conte
Amiles	NOMpro	Amiles
vint	VERcjg	venir
de	PRE	de
vers	PRE	vers
oriant	NOMcom	orïent
Et	CONcoo	et
ses	DETpos	son
compains	NOMcom	compagnon
de	PRE	de
vers	PRE	vers
Jherusalant	NOMpro	Jérusalent
,	PONfbl	,
Puis	ADVgen	puis
retorne	VERcjg	retorner
en	PRE	en
Gascoingne	NOMpro	Gascogne
.	PONfrt	.

Seignor	NOMcom	seignor
baron	ADJqua	baron
,	PONfbl	,
un	DETndf	un
petit	PROind	petit
m'	PROper	je
entendéz	VERcjg	entendre
!	PONfrt	!

Au	PRE.DETdef	a
conte	NOMcom	conte
Amile	NOMpro	Amile
devommez	VERcjg	devomer
retorner	VERinf	retorner
.	PONfrt	.

Sist	VERcjg	sëoir
en	PRE	en
la	DETdef	le
selle	NOMcom	selle
dou	PRE.DETdef	de.le
destrier	NOMcom	destrier
sejorné	VERppe	sejorner
,	PONfbl	,
Fist	VERcjg	faire
sa	DETpos	son
jornee	NOMcom	jornee
tout	ADVgen	tout
a	PRE	a
sa	DETpos	son
volenté	NOMcom	volonté
,	PONfbl	,
Il	PROper	il
ne	ADVneg	ne
volt	VERcjg	vouloir
pas	ADVneg	pas
le	DETdef	le
bon	ADJqua	bon
destrier	NOMcom	destrier
lasser	VERinf	lasser
.	PONfrt	.

Un	DETndf	un
pelerin	NOMcom	pèlerin
a	VERcjg	avoir
li	DETdef	le
cuens	NOMcom	conte
encontré	VERppe	encontrer
.	PONfrt	.

Viex	ADJqua	vieux
iert	VERcjg	estre
et	CONcoo	et
blans	ADJqua	blanc
conme	CONsub	comme
flors	NOMcom	flor
en	PRE	en
esté	NOMcom	esté
.	PONfrt	.

Deu	NOMpro	Dieu
ot	VERcjg	avoir
requis	VERppe	requérir
et	CONcoo	et
par	PRE	par
terre	NOMcom	terre
et	CONcoo	et
par	PRE	par
mer	NOMcom	mer
,	PONfbl	,
Ou	PRE.DETdef	en.le
mont	NOMcom	monde
n'	ADVneg	ne
ot	VERcjg	avoir
lieu	NOMcom	lieu
n'	CONcoo	ne
en	PRE	en
la	DETdef	le
crestienté	NOMcom	chrétienté
,	PONfbl	,
Ne	CONcoo	ne
bon	ADJqua	bon
monstier	NOMcom	moutier
ou	PROrel	où
Dex	NOMpro	dieu
soit	VERcjg	estre
aouréz	VERppe	aorer
Que	CONsub	que
il	PROper	il
n'	ADVneg	ne
i	PROadv	i
soit	VERcjg	estre
ne	CONcoo	ne
venuz	VERppe	venir
ne	CONcoo	ne
aléz	VERppe	aller
Et	CONcoo	et
li	DETdef	le
siens	ADJpos	sien
cors	NOMcom	corps
traveilliéz	VERppe	travailler
et	CONcoo	et
penéz	VERppe	peiner
.	PONfrt	.

Voit	VERcjg	vëoir
le	PROper	il
li	DETdef	le
cuens	NOMcom	conte
,	PONfbl	,
en	PRE	en
haut	ADVgen	haut
s'	PROper	soi
est	VERcjg	estre
escriéz	VERppe	écrier
:	PONfbl	:
“	PONpga	“
Pelerins	NOMcom	pèlerin
frere	NOMcom	frère
,	PONfbl	,
de	PRE	de
Deu	NOMpro	Dieu
soiéz	VERcjg	être
sauvéz	VERppe	sauver
!	PONfrt	!

En	PRE	en
maintes	DETind	maint
terres	NOMcom	terre
iéz	VERcjg	ez
venus	VERppe	venir
et	CONcoo	et
aléz	VERppe	aller
.	PONfrt	.

Par	PRE	par
celle	DETdem	cil
foi	NOMcom	foi
que	PROrel	que
tu	PROper	tu
dois	VERcjg	duire
Deu	NOMpro	Dieu
porter	VERinf	porter
,	PONfbl	,
Veïz	VERcjg	vëoir
tu	PROper	tu
home	NOMcom	ome
qui	PROrel	que
me	PROper	je
puist	VERcjg	pouvoir
resambler	VERinf	resembler
?	PONfrt	?

”	PONpdr	”
Dist	VERcjg	dire
li	DETdef	le
paumiers	NOMcom	paumier
:	PONfbl	:
“	PONpga	“
Laissiéz	VERcjg	laisser
moi	PROper	je
porpanser	VERinf	porpenser
.	PONfrt	.

Oie	ADVgen	oui
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
or	ADVgen	or
m'	PROper	je
en	PROadv	en
sui	VERcjg	estre
ramenbréz	VERppe	ramembrer
:	PONfbl	:
Je	PROper	je
fui	VERcjg	estre
a	PRE	a
Sinc	NOMpro	Sinc
a	PRE	a
Pasques	NOMpro	Pasques
en	PRE	en
esté	NOMcom	esté
,	PONfbl	,
Il	PROimp	il
n'	ADVneg	ne
a	VERcjg	avoir
tel	DETind	tel
ville	NOMcom	ville
en	PRE	en
la	DETdef	le
crestienté	NOMcom	chrétienté
,	PONfbl	,
Devant	PRE	devant
moi	PROper	je
vint	VERcjg	venir
uns	DETndf	un
Frans	NOMpro	Franc
si	ADVgen	si
conraéz	VERppe	conrayer
,	PONfbl	,
Amis	NOMpro	ami
a	VERcjg	avoir
non	NOMcom	nom
,	PONfbl	,
si	ADVgen	si
est	VERcjg	estre
de	PRE	de
Clermont	NOMpro	Clermont
nés	VERppe	naître
Et	CONcoo	et
quiert	VERcjg	querre
Amile	NOMpro	Amile
,	PONfbl	,
bien	ADVgen	bien
a	VERcjg	avoir
douz	DETcar	douze
ans	NOMcom	an
passéz	VERppe	passer
.	PONfrt	.

Or	ADVgen	or
s'	PROper	soi
en	PROadv	en
redoit	VERcjg	redevoir
en	PRE	en
France	NOMpro	France
retorner	VERinf	retorner
,	PONfbl	,
Mais	CONcoo	mais
il	PROper	il
n'	ADVneg	ne
en	PROadv	en
finne	VERcjg	fener
chascun	DETind	chascun
jor	NOMcom	jor
de	PRE	de
parler	VERinf	parler
.	PONfbl	.
”	PONpdr	”
Quant	CONsub	quand
li	DETdef	le
cuens	NOMcom	conte
l'	PROper	il
oit	VERcjg	ouïr
,	PONfbl	,
si	ADVgen	si
conmence	VERcjg	commencer
a	PRE	a
plorer	VERinf	plorer
,	PONfbl	,
Vint	VERcjg	venir
au	PRE.DETdef	a
paumier	NOMcom	paumier
que	PROrel	que
léz	PRE	lez
lui	PROper	il
voit	VERcjg	vëoir
ester	VERinf	ester
,	PONfbl	,
Trois	DETcar	trois
fois	NOMcom	fois
li	PROper	il
baise	VERcjg	baisier
le	DETdef	le
menton	NOMcom	menton
et	CONcoo	et
le	DETdef	le
nés	NOMcom	nef
.	PONfrt	.

“	PONpga	“
Pelerins	NOMcom	pèlerin
frere	NOMcom	frère
,	PONfbl	,
Dex	NOMpro	dieu
te	PROper	tu
puisse	VERcjg	pöoir
sauver	VERinf	sauver
!	PONfrt	!

Le	DETdef	le
compaingnon	NOMcom	compagnon
que	PROrel	que
voz	PROper	vous
ci	ADVgen	ci
me	PROper	je
noméz	VERcjg	nommer
,	PONfbl	,
Je	PROper	je
nel	ADVneg.PROper	ne
vi	VERcjg	vëoir
onques	ADVgen	onque
,	PONfbl	,
s'	ADVgen	si
en	PROadv	en
ai	VERcjg	avoir
oï	VERppe	öir
parler	VERinf	parler
,	PONfbl	,
Qu'	CONsub	que
il	PROper	il
me	PROper	je
resamble	VERcjg	resembler
de	PRE	de
venir	VERinf	venir
et	CONcoo	et
d'	PRE	de
aler	VERinf	aler
,	PONfbl	,
Dou	PRE.DETdef	de.le
chevauchier	VERinf	chevauchier
et	CONcoo	et
des	PRE.DETdef	de.le
armes	NOMcom	arme
porter	VERinf	porter
;	PONfbl	;
Mais	CONcoo	mais
por	PRE	por
itant	ADVgen	itant
que	CONsub	que
voz	PROper	vous
en	PROadv	en
oi	VERcjg	avoir
parler	VERinf	parler
,	PONfbl	,
Voz	PROper	vous
donrai	VERcjg	doner
je	PROper	je
cest	DETdem	cest
anel	NOMcom	anel
noelé	VERppe	nöeler
.	PONfrt	.

En	PRE	en
nulle	DETind	nul
terre	NOMcom	terre
ne	ADVneg	ne
le	PROper	il
savréz	VERcjg	savoir
porter	VERinf	porter
,	PONfbl	,
Sel	CONsub.PROper	si.le
voléz	VERcjg	vouloir
vendre	VERinf	vendre
,	PONfbl	,
ne	ADVneg	ne
soit	VERcjg	estre
bien	ADVgen	bien
achatéz	VERppe	acheter
Un	DETcar	un
marc	NOMcom	marc
d'	PRE	de
argent	NOMcom	argent
,	PONfbl	,
se	CONsub	se
panre	VERinf	prendre
l'en	PROind	loin
voléz	VERcjg	vouloir
.	PONfrt	.

Por	PRE	por
Deu	NOMpro	Dieu
voz	PROper	vous
proi	VERcjg	prier
qui	PROrel	que
en	PRE	en
crois	NOMcom	croix
fu	VERcjg	estre
penéz	VERppe	peiner
,	PONfbl	,
S'	CONsub	se
en	PRE	en
nulle	DETind	nul
ville	NOMcom	ville
le	PROper	il
poïssiéz	VERcjg	pöoir
trouver	VERinf	trouver
,	PONfbl	,
Que	CONsub	que
cis	DETdem	cist
chaitis	ADJqua	chétif
poïst	VERcjg	pöoir
a	PRE	a
lui	PROper	il
parler	VERinf	parler
.	PONfrt	.

Je	PROper	je
nel	ADVneg.PROper	ne
vi	VERcjg	vëoir
onques	ADVgen	onque
,	PONfbl	,
mais	CONcoo	mais
moult	ADVgen	moult
l'	PROper	il
ai	VERcjg	avoir
desirré	VERppe	desirrer
.	PONfbl	.
”	PONpdr	”
Dist	VERcjg	dire
li	DETdef	le
paumiers	NOMcom	paumier
:	PONfbl	:
“	PONpga	“
Or	ADVgen	or
ne	ADVneg	ne
voz	PROper	vous
dementéz	VERcjg	démenter
,	PONfbl	,
Ne	ADVneg	ne
voz	PROper	vous
mouvéz	VERcjg	mouvoir
de	PRE	de
cest	DETdem	cest
chemin	NOMcom	chemin
ferré	VERppe	ferrer
Qui	PROrel	que
se	PROper	soi
torne	VERcjg	torner
vers	PRE	vers
Puille	NOMpro	Pouille
.	PONfbl	.
”	PONpdr	”
Va	VERcjg	aler
s'	PROper	soi
en	PROadv	en
Amiles	NOMpro	Amiles
li	DETdef	le
preus	ADJqua	pro
et	CONcoo	et
li	DETdef	le
cortois	ADJqua	cortois
,	PONfbl	,
Et	CONcoo	et
li	DETdef	le
paumiers	NOMcom	paumier
se	PROper	soi
depart	VERcjg	departir
demanois	ADVgen	demanois
;	PONfbl	;
Léz	PRE	lez
une	DETndf	un
roche	NOMcom	roche
deléz	PRE	delez
un	DETndf	un
bruierois	NOMcom	bruyeroi
A	VERcjg	avoir
encontré	VERppe	encontrer
dant	NOMcom	dent
Ami	NOMpro	ami
le	DETdef	le
cortois	ADJqua	cortois
.	PONfrt	.

Il	PROper	il
le	PROper	il
connut	VERcjg	connaître
si	ADVgen	si
tost	ADVgen	tost
com	CONsub	come
il	PROper	il
le	PROper	il
voit	VERcjg	vëoir
,	PONfbl	,
Moult	ADVgen	moult
belement	ADVgen	bellement
li	DETdef	le
paumiers	NOMcom	paumier
l'	PROper	il
apelloit	VERcjg	apeler
:	PONfbl	:
“	PONpga	“
En	PRE	en
non	NOMcom	nom
Deu	NOMpro	Dieu
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
moult	ADVgen	moult
grans	ADJqua	grand
merveilles	NOMcom	merveille
voi	VERcjg	vëoir
.	PONfrt	.

Ier	ADVgen	ier
matinnet	NOMcom	matinet
voz	PROper	vous
trouvai	VERcjg	trouver
si	ADVgen	si
destroit	ADJqua	destroit
Dou	PRE.DETdef	de.le
compaingnon	NOMcom	compagnon
dont	PROrel	dont
parlastez	VERcjg	parler
a	PRE	a
moi	PROper	je
.	PONfrt	.

Tornéz	VERcjg	torner
arriere	ADVgen	ariere
le	DETdef	le
chemin	NOMcom	chemin
qui	PROrel	que
est	VERcjg	estre
drois	ADJqua	droit
,	PONfbl	,
Si	ADVgen	si
m'	PROper	je
aït	VERcjg	aidier
Dex	NOMpro	dieu
,	PONfbl	,
ne	ADVneg	ne
faz	VERcjg	faire
pas	ADVneg	pas
que	CONsub	que
cortois	ADJqua	cortois
,	PONfbl	,
Qu'	CONcoo	que
assener	VERinf	assener
voz	PROper	vous
deüsse	VERcjg	devoir
.	PONfbl	.
”	PONpdr	”
Li	DETdef	le
prouz	ADJqua	pro
Amis	NOMpro	ami
fu	VERcjg	estre
cortois	ADJqua	cortois
et	CONcoo	et
vaillans	VERppa	valoir
Et	CONcoo	et
si	ADVgen	si
sot	VERcjg	savoir
bien	ADVgen	bien
trestout	ADVgen	trèstout
a	PRE	a
esciant	NOMcom	escïent
Que	CONsub	que
ce	PROdem	ce
estoit	VERcjg	estre
ses	DETpos	son
compains	NOMcom	compagnon
li	DETdef	le
vaillans	VERppa	valoir
Dont	PROrel	dont
li	DETdef	le
paumiers	NOMcom	paumier
li	PROper	il
ot	VERcjg	avoir
dit	VERppe	dire
le	DETdef	le
samblant	VERppa	sembler
.	PONfrt	.

Il	PROper	il
prinst	VERcjg	prendre
s'	DETpos	son
escharpe	NOMcom	escharpe
,	PONfbl	,
si	ADVgen	si
en	PROadv	en
traist	VERcjg	traire
douz	DETcar	douze
bezans	NOMcom	besant
Et	CONcoo	et
au	PRE.DETdef	a
paumier	NOMcom	paumier
les	PROper	il
donna	VERcjg	donner
maintenant	ADVgen	maintenant
.	PONfrt	.

Le	DETdef	le
destrier	NOMcom	destrier
hurte	VERcjg	hurter
des	PRE.DETdef	de.le
esperons	NOMcom	esperon
d'	PRE	de
argent	NOMcom	argent
,	PONfbl	,
Si	ADVgen	si
vait	VERcjg	aller
apréz	PRE	après
le	DETdef	le
conte	NOMcom	conte
.	PONfrt	.

Va	VERcjg	aler
s'	PROper	soi
en	PROadv	en
Amis	NOMpro	ami
li	DETdef	le
cuens	NOMcom	conte
a	PRE	a
esperons	NOMcom	esperon
,	PONfbl	,
Le	DETdef	le
destrier	NOMcom	destrier
hurte	VERcjg	hurter
et	CONcoo	et
broche	VERcjg	brochier
de	PRE	de
randon	NOMcom	randon
Les	DETdef	le
grans	ADJqua	grand
galos	NOMcom	galop
,	PONfbl	,
lors	ADVgen	lors
se	PROper	soi
met	VERcjg	metre
el	PRE.DETdef	en
troton	NOMcom	troton
.	PONfrt	.

Enmi	PRE	enmi
sa	DETpos	son
voie	NOMcom	voie
encontra	VERcjg	encontrer
un	DETndf	un
garson	NOMcom	garson
Qui	PROrel	que
gardoit	VERcjg	garder
bestes	NOMcom	beste
