Cy	ADVgen	ci
seignur	NOMcom	seigneur
saint	ADJqua	saint
George	NOMpro	Georges
chivalier	NOMcom	chivalier
et	CONcoo	et
martyr	NOMcom	martyr
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Marc	NOMpro	Marc
evangelistre	NOMcom	evangelistre
.	PONfrt	.

En	PRE	en
may	NOMcom	mai
est	VERcjg	estre
la	DETdef	le
feste	NOMcom	fête
des	PRE	des
mes	DETpos	mon
seignurs	NOMcom	seigneur
saint	ADJqua	saint
Phelippe	NOMpro	Philippe
et	CONcoo	et
saint	ADJqua	saint
Jaque	NOMpro	Jacque
apostres	NOMcom	apôtre
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
Invencion	NOMcom	invention
de	PRE	de
la	DETdef	le
Sainte	ADJqua	saint
Crois	NOMcom	croix
.	PONfrt	.

Et	CONcoo	et
volenters	ADVgen	volontiers
l'	DETdef	le
Ascencion	NOMpro	Ascençon
de	PRE	de
Nostre	DETpos	notre
Sire	NOMcom	seignor
et	CONcoo	et
le	DETdef	le
Pentecouste	NOMpro	Pentecoute
et	CONcoo	et
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
la	DETdef	le
benoite	ADJqua	benoît
Trinité	NOMcom	trinité
.	PONfrt	.

En	PRE	en
jun	NOMcom	juin
est	VERcjg	estre
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Barnabé	NOMpro	Barnabe
l'	DETdef	le
apostre	NOMcom	apostle
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
Jehan	NOMpro	Jean
le	DETdef	le
Baptistre	NOMcom	baptistre
et	CONcoo	et
des	PRE	des
mes	DETpos	mon
seignurs	NOMcom	seigneur
saint	ADJqua	saint
Pierre	NOMpro	Pierre
et	CONcoo	et
saint	ADJqua	saint
Pol	NOMpro	Paul
apostres	NOMcom	apôtre
.	PONfrt	.

En	PRE	en
julet	NOMcom	julet
est	VERcjg	estre
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
ma	DETpos	mon
dame	NOMcom	dame
sainte	ADJqua	saint
Margarete	NOMpro	Margarete
vierge	ADJqua	vierge
et	CONcoo	et
martire	NOMcom	martire
et	CONcoo	et
de	PRE	de
ma	DETpos	mon
dame	NOMcom	dame
sainte	ADJqua	saint
Marie	NOMpro	Marie
Magdalene	NOMpro	Magalen
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Jaque	NOMpro	Jacque
apostre	NOMcom	apostle
et	CONcoo	et
de	PRE	de
ma	DETpos	mon
dame	NOMcom	dame
sainte	ADJqua	saint
Anne	NOMpro	Anne
la	DETdef	le
mere	NOMcom	mere
a	PRE	a
Nostre	DETpos	notre
Dame	NOMcom	dame
.	PONfrt	.

En	PRE	en
aoust	NOMcom	août
est	VERcjg	estre
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Lorens	NOMpro	Laurent
martir	NOMcom	martyr
et	CONcoo	et
de	PRE	de
l'	DETdef	le
Assumpcion	NOMcom	assomption
Nostre	DETpos	notre
Dame	NOMcom	dame
,	PONfbl	,
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Bartholomeu	NOMpro	Bartholom
apostre	NOMcom	apostle
.	PONfrt	.

En	PRE	en
septembre	NOMcom	septembre
est	VERcjg	estre
la	DETdef	le
nativité	NOMcom	nativité
de	PRE	de
Nostre	DETpos	notre
Dame	NOMcom	dame
et	CONcoo	et
l'	DETdef	le
Exaltacion	NOMcom	exaltation
de	PRE	de
la	DETdef	le
Sainte	ADJqua	saint
Crois	NOMcom	croix
et	CONcoo	et
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Mathieu	NOMpro	Mathieu
apostre	NOMcom	apostle
et	CONcoo	et
evangelistre	NOMcom	evangelistre
,	PONfbl	,
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Michel	NOMpro	Michel
archangre	NOMcom	archangre
.	PONfrt	.

En	PRE	en
octobre	NOMcom	octobre
est	VERcjg	estre
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Dienise	NOMcom	dïenise
et	CONcoo	et
ses	DETpos	son
compaignons	NOMcom	compagnon
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Edward	NOMpro	Edward
roy	NOMcom	roi
et	CONcoo	et
confessour	NOMcom	confesseur
,	PONfbl	,
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Luc	NOMpro	Luc
evaungelistre	NOMcom	evaugnielle
et	CONcoo	et
de	PRE	de
mes	DETpos	mon
seignurs	NOMcom	seigneur
saint	ADJqua	saint
Simon	NOMpro	Simon
et	CONcoo	et
saint	ADJqua	saint
Jude	NOMpro	Jude
apostres	NOMcom	apôtre
.	PONfrt	.

En	PRE	en
novembre	NOMcom	novembre
est	VERcjg	estre
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
Toutz	DETind	tout
Saintz	NOMcom	saint
et	CONcoo	et
Toutez	DETind	tout
Saintez	NOMcom	sainté
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Leonarde	ADJqua	lëonart
abbé	NOMcom	abbé
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Martin	NOMpro	Martin
evesque	NOMcom	évêque
et	CONcoo	et
confessour	NOMcom	confesseur
et	CONcoo	et
de	PRE	de
ma	DETpos	mon
dame	NOMcom	dame
sainte	ADJqua	saint
Katerine	NOMpro	Catherine
vierge	NOMcom	vierge
et	CONcoo	et
martire	NOMcom	martire
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Andreu	NOMpro	Andreu
apostre	NOMcom	apostle
.	PONfrt	.

En	PRE	en
decembre	NOMcom	décembre
est	VERcjg	estre
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
Nicholas	NOMpro	Nicolas
et	CONcoo	et
de	PRE	de
la	DETdef	le
concepcion	NOMcom	concepcïon
de	PRE	de
Nostre	DETpos	notre
Dame	NOMcom	dame
et	CONcoo	et
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
saint	ADJqua	saint
Thomas	NOMpro	Tomas
apostre	NOMcom	apostle
et	CONcoo	et
Nouel	NOMpro	Nouel
.	PONfrt	.

En	PRE	en
janver	NOMcom	janver
est	VERcjg	estre
la	DETdef	le
Circumcision	NOMcom	circumision
de	PRE	de
Nostre	DETpos	notre
Sire	NOMcom	seignor
et	CONcoo	et
la	DETdef	le
Eptiphanie	NOMpro	Eptiphanie
.	PONfrt	.

En	PRE	en
fevrer	NOMcom	fevrer
est	VERcjg	estre
la	DETdef	le
feste	NOMcom	fête
de	PRE	de
la	DETdef	le
Chandeleur	NOMcom	chandeleur
et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignur	NOMcom	seigneur
saint	ADJqua	saint
Mathy	NOMpro	Maty
apostre	NOMcom	apostle
.	PONfrt	.

Et	CONcoo	et
chescun	DETind	chacun
mois	NOMcom	mois
a	PRE	a
quatre	DETcar	quatre
sepmaines	NOMcom	semaine
et	CONcoo	et
chescun	DETind	chacun
sepmaine	NOMcom	semaine
a	PRE	a
sept	DETcar	sept
jours	NOMcom	jour
et	CONcoo	et
sept	DETcar	sept
nuys	NOMcom	nuit
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
asçavoir	VERinf	ascavoir
lundi	NOMcom	lundi
,	PONfbl	,
maredi	NOMcom	mardid
,	PONfbl	,
mercredi	NOMcom	mercredi
,	PONfbl	,
jeudi	NOMcom	jeudi
,	PONfbl	,
vendredi	NOMcom	vendredi
,	PONfbl	,
semmedi	NOMcom	samedi
,	PONfbl	,
dimenche	NOMcom	dimanche
,	PONfbl	,
et	CONcoo	et
chescun	DETind	chacun
jour	NOMcom	jour
ové	PRE	ove
sa	DETpos	son
nuyt	NOMcom	nuit
a	PRE	a
vint	DETcar	vingt
et	CONcoo	et
quatre	DETcar	quatre
heures	NOMcom	heure
.	PONfrt	.

Et	CONcoo	et
maintenant	ADVgen	maintenant
il	PROper	il
fara	VERcjg	faire
bon	ADJqua	bon
d'	PRE	de
ensaigner	VERinf	enseigner
les	DETdef	le
enfans	NOMcom	enfant
a	PRE	a
conpter	VERinf	conter
.	PONfrt	.

Pour	PRE	pour
ce	PROdem	ce
comencez	VERcjg	commencer
ainsi	ADVgen	ainsi
enpreuf	ADVgen	empruf
:	PONfbl	:
un	PROcar	un
,	PONfbl	,
deux	PROcar	deux
,	PONfbl	,
trois	PROcar	trois
,	PONfbl	,
quatre	PROcar	catre
,	PONfbl	,
cinq	PROcar	cinq
,	PONfbl	,
six	PROcar	six
,	PONfbl	,
sept	PROcar	sept
,	PONfbl	,
uuit	PROcar	vide
,	PONfbl	,
neuf	PROcar	neuf
,	PONfbl	,
dis	PROcar	dis
,	PONfbl	,
onse	PROcar	onze
,	PONfbl	,
dous	PROcar	deux
,	PONfbl	,
tresze	PROcar	treize
,	PONfbl	,
quatorse	PROcar	quatorze
,	PONfbl	,
quinse	PROcar	quinze
,	PONfbl	,
sesze	PROcar	seize
,	PONfbl	,
dis	PROcar	dis
et	CONcoo	et
sept	PROcar	sept
,	PONfbl	,
dis	PROcar	dis
et	CONcoo	et
uuyt	PROcar	vite
,	PONfbl	,
dis	PROcar	dis
et	CONcoo	et
neuf	PROcar	neuf
,	PONfbl	,
vint	PROcar	vint
,	PONfbl	,
vint	PROcar	vint
et	CONcoo	et
un	PROcar	un
,	PONfbl	,
vint	PROcar	vint
et	CONcoo	et
deux	PROcar	deux
,	PONfbl	,
vint	PROcar	vint
et	CONcoo	et
trois	PROcar	trois
,	PONfbl	,
vint	PROcar	vint
et	CONcoo	et
quatre	PROcar	catre
,	PONfbl	,
vint	PROcar	vint
et	CONcoo	et
cinq	PROcar	cinq
,	PONfbl	,
vint	PROcar	vint
et	CONcoo	et
six	PROcar	six
,	PONfbl	,
vint	PROcar	vint
et	CONcoo	et
sept	PROcar	sept
,	PONfbl	,
vint	PROcar	vint
et	CONcoo	et
uuyt	PROcar	vite
,	PONfbl	,
vint	PROcar	vint
et	CONcoo	et
neuf	PROcar	neuf
,	PONfbl	,
trente	PROcar	trente
,	PONfbl	,
trente	PROcar	trente
et	CONcoo	et
un	PROcar	un
,	PONfbl	,
trente	PROcar	trente
et	CONcoo	et
deux	PROcar	deux
,	PONfbl	,
et	CONcoo	et
cætera	ADVgen	coter
.	PONfrt	.

Quarant	PROcar	quarante
,	PONfbl	,
quarant	PROcar	quarante
et	CONcoo	et
un	PROcar	un
,	PONfbl	,
et	CONcoo	et
cætera	ADVgen	coter
.	PONfrt	.

Cinquant	PROcar	cinquant
,	PONfbl	,
cinquant	PROcar	cincant
et	CONcoo	et
un	PROcar	un
et	CONcoo	et
cætera	ADVgen	coter
.	PONfrt	.

Soixant	PROcar	soixante
,	PONfbl	,
soixant	PROcar	soixante
et	CONcoo	et
un	PROcar	un
et	CONcoo	et
cætera	ADVgen	coter
jusques	PRE	jusque
soixant	PROcar	soixante
et	CONcoo	et
dis	PROcar	dis
neuf	PROcar	neuf
.	PONfrt	.

Doncques	ADVgen	donc
di	VERcjg	dire
quatre	PROcar	catre
vins	PROcar	vingt
,	PONfbl	,
quatre	PROcar	catre
vins	PROcar	vingt
et	CONcoo	et
un	PROcar	un
et	CONcoo	et
coetera	VERcjg	coter
jusques	PRE	jusque
quatre	PROcar	catre
vins	PROcar	vingt
et	CONcoo	et
dis	PROcar	dis
et	CONcoo	et
neuf	PROcar	neuf
.	PONfrt	.

Et	CONcoo	et
doncques	ADVgen	donc
di	VERcjg	dire
cent	PROcar	cent
,	PONfbl	,
deux	PROcar	deux
cens	PROcar	cent
,	PONfbl	,
trois	PROcar	trois
cens	PROcar	cent
,	PONfbl	,
quatre	PROcar	catre
cens	PROcar	cent
et	CONcoo	et
cætera	ADVgen	coter
,	PONfbl	,
neuf	PROcar	neuf
cens	PROcar	cent
,	PONfbl	,
mil	PROcar	mille
.	PONfrt	.

Le	DETdef	le
primier	PROord	primier
,	PONfbl	,
le	DETdef	le
seconde	PROord	secont
,	PONfbl	,
le	DETdef	le
trois	PROcar	trois
,	PONfbl	,
le	DETdef	le
quart	PROord	cart
,	PONfbl	,
ou	CONcoo	o
ainsi	ADVgen	ainsi
:	PONfbl	:
uniesme	PROord	unieme
,	PONfbl	,
le	DETdef	le
deusiesme	PROord	deusième
,	PONfbl	,
le	DETdef	le
troisiesme	PROord	troisieme
,	PONfbl	,
le	DETdef	le
quatriesme	PROord	quatre-me
,	PONfbl	,
le	DETdef	le
cinquiesme	PROord	cinquisme
,	PONfbl	,
le	DETdef	le
sisiesme	PROord	sixième
,	PONfbl	,
le	DETdef	le
septiesme	PROord	septième
,	PONfbl	,
le	DETdef	le
uuytiesme	PROord	vidisme
,	PONfbl	,
le	DETdef	le
neufiesme	PROord	neuvième
,	PONfbl	,
le	DETdef	le
disiesme	PROord	disième
,	PONfbl	,
le	DETdef	le
onsiesme	PROord	onsixme
,	PONfbl	,
le	DETdef	le
dousiesme	PROord	deuxième
,	PONfbl	,
le	DETdef	le
tresziesme	PROord	treiziesme
,	PONfbl	,
le	DETdef	le
quatorsiesme	PROord	quatorze
,	PONfbl	,
le	DETdef	le
quinsiesme	PROord	quinzime
,	PONfbl	,
le	DETdef	le
sesziesme	PROord	seize
,	PONfbl	,
le	DETdef	le
disiseptiesme	PROord	disisme
,	PONfbl	,
le	DETdef	le
disiuuytiesme	PROord	disivitieme
,	PONfbl	,
le	DETdef	le
disi	PROord	dixième
neufiesme	PROord	neuvième
,	PONfbl	,
le	DETdef	le
vintiesme	PROord	vintième
,	PONfbl	,
le	DETdef	le
vint	PROcar	vint
et	CONcoo	et
uniesme	PROord	unieme
,	PONfbl	,
le	DETdef	le
vint	PROcar	vint
et	CONcoo	et
deusiesme	PROord	deusième
,	PONfbl	,
et	CONcoo	et
cætera	ADVgen	coter
,	PONfbl	,
le	DETdef	le
trentiesme	PROord	trentisme
,	PONfbl	,
le	DETdef	le
quarantiesme	PROord	quarantième
,	PONfbl	,
le	DETdef	le
cinquantiesme	PROord	cinquantième
,	PONfbl	,
le	DETdef	le
soixantiesme	PROord	soixantisme
,	PONfbl	,
le	DETdef	le
qatrevinsiesme	PROord	quatre-vingtsme
,	PONfbl	,
le	DETdef	le
centiesme	PROord	centisme
,	PONfbl	,
le	DETdef	le
milliesme	PROord	milliesme
.	PONfrt	.

Et	CONcoo	et
sçachez	VERcjg	sacher
que	CONsub	que
deux	DETcar	deux
poetevines	NOMcom	potevine
font	VERcjg	faire
un	DETndf	un
maille	NOMcom	maille
,	PONfbl	,
et	CONcoo	et
deux	DETcar	deux
mailles	NOMcom	maille
font	VERcjg	faire
un	DETcar	un
denier	NOMcom	denier
,	PONfbl	,
et	CONcoo	et
quatre	DETcar	quatre
deniers	NOMcom	denier
font	VERcjg	faire
un	DETndf	un
gros	ADJqua	gros
blanc	ADJqua	blanc
,	PONfbl	,
et	CONcoo	et
trois	DETcar	trois
blans	NOMcom	blanc
font	VERcjg	faire
un	DETndf	un
soulde	NOMcom	soude
,	PONfbl	,
et	CONcoo	et
trois	DETcar	trois
souldes	NOMcom	soude
englois	ADJqua	anglois
font	VERcjg	faire
un	DETcar	un
franc	NOMcom	franc
,	PONfbl	,
et	CONcoo	et
un	DETcar	un
franc	NOMcom	franc
et	CONcoo	et
un	DETndf	un
gros	ADJqua	gros
blanc	NOMcom	blanc
font	VERcjg	faire
un	DETcar	un
escu	NOMcom	escu
,	PONfbl	,
et	CONcoo	et
deux	DETcar	deux
escus	NOMcom	escus
font	VERcjg	faire
un	DETndf	un
noble	NOMcom	noble
,	PONfbl	,
et	CONcoo	et
deux	DETcar	deux
nobles	NOMcom	noble
font	VERcjg	faire
une	DETcar	un
marc	NOMcom	marc
,	PONfbl	,
et	CONcoo	et
une	DETcar	un
marc	NOMcom	marc
et	CONcoo	et
demy	NOMcom	demi
font	VERcjg	faire
une	DETndf	un
livre	NOMcom	livre
d'	PRE	de
Angliterre	NOMpro	Angliterre
,	PONfbl	,
et	CONcoo	et
ainsy	ADVgen	ainsi
serront	VERcjg	sëoir
rebatuz	VERppe	rebatre
.	PONfrt	.

Maintenant	ADVgen	maintenant
parlons	VERcjg	parler
de	PRE	de
plus	ADVgen	plus
communs	ADJqua	commun
noms	NOMcom	nom
des	PRE.DETdef	de.le
choses	NOMcom	chose
et	CONcoo	et
començons	VERcjg	commencer
ainsi	ADVgen	ainsi
:	PONfbl	:
Mon	DETpos	mon
pere	NOMcom	père
,	PONfbl	,
ma	DETpos	mon
mere	NOMcom	mere
,	PONfbl	,
mon	DETpos	mon
frere	NOMcom	frère
,	PONfbl	,
ma	DETpos	mon
soier	NOMcom	soier
,	PONfbl	,
mon	DETpos	mon
filz	NOMcom	fil
,	PONfbl	,
ma	DETpos	mon
fille	NOMcom	fille
,	PONfbl	,
mon	DETpos	mon
aiel	NOMcom	aeu
,	PONfbl	,
ma	DETpos	mon
aielle	NOMcom	aielle
,	PONfbl	,
mon	DETpos	mon
uncle	NOMcom	oncle
,	PONfbl	,
ma	DETpos	mon
ante	NOMcom	ente
,	PONfbl	,
mon	DETpos	mon
mari	NOMcom	mari
,	PONfbl	,
ma	DETpos	mon
femme	NOMcom	femme
espousee	VERppe	épouser
,	PONfbl	,
mon	DETpos	mon
compaignon	NOMcom	compagnon
,	PONfbl	,
ma	DETpos	mon
compaigne	NOMcom	compagne
,	PONfbl	,
mon	DETpos	mon
amy	NOMcom	ami
,	PONfbl	,
m'	DETpos	mon
amye	NOMcom	ami
,	PONfbl	,
mon	DETpos	mon
seigneur	NOMcom	seigneur
,	PONfbl	,
ma	DETpos	mon
dame	NOMcom	dame
.	PONfrt	.

Et	CONcoo	et
ainsi	ADVgen	ainsi
ditez	VERcjg	dire
ton	DETpos	ton
,	PONfbl	,
ta	DETpos	ton
,	PONfbl	,
son	DETpos	son
et	CONcoo	et
sa	DETpos	son
,	PONfbl	,
le	PROper	il
et	CONcoo	et
la	ADVgen	là
.	PONfrt	.

Autre	DETind	autre
maniere	NOMcom	manière
de	PRE	de
parler	VERinf	parler
:	PONfbl	:
un	DETndf	un
homme	NOMcom	homme
,	PONfbl	,
une	DETndf	un
femme	NOMcom	femme
,	PONfbl	,
un	DETndf	un
enfant	NOMcom	enfant
,	PONfbl	,
une	DETndf	un
pucelle	NOMcom	pucelle
,	PONfbl	,
un	DETndf	un
garçon	NOMcom	garçon
,	PONfbl	,
une	DETndf	un
garse	NOMcom	garse
,	PONfbl	,
un	DETndf	un
valton	NOMcom	vauton
,	PONfbl	,
un	DETndf	un
valet	NOMcom	valet
,	PONfbl	,
une	DETndf	un
chamberiere	NOMcom	chamberiere
,	PONfbl	,
un	DETndf	un
proud	ADJqua	preux
homme	NOMcom	homme
,	PONfbl	,
une	DETndf	un
proude	ADJqua	pro
femme	NOMcom	femme
,	PONfbl	,
un	DETndf	un
ribaud	NOMcom	ribaud
,	PONfbl	,
une	DETndf	un
ribaude	NOMcom	ribaude
,	PONfbl	,
un	DETndf	un
maquerel	NOMcom	maquerel
,	PONfbl	,
une	DETndf	un
maquerelle	NOMcom	maquerelle
,	PONfbl	,
un	DETndf	un
putier	NOMcom	poutier
,	PONfbl	,
une	DETndf	un
putaigne	NOMcom	poutagne
,	PONfbl	,
un	DETndf	un
villein	NOMcom	villain
,	PONfbl	,
une	DETndf	un
villeine	NOMcom	villaine
.	PONfrt	.

Un	DETndf	un
emperour	NOMcom	empereur
,	PONfbl	,
une	DETndf	un
emperesse	NOMcom	emperesse
,	PONfbl	,
un	DETndf	un
roy	NOMcom	roi
,	PONfbl	,
une	DETndf	un
roigne	NOMcom	roigne
,	PONfbl	,
un	DETndf	un
prince	NOMcom	prince
,	PONfbl	,
une	DETndf	un
princesse	NOMcom	princesse
,	PONfbl	,
un	DETndf	un
duc	NOMcom	duc
,	PONfbl	,
une	DETndf	un
ducesse	NOMcom	doucesse
,	PONfbl	,
un	DETndf	un
conte	NOMcom	conte
,	PONfbl	,
une	DETndf	un
contesse	NOMcom	comtesse
,	PONfbl	,
un	DETndf	un
viconte	NOMcom	vicomte
,	PONfbl	,
une	DETndf	un
vicontesse	NOMcom	vicomtesse
,	PONfbl	,
un	DETndf	un
baron	NOMcom	baron
,	PONfbl	,
une	DETndf	un
baronesse	NOMcom	baronnesse
,	PONfbl	,
un	DETndf	un
chivailier	NOMcom	chivailler
,	PONfbl	,
une	DETndf	un
chivailieresse	NOMcom	chivailesse
,	PONfbl	,
un	DETndf	un
escuier	NOMcom	escuier
,	PONfbl	,
une	DETndf	un
escuieresse	NOMcom	escuiere
,	PONfbl	,
un	DETndf	un
damoisel	NOMcom	damoiseau
,	PONfbl	,
une	DETndf	un
damoiselle	NOMcom	damoiselle
,	PONfbl	,
un	DETndf	un
varlet	NOMcom	valet
,	PONfbl	,
une	DETndf	un
moilere	NOMcom	moillère
,	PONfbl	,
un	DETndf	un
laron	NOMcom	laron
,	PONfbl	,
une	DETndf	un
larronesse	NOMcom	larronnesse
,	PONfbl	,
un	DETndf	un
sorcier	NOMcom	sorcier
,	PONfbl	,
une	DETndf	un
sorcieresse	NOMcom	sorciere
,	PONfbl	,
un	DETndf	un
murdre	NOMcom	mourdre
,	PONfbl	,
une	DETndf	un
murdriere	NOMcom	meurtre
.	PONfrt	.

Pape	NOMcom	pape
,	PONfbl	,
un	DETndf	un
patriarch	NOMcom	patriarc
,	PONfbl	,
un	DETndf	un
cardinal	NOMcom	cardinal
,	PONfbl	,
un	DETndf	un
arcevesque	NOMcom	archevêque
,	PONfbl	,
un	DETndf	un
evesque	NOMcom	évêque
,	PONfbl	,
un	DETndf	un
arcediacre	NOMcom	archidiacre
,	PONfbl	,
un	DETndf	un
curé	NOMcom	couré
,	PONfbl	,
un	DETndf	un
prestre	NOMcom	prêtre
,	PONfbl	,
un	DETndf	un
chapelain	NOMcom	chapelain
,	PONfbl	,
un	DETndf	un
clerc	NOMcom	clerc
,	PONfbl	,
un	DETndf	un
moigne	NOMcom	moigne
,	PONfbl	,
une	DETndf	un
nonaine	NOMcom	nonaine
,	PONfbl	,
un	DETndf	un
chanoine	NOMcom	chanoine
,	PONfbl	,
un	DETndf	un
frere	NOMcom	frère
,	PONfbl	,
un	DETndf	un
religious	NOMcom	religieux
,	PONfbl	,
un	DETndf	un
seculier	NOMcom	secolier
,	PONfbl	,
un	DETndf	un
abbé	NOMcom	abbé
,	PONfbl	,
une	DETndf	un
abbesse	NOMcom	abbesse
,	PONfbl	,
un	DETndf	un
prieur	NOMcom	prieur
,	PONfbl	,
une	DETndf	un
prieuresse	NOMcom	prieuresse
,	PONfbl	,
un	DETndf	un
jacobin	NOMcom	jacobin
,	PONfbl	,
un	DETndf	un
cordeler	NOMcom	cordelier
,	PONfbl	,
un	DETndf	un
frere	NOMcom	frère
de	PRE	de
carme	NOMcom	charme
,	PONfbl	,
un	DETndf	un
augustin	NOMcom	augustin
.	PONfrt	.

Un	DETndf	un
chival	NOMcom	chival
,	PONfbl	,
un	DETndf	un
jument	NOMcom	jomment
,	PONfbl	,
un	DETndf	un
torel	NOMcom	torreau
,	PONfbl	,
une	DETndf	un
vache	NOMcom	vache
,	PONfbl	,
un	DETndf	un
beuf	NOMcom	boeuf
,	PONfbl	,
un	DETndf	un
veel	NOMcom	vëel
,	PONfbl	,
un	DETndf	un
senglier	NOMcom	sanglier
,	PONfbl	,
une	DETndf	un
truye	NOMcom	truie
,	PONfbl	,
un	DETndf	un
