entre	PRE	entre
.	PONfrt	.

Je	PROper	je
m'	PROper	je
en	PROadv	en
voil	VERcjg	vouloir
aler	VERinf	aler
,	PONfbl	,
bele	ADJqua	bel
amie	NOMcom	ami
,	PONfbl	,
vos	PROper	vos
n'	ADVneg	ne
avés	VERcjg	avoir
garde	NOMcom	garde
de	PRE	de
la	DETdef	le
vie	NOMcom	vie
,	PONfbl	,
car	CONcoo	car
ne	ADVneg	ne
porez	VERcjg	pöoir
estre	VERinf	estre
provee	VERppe	prover
fuïr	VERinf	fuir
deport	NOMcom	deport
e	CONcoo	et
querre	VERinf	querre
eschil	NOMcom	eschil
,	PONfbl	,
guerpir	VERinf	guerpir
joie	NOMcom	joie
,	PONfbl	,
siovre	ADJqua	siovre
peril	NOMcom	peril
.	PONfrt	.

Tel	DETind	tel
duel	NOMcom	duel
ai	VERcjg	avoir
por	PRE	por
la	DETdef	le
departie	VERppe	departir
,	PONfbl	,
ja	ADVgen	ja
n'	ADVneg	ne
avrai	VERcjg	avoir
hait	NOMcom	hait
jor	NOMcom	jor
de	PRE	de
ma	DETpos	mon
vie	NOMcom	vie
.	PONfrt	.

Ma	DETpos	mon
doce	ADJqua	doc
dame	NOMcom	dame
,	PONfbl	,
je	PROper	je
vos	PROper	vos
pri	VERcjg	priier
,	PONfbl	,
ne	ADVneg	ne
me	PROper	je
metés	VERcjg	mettre
mie	ADVneg	mie
en	PRE	en
obli	NOMcom	obli
;	PONfbl	;
en	PRE	en
loig	ADVgen	loing
de	PRE	de
vos	PROper	vos
autant	ADVgen	autant
m'	PROper	je
amez	VERcjg	amer
comme	CONsub	comme
vos	PROper	vos
de	PRE	de
pres	ADVgen	près
fait	VERppe	faire
avez	VERcjg	avoir
.	PONfrt	.

Je	PROper	je
n'	ADVneg	ne
i	PROadv	i
os	VERcjg	oser
,	PONfbl	,
dame	NOMcom	dame
,	PONfbl	,
plus	ADVgen	plus
atendre	VERinf	atendre
,	PONfbl	,
or	ADVgen	or
me	PROper	je
baisiés	VERcjg	baisier
au	PRE.DETdef	a
congié	NOMcom	congié
prendre	VERinf	prendre
.	PONfbl	.
”	PONpdr	”
De	PRE	de
li	PROper	il
baisier	VERinf	baiser
Yseut	NOMpro	Iseut
demore	VERcjg	demorer
,	PONfbl	,
entent	VERcjg	entendre
les	DETdef	le
dis	PROcar	dis
e	CONcoo	et
voit	VERcjg	vëoir
qu'	CONsub	que
il	PROper	il
plore	VERcjg	plorer
;	PONfbl	;
lerment	VERcjg	larmer
si	DETpos	son
oil	NOMcom	oeil
,	PONfbl	,
du	PRE.DETdef	de.le
cuer	NOMcom	cuer
sospire	VERcjg	sospirer
,	PONfbl	,
tendrement	ADVgen	tendrement
dit	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Amis	NOMcom	ami
,	PONfbl	,
bel	ADJqua	bel
sire	NOMcom	seignor
,	PONfbl	,
bien	ADVgen	bien
vos	PROper	vos
doit	VERcjg	devoir
menbrer	VERinf	membrer
de	PRE	de
cest	DETdem	cest
jor	NOMcom	jor
que	PROrel	que
partistes	VERcjg	partir
a	PRE	a
tel	DETind	tel
dolor	NOMcom	dolor
.	PONfrt	.

Tel	DETind	tel
paine	NOMcom	peine
ai	VERcjg	avoir
de	PRE	de
la	DETdef	le
desevranche	NOMcom	désevrance
,	PONfbl	,
ains	ADVgen	ains
mais	ADVgen	mais
ne	ADVneg	ne
soi	VERcjg	savoir
que	PROrel	que
fu	VERcjg	estre
pesanche	NOMcom	pesance
.	PONfrt	.

Ja	ADVgen	ja
n'	ADVneg	ne
avrai	VERcjg	avoir
mais	ADVgen	mais
,	PONfbl	,
amis	NOMcom	ami
,	PONfbl	,
deport	VERcjg	deporter
quant	CONsub	cant
j'	PROper	je
ai	VERcjg	avoir
perdu	VERppe	perdre
vostre	DETpos	vostre
confort	NOMcom	confort
,	PONfbl	,
si	ADVgen	si
grant	ADJqua	grant
pitié	NOMcom	pitié
ne	CONcoo	ne
tel	DETind	tel
tendror	NOMcom	tendreur
quant	CONsub	cant
doi	VERcjg	devoir
partir	VERinf	partir
de	PRE	de
vostre	DETpos	vostre
amor	NOMcom	amor
.	PONfrt	.

Nos	DETpos	notre
cors	NOMcom	corps
partir	VERinf	partir
ore	ADVgen	or
convient	VERcjg	convenir
,	PONfbl	,
mais	CONcoo	mais
l'	DETdef	le
amor	NOMcom	amor
ne	ADVneg	ne
partira	VERcjg	partir
nient	ADVgen	néant
.	PONfrt	.

Nequedent	ADVgen	nequedent
cest	DETdem	cest
anel	NOMcom	anel
pernés	VERcjg	perner
;	PONfbl	;
por	PRE	por
m'	DETpos	mon
amor	NOMcom	amor
,	PONfbl	,
amis	NOMcom	ami
,	PONfbl	,
le	PROper	il
gardés	VERcjg	garder
Sis	DETpos	son
corages	NOMcom	corage
mue	VERcjg	mu
sovent	ADVgen	souvent
,	PONfbl	,
e	CONcoo	et
pense	VERcjg	penser
molt	ADVgen	moult
diversement	ADVgen	diversement
cum	CONsub	comme
changer	VERinf	changer
puisse	VERcjg	pöoir
sun	DETpos	son
voleir	VERinf	voler
quant	CONsub	cant
sun	DETpos	son
desir	NOMcom	désir
ne	ADVneg	ne
puit	VERcjg	puyer
aveir	VERinf	avoir
;	PONfbl	;
e	CONcoo	et
dit	VERcjg	dire
dunc	ADVgen	donc
:	PONfbl	:
“	PONpga	“
Ysolt	NOMpro	Iseut
,	PONfbl	,
bele	ADJqua	bel
amie	NOMcom	ami
molt	ADVgen	moult
est	VERcjg	estre
diverse	ADJqua	divers
vostre	DETpos	vostre
vie	NOMcom	vie
.	PONfrt	.

La	DETdef	le
vostre	ADJpos	vostre
amur	NOMcom	amour
tant	ADVgen	tant
se	PROper	soi
desevre	VERcjg	dessevrer
qu'	CONsub	que
ele	PROper	il
n'	ADVneg	ne
est	VERcjg	estre
fors	ADVgen	fors
pur	PRE	pour
mei	PROper	moi
decevre	VERinf	decevoir
.	PONfrt	.

Jo	PROper	je
perc	VERcjg	percer
pur	PRE	pour
vos	PROper	vos
joie	NOMcom	joie
e	CONcoo	et
deduit	NOMcom	deduit
,	PONfbl	,
e	CONcoo	et
vos	PROper	vos
l'	PROper	il
avez	VERcjg	avoir
e	CONcoo	et
jur	NOMcom	jour
e	CONcoo	et
nuit	NOMcom	nuit
;	PONfbl	;
jo	PROper	je
main	VERcjg	mener
ma	DETpos	mon
vie	NOMcom	vie
en	PRE	en
grant	ADJqua	grant
dolur	NOMcom	douleur
,	PONfbl	,
e	CONcoo	et
vos	PROper	vos
vostre	PROpos	vostre
en	PRE	en
delit	NOMcom	delit
d'	PRE	de
amur	NOMcom	amour
;	PONfbl	;
jo	PROper	je
ne	ADVneg	ne
faz	VERcjg	faire
fors	PRE	fors
vos	PROper	vos
desirer	VERinf	désirer
,	PONfbl	,
e	CONcoo	et
vos	PROper	vos
nel	ADVneg.PROper	ne
puëz	VERcjg	pouvoir
consirer	VERinf	consirer
que	CONsub	que
deduit	NOMcom	deduit
e	CONcoo	et
joie	NOMcom	joie
n'	ADVneg	ne
aiez	VERcjg	avoir
e	CONcoo	et
que	CONsub	que
tuiz	DETind	tous
vos	DETpos	votre
buenz	NOMcom	bon
ne	ADVneg	ne
facez	VERcjg	faire
.	PONfrt	.

Pur	PRE	pour
vostre	DETpos	vostre
cors	NOMcom	corps
su	VERcjg	savoir
jo	PROper	je
em	PRE	en
paine	NOMcom	peine
,	PONfbl	,
li	DETdef	le
reis	NOMcom	roi
sa	DETpos	son
joie	NOMcom	joie
en	PRE	en
vos	PROper	vos
maine	VERcjg	manoir
,	PONfbl	,
sun	DETpos	son
deduit	NOMcom	deduit
maine	VERcjg	manoir
e	CONcoo	et
sun	DETpos	son
buen	NOMcom	bon
,	PONfbl	,
ço	PROdem	ce
que	PROrel	que
mien	ADJpos	mon
fu	VERcjg	estre
ore	ADVgen	or
est	VERcjg	estre
suen	ADJpos	son
.	PONfrt	.

Ço	PROdem	ce
qu'	PROrel	que
aveir	VERinf	avoir
ne	ADVneg	ne
puis	VERcjg	pöoir
claim	VERcjg	clamer
jo	PROper	je
quite	ADJqua	quite
,	PONfbl	,
car	CONcoo	car
jo	PROper	je
sai	VERcjg	savoir
bien	ADVgen	bien
qu'	CONsub	que
el	PROper	il
se	PROper	soi
delite	VERcjg	delitier
,	PONfbl	,
ublié	VERppe	oublier
m'	PROper	je
ad	VERcjg	avoir
pur	PRE	pour
suen	DETpos	son
delit	NOMcom	delit
.	PONfrt	.

En	PRE	en
mun	DETpos	mon
corage	NOMcom	corage
ai	VERcjg	avoir
en	PRE	en
despit	NOMcom	despit
tutes	DETind	tous
altres	PROind	autre
pur	PRE	pour
sule	ADJqua	seul
Ysolt	NOMpro	Iseut
;	PONfbl	;
de	PRE	de
rien	PROind	rien
comforter	VERinf	comforter
ne	ADVneg	ne
me	PROper	je
volt	VERcjg	vouloir
,	PONfbl	,
e	CONcoo	et
si	ADVgen	si
set	VERcjg	savoir
bien	ADVgen	bien
ma	DETpos	mon
grant	ADJqua	grant
dolur	NOMcom	douleur
e	CONcoo	et
l'	DETdef	le
anguisse	NOMcom	anguisse
que	PROrel	que
ai	VERcjg	avoir
pur	PRE	pour
s'	DETpos	son
amur	NOMcom	amour
,	PONfbl	,
car	CONcoo	car
d'	PRE	de
altre	PROind	autre
sui	VERcjg	estre
mult	ADVgen	moult
coveité	VERppe	covoitier
e	CONcoo	et
pur	PRE	pour
ço	PROdem	ce
grifment	ADVgen	grièvement
anguissé	VERppe	angoisser
.	PONfrt	.

Se	CONsub	se
d'	PRE	de
amur	NOMcom	amour
tant	ADVgen	tant
requis	VERppe	requérir
n'	ADVneg	ne
esteie	VERcjg	être
,	PONfbl	,
le	DETdef	le
desir	NOMcom	désir
milz	ADVgen	mieux
sofrir	VERinf	sofrir
porreie	VERcjg	pöoir
;	PONfbl	;
e	CONcoo	et
par	PRE	par
l'	DETdef	le
enchalz	NOMcom	enchaus
quid	VERcjg	cuider
jo	PROper	je
gurpir	VERinf	guerpir
,	PONfbl	,
s'	CONsub	se
ele	PROper	il
n'	ADVneg	ne
en	PROadv	en
pense	VERcjg	penser
,	PONfbl	,
mun	DETpos	mon
desir	NOMcom	désir
.	PONfrt	.

Quant	CONsub	quand
mun	DETpos	mon
desir	NOMcom	désir
ne	ADVneg	ne
puis	VERcjg	pöoir
aveir	VERinf	avoir
,	PONfbl	,
tenir	VERinf	tenir
m'	PROper	je
estuit	VERcjg	étuivre
a	PRE	a
mun	DETpos	mon
pueir	VERinf	puyer
,	PONfbl	,
car	CONcoo	car
,	PONfbl	,
m'	PROper	je
est	VERcjg	estre
avis	NOMcom	avis
,	PONfbl	,
faire	VERinf	faire
l'	PROper	il
estot	VERcjg	estovoir
:	PONfbl	:
issi	ADVgen	issi
fait	VERcjg	faire
ki	PROrel	qui
mais	ADVgen	mais
n'	ADVneg	ne
en	PROadv	en
pot	VERcjg	pöoir
.	PONfrt	.

Que	PROint	que
valt	VERcjg	valoir
tant	ADVgen	tant
lunges	ADVgen	longues
demurer	VERinf	demeurer
e	CONcoo	et
sun	DETpos	son
bien	NOMcom	bien
tuit	PROind	tot
diz	NOMcom	dit
consirer	VERinf	consirer
?	PONfrt	?

Que	PROint	que
valt	VERcjg	valoir
l'	DETdef	le
amur	NOMcom	amour
a	PRE	a
maintenir	VERinf	maintenir
dunt	PROrel	dont
nul	DETind	nul
bien	NOMcom	bien
ne	ADVneg	ne
put	VERcjg	pöoir
avenir	VERinf	avenir
?	PONfrt	?

Tantes	DETind	tant
paines	NOMcom	peine
,	PONfbl	,
tantes	DETind	tant
dolurs	NOMcom	douleur
ai	VERcjg	avoir
jo	PROper	je
sufert	VERppe	souffrir
pur	PRE	pour
ses	DETpos	son
amurs	NOMcom	amour
que	CONsub	que
retraire	VERinf	retraire
m'	PROper	je
en	PROadv	en
puis	VERcjg	pöoir
bien	ADVgen	bien
:	PONfbl	:
maintenir	VERinf	maintenir
la	PROper	il
ne	ADVneg	ne
me	PROper	je
valt	VERcjg	valoir
rien	PROind	rien
.	PONfrt	.

De	PRE	de
li	PROper	il
sui	VERcjg	estre
del	PRE.DETdef	de
tuit	PROind	tot
obliez	VERppe	oblïer
,	PONfbl	,
car	CONcoo	car
sis	DETpos	son
corages	NOMcom	corage
est	VERcjg	estre
changez	VERppe	changer
.	PONfrt	.

E	INJ	hé
!	PONfrt	!

Deu	NOMpro	Dieu
!	PONfrt	!

bel	ADJqua	bel
pere	NOMcom	père
,	PONfbl	,
reis	NOMcom	roi
celestre	ADJqua	célestre
,	PONfbl	,
icest	DETdem	cist
cange	NOMcom	change
coment	ADVint	comment
puit	VERcjg	puyer
estre	VERinf	estre
?	PONfrt	?

Coment	ADVint	comment
avreit	VERcjg	avoir
ele	PROper	il
changé	VERppe	changer
,	PONfbl	,
quant	CONsub	cant
encore	ADVgen	encore
maint	VERcjg	mener
l'	DETdef	le
amisté	NOMcom	amitié
?	PONfrt	?

Coment	ADVint	comment
porrat	VERcjg	pouvoir
l'	DETdef	le
amur	NOMcom	amour
gurpir	VERinf	guerpir
?	PONfrt	?

Ja	ADVgen	ja
n'	ADVneg	ne
en	PROadv	en
puis	VERcjg	pöoir
jo	PROper	je
pur	PRE	pour
rien	PROind	rien
partir	VERinf	partir
.	PONfrt	.

Jo	PROper	je
sai	VERcjg	savoir
bien	ADVgen	bien
,	PONfbl	,
si	CONsub	si
partie	NOMcom	partie
em	PROadv	en
fust	VERcjg	estre
,	PONfbl	,
mis	DETpos	mon
cuers	NOMcom	cuer
par	PRE	par
le	DETdef	le
suen	PROpos	son
le	PROper	il
soüst	VERcjg	savoir
.	PONfrt	.

Mal	NOMcom	mal
ne	CONcoo	ne
bien	NOMcom	bien
ne	CONcoo	ne
rien	PROind	rien
ne	ADVneg	ne
feïst	VERcjg	faire
que	CONsub	que
mis	DETpos	mon
cuers	NOMcom	cuer
tost	ADVgen	tost
nel	ADVneg.PROper	ne
sentist	VERcjg	sentir
.	PONfrt	.

Par	PRE	par
le	DETdef	le
mien	ADJpos	mon
cuer	NOMcom	cuer
ai	VERcjg	avoir
bien	ADVgen	bien
sentu	VERppe	sentir
que	CONsub	que
li	DETdef	le
suens	PROpos	son
m'	PROper	je
ad	VERcjg	avoir
bien	ADVgen	bien
fei	NOMcom	foi
tenu	VERppe	tenir
e	CONcoo	et
cumforté	VERppe	conforter
a	PRE	a
sun	DETpos	son
poeir	VERinf	pouvoir
.	PONfrt	.

Se	CONsub	se
mun	DETpos	mon
desir	NOMcom	désir
ne	ADVneg	ne
puis	VERcjg	pöoir
aveir	VERinf	avoir
,	PONfbl	,
ne	ADVneg	ne
dei	VERcjg	devoir
pas	ADVneg	pas
pur	PRE	pour
ço	PROdem	ce
cur	NOMcom	cour
a	PRE	a
change	NOMcom	change
e	CONcoo	et
li	PROper	il
laisier	VERinf	laisser
pur	PRE	pour
estrange	ADJqua	estrange
;	PONfbl	;
car	CONcoo	car
tant	ADVgen	tant
nos	PROper	nos
sumes	VERcjg	être
entremis	VERppe	entremettre
e	CONcoo	et
noz	DETpos	notre
cors	NOMcom	corps
en	PRE	en
amur	NOMcom	amour
malmis	VERppe	malmettre
,	PONfbl	,
s'	CONsub	se
aveir	VERinf	avoir
ne	ADVneg	ne
puis	VERcjg	pöoir
mun	DETpos	mon
desir	NOMcom	désir
,	PONfbl	,
que	CONsub	que
pur	PRE	pour
altre	PROind	autre
deive	VERcjg	devoir
languir	VERinf	languir
.	PONfrt	.

E	CONcoo	et
a	PRE	a
iço	PROdem	ce
qu'	PROrel	que
ele	PROper	il
poüst	VERcjg	pouvoir
,	PONfbl	,
voleir	VERinf	voler
ad	VERcjg	avoir
,	PONfbl	,
si	CONsub	si
poeir	VERinf	pouvoir
oüst	VERcjg	avoir
:	PONfbl	:
car	CONcoo	car
ne	ADVneg	ne
li	PROper	il
dei	VERcjg	devoir
saveir	VERinf	savoir
mal	ADJqua	mal
gré	NOMcom	gré
quant	CONsub	cant
bien	ADVgen	bien
ad	VERcjg	avoir
en	PRE	en
sa	DETpos	son
volenté	NOMcom	volonté
.	PONfrt	.

S'	CONsub	se
ele	PROper	il
mun	DETpos	mon
voleir	VERinf	voler
ne	ADVneg	ne
fait	VERcjg	faire
,	PONfbl	,
ne	ADVneg	ne
sai	VERcjg	savoir
quel	DETrel	quel
mal	ADJqua	mal
gré	NOMcom	gré
en	PROadv	en
ait	VERcjg	avoir
.	PONfrt	.

Ysolt	NOMpro	Iseut
,	PONfbl	,
quel	DETint	quel
que	PROrel	que
seit	VERcjg	être
le	DETdef	le
poeir	NOMcom	pouvoir
,	PONfbl	,
vers	PRE	vers
mei	PROper	moi
avez	VERcjg	avoir
molt	ADVgen	moult
buen	ADJqua	bon
voleir	VERinf	voler
.	PONfrt	.

E	CONcoo	et
coment	ADVint	comment
purreit	VERcjg	pouvoir
dunc	ADVgen	donc
changier	VERinf	changier
?	PONfrt	?

M'	DETpos	mon
amur	NOMcom	amour
vers	PRE	vers
li	PROper	il
ne	ADVneg	ne
pois	VERcjg	pouvoir
trichier	VERinf	trichier
:	PONfbl	:
jo	PROper	je
sai	VERcjg	savoir
bien	ADVgen	bien
,	PONfbl	,
si	ADVgen	si
changer	VERinf	changer
volsist	VERcjg	voloir
,	PONfbl	,
que	CONsub	que
li	DETdef	le
miens	ADJpos	mon
coers	NOMcom	coeur
tost	ADVgen	tost
le	PROper	il
sentist	VERcjg	sentir
.	PONfrt	.

Que	PROrel	que
que	PROrel	que
seit	VERcjg	être
de	PRE	de
la	DETdef	le
tricherie	NOMcom	tricherie
,	PONfbl	,
jo	PROper	je
sent	VERcjg	sentir
bien	ADVgen	bien
la	DETdef	le
departie	VERppe	departir
.	PONfrt	.

En	PRE	en
mun	DETpos	mon
corage	NOMcom	corage
tres	ADVgen	très
bien	ADVgen	bien
sent	VERcjg	sentir
que	CONsub	que
petit	ADVgen	petit
mei	PROper	moi
aime	VERcjg	amer
u	CONcoo	ou
nïent	PROind	néant
,	PONfbl	,
car	CONcoo	car
s'	CONsub	se
ele	PROper	il
en	PRE	en
sun	DETpos	son
coer	NOMcom	coeur
plus	ADVgen	plus
m'	PROper	je
amast	VERcjg	amer
,	PONfbl	,
d'	PRE	de
acune	NOMcom	accune
rien	PROind	rien
me	PROper	je
comfortast	VERcjg	comforter
.	PONfrt	.

“	PONpga	“
Ele	PROper	elle
,	PONfbl	,
de	PRE	de
quei	PROint	quoi
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
D'	PRE	de
icest	DETdem	cist
ennui	NOMcom	ennui
.	PONfrt	.

“	PONpga	“
U	PROint	où
me	PROper	je
trovreit	VERcjg	trouver
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
La	ADVgen	là
u	PROrel	où
jo	PROper	je
sui	VERcjg	estre
.	PONfrt	.

“	PONpga	“
Si	ADVgen	si
ne	ADVneg	ne
set	VERcjg	savoir
u	PROrel	où
ne	CONcoo	ne
en	PRE	en
quele	DETrel	quel
tere	NOMcom	terre
.	PONfrt	.

“	PONpga	“
Nun	ADVneg	non
?	PONfrt	?

E	CONcoo	et
si	ADVgen	si
me	PROper	je
feïst	VERcjg	faire
dunc	ADVgen	donc
quere	VERinf	quérir
.	PONfrt	.

“	PONpga	“
A	PRE	a
que	PROint	que
faire	VERinf	faire
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
Pur	PRE	pour
ma	DETpos	mon
dolor	NOMcom	dolor
.	PONfrt	.

“	PONpga	“
Ele	PROper	elle
nen	ADVneg	ne
ose	VERcjg	oser
pur	PRE	pour
sun	DETpos	son
seignur	NOMcom	seigneur
,	PONfbl	,
tuit	PROind	tot
en	PROadv	en
oüst	VERcjg	avoir
ele	PROper	il
voleir	VERinf	voler
.	PONfrt	.

“	PONpga	“
A	PRE	a
quei	PROint	quoi
,	PONfbl	,
quant	CONsub	cant
ne	ADVneg	ne
le	PROper	il
pot	VERcjg	pöoir
aveir	VERinf	avoir
?	PONfrt	?

Aimt	VERcjg	aimer
sun	DETpos	son
seignur	NOMcom	seigneur
,	PONfbl	,
a	PRE	a
lui	PROper	il
se	PROper	soi
tienge	VERcjg	tenir
,	PONfbl	,
ne	ADVneg	ne
ruis	VERcjg	rover
que	CONsub	que
de	PRE	de
mei	PROper	moi
li	PROper	il
sovienge	VERcjg	souvenir
.	PONfrt	.

Ne	ADVneg	ne
la	DETdef	le
blam	ADJqua	blam
pas	ADVneg	pas
s'	CONsub	se
ele	PROper	il
mei	PROper	moi
oblie	VERcjg	oblïer
,	PONfbl	,
car	CONcoo	car
pur	PRE	pour
mei	PROper	moi
ne	ADVneg	ne
deit	VERcjg	devoir
languir	VERinf	languir
mie	ADVneg	mie
.	PONfrt	.

Sa	DETpos	son
grant	ADJqua	grant
belté	NOMcom	beauté
pas	ADVneg	pas
nel	ADVneg.PROper	ne
requirt	VERcjg	requérir
,	PONfbl	,
ne	CONcoo	ne
sa	DETpos	son
nature	NOMcom	nature
pas	ADVneg	pas
n'	ADVneg	ne
i	PROadv	i
afirt	VERcjg	afirir
,	PONfbl	,
quant	CONsub	cant
de	PRE	de
lui	PROper	il
ad	VERcjg	avoir
sun	DETpos	son
desir	NOMcom	désir
,	PONfbl	,
que	CONcoo	que
pur	PRE	pour
altre	PROind	autre
deive	VERcjg	devoir
languir	VERinf	languir
.	PONfrt	.

Tant	ADVgen	tant
se	PROper	soi
deit	VERcjg	devoir
deliter	VERinf	delitier
al	PRE.DETdef	à.le
rei	NOMcom	roi
,	PONfbl	,
oblier	VERinf	oblïer
deit	VERcjg	devoir
l'	DETdef	le
amur	NOMcom	amour
de	PRE	de
mei	PROper	moi
;	PONfbl	;
en	PRE	en
sun	DETpos	son
seignur	NOMcom	seigneur
tant	ADVgen	tant
deliter	VERinf	delitier
que	CONsub	que
sun	DETpos	son
ami	NOMcom	ami
deit	VERcjg	devoir
oblier	VERinf	oblïer
.	PONfrt	.

E	CONcoo	et
quei	PROint	quoi
li	PROper	il
valt	VERcjg	valoir
ore	ADVgen	or
m'	DETpos	mon
amur	NOMcom	amour
emvers	PRE	emvers
le	DETdef	le
delit	NOMcom	delit
sun	DETpos	son
seignur	NOMcom	seigneur
?	PONfrt	?

Naturelment	ADVgen	naturellement
li	PROper	il
estuit	VERcjg	étuivre
faire	VERinf	faire
,	PONfbl	,
quant	CONsub	cant
a	PRE	a
sun	DETpos	son
voleir	VERinf	voler
ne	ADVneg	ne
puet	VERcjg	pöoir
traire	VERinf	traire
;	PONfbl	;
a	PRE	a
ço	PROdem	ce
se	PROper	soi
tienge	VERcjg	tenir
que	CONsub	que
aveir	VERinf	avoir
puet	VERcjg	pöoir
,	PONfbl	,
car	CONcoo	car
ço	PROdem	ce
que	PROrel	que
aime	VERcjg	amer
laissier	VERinf	laisser
estuit	VERcjg	étuivre
.	PONfrt	.

Prange	VERcjg	prendre
ço	PROdem	ce
que	PROrel	que
puet	VERcjg	pöoir
aveir	VERinf	avoir
e	CONcoo	et
aturt	VERcjg	atourner
bien	ADVgen	bien
a	PRE	a
sun	DETpos	son
voleir	VERinf	voler
:	PONfbl	:
par	PRE	par
jueir	VERinf	jouer
,	PONfbl	,
par	PRE	par
sovent	ADVgen	souvent
baisier	VERinf	baiser
se	PROper	soi
puet	VERcjg	pöoir
l'en	PROind	loin
issi	ADVgen	issi
acorder	VERinf	accorder
.	PONfrt	.

Tost	ADVgen	tost
li	PROper	il
porra	VERcjg	pöoir
plaisir	NOMcom	plaisir
si	ADVgen	si
bien	ADVgen	bien
,	PONfbl	,
de	PRE	de
mei	PROper	moi
ne	ADVneg	ne
li	PROper	il
menbera	VERcjg	membrer
rien	PROind	rien
.	PONfrt	.

Si	ADVgen	si
li	PROper	il
menbre	VERcjg	membrer
,	PONfbl	,
e	CONcoo	et
mei	PROper	moi
que	PROint	que
chalt	VERcjg	chaloir
?	PONfrt	?

Face	VERcjg	faire
bien	ADVgen	bien
u	CONcoo	ou
