Artus	NOMpro	Artu
Mes	CONcoo	mais
or	ADVgen	or
i	PROadv	i
a	VERcjg	avoir
mout	ADVgen	mout
po	ADVgen	poi
des	PRE.DETdef	de.le
suens	PROpos	son
Qu'	CONsub	que
a	PRE	a
bien	ADVgen	bien
pres	ADVgen	près
l'	PROper	il
ont	VERcjg	avoir
ja	ADVgen	ja
tuit	PROind	tot
lessiee	VERppe	laissier
,	PONfbl	,
S'	ADVgen	si
an	PROadv	en
est	VERcjg	estre
Amors	NOMcom	amor
mout	ADVgen	mout
abessiee	VERppe	abaissier
;	PONfbl	;
Car	CONcoo	car
cil	PROdem	cel
qui	PROrel	que
soloient	VERcjg	soloir
amer	VERinf	amer
Se	PROper	soi
feisoient	VERcjg	faire
cortois	ADJqua	cortois
clamer	VERinf	clamer
Et	CONcoo	et
preu	ADJqua	pro
et	CONcoo	et
large	ADJqua	large
et	CONcoo	et
enorable	ADJqua	onorable
;	PONfbl	;
Or	ADVgen	or
est	VERcjg	estre
Amors	NOMcom	amor
tornee	VERppe	torner
a	PRE	a
fable	NOMcom	fable
Por	PRE	por
ce	PROdem	ce
que	CONsub	que
cil	PROdem	cel
qui	PROrel	que
rien	PROind	rien
n'	ADVneg	ne
en	PROadv	en
santent	VERcjg	sentir
Dïent	VERcjg	dire
qu'	CONsub	que
il	PROper	il
aiment	VERcjg	aimer
,	PONfbl	,
mes	CONcoo	mais
il	PROper	il
mantent	VERcjg	mentir
,	PONfbl	,
Et	CONcoo	et
cil	PROdem	cel
fable	NOMcom	fable
et	CONcoo	et
mançonge	NOMcom	mençogne
an	PROadv	en
font	VERcjg	faire
Qui	PROrel	que
s'	PROper	soi
an	PROadv	en
vantent	VERcjg	vanter
et	CONcoo	et
droit	NOMcom	droit
n'	ADVneg	ne
i	PROadv	i
ont	VERcjg	avoir
.	PONfrt	.

Mes	CONcoo	mais
or	ADVgen	or
parlons	VERcjg	parler
de	PRE	de
cez	PROdem	cest
qui	PROrel	que
furent	VERcjg	estre
,	PONfbl	,
Si	ADVgen	si
leissons	VERcjg	laissier
cez	PROdem	cest
qui	PROrel	que
ancor	ADVgen	encore
durent	VERcjg	devoir
,	PONfbl	,
Car	CONcoo	car
mout	ADVgen	mout
valt	VERcjg	valoir
mialz	ADVgen	mieus
,	PONfbl	,
ce	PROdem	ce
m'	PROper	je
est	VERcjg	estre
avis	NOMcom	avis
,	PONfbl	,
Uns	DETndf	un
cortois	ADJqua	cortois
morz	VERppe	morir
c'	CONsub	que
uns	DETndf	un
vilains	ADJqua	vilain
vis	ADJqua	vif
.	PONfrt	.

Por	PRE	por
ce	PROdem	ce
me	PROper	je
plest	VERcjg	plaire
a	PRE	a
reconter	VERinf	reconter
Chose	NOMcom	chose
qui	PROrel	que
face	VERcjg	faire
a	PRE	a
escouter	VERinf	escouter
Del	PRE.DETdef	de
roi	NOMcom	roi
qui	PROrel	que
fu	VERcjg	estre
de	PRE	de
tel	DETind	tel
tesmoing	NOMcom	tesmoin
Qu'	CONsub	que
an	PROind	on
en	PROadv	en
parole	VERcjg	parler
et	CONcoo	et
pres	ADVgen	près
et	CONcoo	et
loing	ADVgen	loing
;	PONfbl	;
Si	ADVgen	si
m'	PROper	je
acort	VERcjg	acorder
de	PRE	de
tant	ADVgen	tant
as	PRE.DETdef	à.le
Bretons	NOMpro	breton
Que	CONsub	que
toz	DETind	tot
jorz	NOMcom	jor
durra	VERcjg	durer
li	DETdef	le
renons	NOMcom	renom
Et	CONcoo	et
par	PRE	par
lui	PROper	il
sont	VERcjg	estre
amenteü	VERppe	amentevoir
Li	DETdef	le
boen	ADJqua	bon
chevalier	NOMcom	chevalier
esleü	VERppe	eslire
Qui	PROrel	que
a	PRE	a
enor	NOMcom	onor
se	PROper	soi
traveillierent	VERcjg	travaillier
.	PONfrt	.

Mes	CONcoo	mais
cel	DETdem	cil
jor	NOMcom	jor
mout	ADVgen	mout
se	PROper	soi
merveillierent	VERcjg	merveiller
Del	PRE.DETdef	de
roi	NOMcom	roi
qui	PROrel	que
einçois	ADVgen	ainçois
se	PROper	soi
leva	VERcjg	lever
;	PONfbl	;
Si	ADVgen	si
ot	VERcjg	avoir
de	PRE	de
tex	PROind	tel
cui	PROrel	que
mout	ADVgen	mout
greva	VERcjg	grever
Et	CONcoo	et
qui	PROrel	que
mout	ADVgen	mout
grant	ADJqua	grant
parole	NOMcom	parole
an	PROadv	en
firent	VERcjg	faire
,	PONfbl	,
Por	PRE	por
ce	PROdem	ce
que	CONsub	que
onques	ADVgen	onque
mes	ADVgen	mais
nel	ADVneg.PROper	ne
virent	VERcjg	voir
A	PRE	a
si	ADVgen	si
grant	ADJqua	grant
feste	NOMcom	fête
an	PRE	en
chanbre	NOMcom	chambre
antrer	VERinf	entrer
Por	PRE	por
dormir	VERinf	dormir
ne	CONcoo	ne
por	PRE	por
reposer	VERinf	reposer
;	PONfbl	;
Mes	CONcoo	mais
cel	DETdem	cil
jor	NOMcom	jor
ensi	ADVgen	ainsi
li	PROper	il
avint	VERcjg	advenir
Que	CONsub	que
la	DETdef	le
reïne	NOMcom	röine
le	PROper	il
detint	VERcjg	detenir
,	PONfbl	,
Si	ADVgen	si
demora	VERcjg	demeurer
tant	ADVgen	tant
delez	PRE	dalez
li	PROper	il
Qu'	CONsub	que
il	PROper	il
s'	PROper	soi
oblia	VERcjg	oblïer
et	CONcoo	et
endormi	VERcjg	endormir
.	PONfrt	.

A	PRE	a
l'	DETdef	le
uis	NOMcom	uis
de	PRE	de
la	DETdef	le
chanbre	NOMcom	chambre
defors	ADVgen	defors
Fu	VERcjg	estre
Didonez	NOMpro	Dodinel
et	CONcoo	et
Sagremors	NOMpro	Sagremor
Et	CONcoo	et
Kex	NOMpro	Ké
et	CONcoo	et
messire	NOMcom	seignor
Gauvains	NOMpro	Gauvain
,	PONfbl	,
Et	CONcoo	et
si	ADVgen	si
i	PROadv	i
fu	VERcjg	estre
messire	NOMcom	seignor
Yvains	NOMpro	Ivain
Et	CONcoo	et
avoec	PRE	avuec
ax	PROper	il
Qualogrenanz	NOMpro	Calogrenant
,	PONfbl	,
Uns	DETndf	un
chevaliers	NOMcom	chevalier
mout	ADVgen	mout
avenanz	ADJqua	avenir
,	PONfbl	,
Qui	PROrel	que
lor	PROper	il
a	VERcjg	avoir
comancié	VERppe	comencier
un	DETndf	un
conte	NOMcom	conte
,	PONfbl	,
Non	ADVneg	non
de	PRE	de
s'	DETpos	son
annor	NOMcom	onor
,	PONfbl	,
mes	CONcoo	mais
de	PRE	de
sa	DETpos	son
honte	NOMcom	honte
.	PONfrt	.

Queque	CONsub	que
il	PROper	il
son	DETpos	son
conte	NOMcom	conte
contoit	VERcjg	conter
Et	CONcoo	et
la	DETdef	le
reïne	NOMcom	röine
l'	PROper	il
escoutoit	VERcjg	écouter
,	PONfbl	,
Si	ADVgen	si
s'	PROper	soi
est	VERcjg	estre
de	PRE	de
lez	PRE	lez
le	DETdef	le
roi	NOMcom	roi
levee	VERppe	lever
Et	CONcoo	et
vient	VERcjg	venir
sor	PRE	sor
ax	PROper	il
tot	ADVgen	tot
a	PRE	a
celee	NOMcom	celee
,	PONfbl	,
Qu'	CONsub	que
ainz	ADVgen	ainz
que	CONsub	que
nus	PROind	nul
la	PROper	il
poïst	VERcjg	pöoir
veoir	VERinf	vëoir
,	PONfbl	,
Se	PROper	soi
fu	VERcjg	estre
lessiee	VERppe	laissier
entr'	PRE	entre
ax	PROper	il
cheoir	VERinf	chëoir
,	PONfbl	,
Fors	ADVgen	fors
que	CONsub	que
Calogrenanz	NOMpro	Calogrenant
sanz	PRE	sans
plus	ADVgen	plus
Sailli	VERcjg	salir
an	PRE	en
piez	NOMcom	pié
contre	PRE	contre
li	PROper	il
sus	ADVgen	sus
.	PONfrt	.

Et	CONcoo	et
Kex	NOMpro	Ké
,	PONfbl	,
qui	PROrel	que
mout	ADVgen	mout
fu	VERcjg	estre
ranponeus	ADJqua	ramponos
,	PONfbl	,
Fel	ADJqua	félon
et	CONcoo	et
poignanz	VERppa	poindre
et	CONcoo	et
venimeus	ADJqua	venimos
,	PONfbl	,
Li	PROper	il
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Par	PRE	par
Deu	NOMpro	Dieu
,	PONfbl	,
Qualogrenant	NOMpro	Calogrenant
,	PONfbl	,
Mout	ADVgen	mout
vos	PROper	vos
vosvoi	VERcjg	vovrer
or	ADVgen	or
preu	ADJqua	pro
et	CONcoo	et
saillant	VERppa	salir
,	PONfbl	,
Et	CONcoo	et
certes	ADVgen	certes
mout	ADVgen	mout
m'	PROper	je
est	VERcjg	estre
bel	ADJqua	bel
quant	CONsub	cant
vos	PROper	vos
Estes	VERcjg	estre
li	DETdef	le
plus	ADVgen	plus
cortois	ADJqua	cortois
de	PRE	de
nos	PROper	nos
;	PONfbl	;
Et	CONcoo	et
bien	ADVgen	bien
sai	VERcjg	savoir
que	CONsub	que
vos	PROper	vos
le	PROper	il
cuidiez	VERcjg	cuidier
,	PONfbl	,
Tant	ADVgen	tant
estes	VERcjg	estre
vos	PROper	vos
de	PRE	de
san	NOMcom	sen
vuidiez	VERcjg	vuidier
.	PONfrt	.

S'	ADVgen	si
est	VERcjg	estre
droiz	ADJqua	droit
que	CONsub	que
ma	DETpos	mon
dame	NOMcom	dame
le	PROper	il
cuit	VERcjg	cuidier
Que	CONsub	que
vos	PROper	vos
avez	VERcjg	avoir
plus	ADVgen	plus
que	CONsub	que
nos	PROper	nos
tuit	PROind	tot
De	PRE	de
corteisie	NOMcom	cortoisie
et	CONcoo	et
de	PRE	de
proesce	NOMcom	pröece
:	PONfbl	:
Ja	ADVgen	ja
le	PROper	il
leissames	VERcjg	laissier
por	PRE	por
peresce	NOMcom	perece
,	PONfbl	,
Espoir	ADVgen	espoir
,	PONfbl	,
que	CONsub	que
nos	PROper	nos
ne	ADVneg	ne
nos	PROper	nos
levames	VERcjg	lever
Ou	CONcoo	o
por	PRE	por
ce	PROdem	ce
que	CONsub	que
nos	PROper	nos
ne	ADVneg	ne
deignames	VERcjg	deignier
.	PONfrt	.

Mes	CONcoo	mais
par	PRE	par
Deu	NOMpro	Dieu
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
nel	ADVneg.PROper	ne
feïsmes	VERcjg	faire
,	PONfbl	,
Mes	CONcoo	mais
por	PRE	por
ce	PROdem	ce
que	CONsub	que
nos	PROper	nos
ne	ADVneg	ne
veïsmes	VERcjg	vëoir
Ma	DETpos	mon
dame	NOMcom	dame
,	PONfbl	,
ainz	ADVgen	ainz
fustes	VERcjg	estre
vos	PROper	vos
levez	VERppe	lever
.	PONfrt	.

“	PONpga	“
Certes	ADVgen	certes
,	PONfbl	,
Kex	NOMpro	Ké
,	PONfbl	,
ja	ADVgen	ja
fussiez	VERcjg	estre
crevez	VERppe	crever
,	PONfbl	,
Fet	VERcjg	faire
la	DETdef	le
reïne	NOMcom	röine
,	PONfbl	,
au	PRE.DETdef	a
mien	ADJpos	mon
cuidier	NOMcom	cuidier
,	PONfbl	,
Se	CONsub	se
ne	ADVneg	ne
vos	PROper	vos
poïssiez	VERcjg	pöoir
vuidier	VERinf	vuidier
Del	PRE.DETdef	de
venin	NOMcom	venin
don	PROrel	dont
vos	PROper	vos
estes	VERcjg	estre
plains	ADJqua	plein
.	PONfrt	.

Enuieus	ADJqua	enoios
estes	VERcjg	estre
et	CONcoo	et
vilains	ADJqua	vilain
,	PONfbl	,
De	PRE	de
tancier	VERinf	tencier
a	PRE	a
voz	DETpos	vostre
conpaignons	NOMcom	compagnon
.	PONfrt	.

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
se	CONsub	se
nos	PROper	nos
n'	ADVneg	ne
i	PROadv	i
gaeignons	VERcjg	gäaignier
,	PONfbl	,
Fet	VERcjg	faire
Kex	NOMpro	Ké
,	PONfbl	,
an	PRE	en
vostre	DETpos	vostre
conpaignie	NOMcom	compagnie
,	PONfbl	,
Gardez	VERcjg	garder
que	CONsub	que
nos	PROper	nos
n'	ADVneg	ne
i	PROadv	i
perdiens	VERcjg	perdre
mie	ADVneg	mie
.	PONfrt	.

Je	PROper	je
ne	ADVneg	ne
cuit	VERcjg	cuidier
avoir	VERinf	avoir
chose	NOMcom	chose
dite	VERppe	dire
Qui	PROrel	que
me	PROper	je
doie	VERcjg	devoir
estre	VERinf	estre
a	PRE	a
mal	NOMcom	mal
escrite	VERppe	escrire
Et	CONcoo	et
,	PONfbl	,
s'	CONsub	se
il	PROimp	il
vos	PROper	vos
plest	VERcjg	plaire
,	PONfbl	,
teisons	VERcjg	taire
nos	PROper	nos
an	PROadv	en
:	PONfbl	:
Il	PROper	il
n'	ADVneg	ne
est	VERcjg	estre
corteisie	NOMcom	cortoisie
ne	CONcoo	ne
san	NOMcom	sen
De	PRE	de
plet	NOMcom	plait
d'	PRE	de
oiseuse	NOMcom	oisose
maintenir	VERinf	maintenir
;	PONfbl	;
Cist	DETdem	cest
plez	NOMcom	plait
ne	ADVneg	ne
doit	VERcjg	devoir
avant	ADVgen	avant
venir	VERinf	venir
,	PONfbl	,
Que	CONsub	que
nus	PROind	nul
nel	ADVneg.PROper	ne
doit	VERcjg	devoir
an	PRE	en
pris	NOMcom	pris
monter	VERinf	monter
.	PONfrt	.

Mes	CONcoo	mais
feites	VERcjg	faire
nos	PROper	nos
avant	ADVgen	avant
conter	VERinf	conter
Ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
encomancié	VERppe	encomencier
,	PONfbl	,
Car	CONcoo	car
ci	ADVgen	ci
ne	ADVneg	ne
doit	VERcjg	devoir
avoir	VERinf	avoir
tancié	VERppe	tencier
.	PONfbl	.
”	PONpdr	”
A	PRE	a
ceste	DETdem	cest
parole	NOMcom	parole
s'	PROper	soi
espont	VERcjg	espondre
Qualogrenanz	NOMpro	Calogrenant
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
respont	VERcjg	respondre
:	PONfbl	:
“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
de	PRE	de
la	DETdef	le
tançon	NOMcom	tençon
Ne	ADVneg	ne
sui	VERcjg	estre
mie	ADVneg	mie
en	PRE	en
grant	ADJqua	grant
sospeçon	NOMcom	sospeçon
;	PONfbl	;
Petit	ADJqua	petit
m'	PROper	je
an	PROadv	en
est	VERcjg	estre
,	PONfbl	,
et	CONcoo	et
mout	ADVgen	mout
po	ADVgen	poi
pris	VERcjg	prisier
.	PONfrt	.

Se	CONsub	se
Kex	NOMpro	Ké
a	VERcjg	avoir
envers	PRE	envers
moi	PROper	je
mespris	VERppe	mesprendre
,	PONfbl	,
Je	PROper	je
n'	ADVneg	ne
i	PROadv	i
avrai	VERcjg	avoir
ja	ADVgen	ja
nul	DETind	nul
domage	NOMcom	damage
:	PONfbl	:
A	PRE	a
mialz	ADVgen	mieus
vaillant	VERppa	valoir
et	CONcoo	et
a	PRE	a
plus	ADVgen	plus
sage	ADJqua	sage
,	PONfbl	,
Messire	NOMcom	seignor
Kex	NOMpro	Ké
,	PONfbl	,
que	CONsub	que
je	PROper	je
ne	ADVneg	ne
sui	VERcjg	estre
,	PONfbl	,
Avez	VERcjg	avoir
vos	PROper	vos
dit	VERppe	dire
honte	NOMcom	honte
et	CONcoo	et
enui	NOMcom	enui
,	PONfbl	,
Car	CONcoo	car
bien	ADVgen	bien
an	PROadv	en
estes	VERcjg	estre
costumiers	ADJqua	costumier
.	PONfrt	.

Toz	DETind	tot
jorz	NOMcom	jor
doit	VERcjg	devoir
puir	VERinf	püir
li	DETdef	le
fumiers	NOMcom	femier
,	PONfbl	,
Et	CONcoo	et
toons	NOMcom	täon
poindre	VERinf	poindre
,	PONfbl	,
et	CONcoo	et
maloz	NOMcom	malot
bruire	VERinf	bruire
,	PONfbl	,
Et	CONcoo	et
felons	NOMcom	felon
enuier	VERinf	enoiier
et	CONcoo	et
nuire	VERinf	nuire
.	PONfrt	.

Mes	CONcoo	mais
je	PROper	je
ne	ADVneg	ne
conterai	VERcjg	conter
huimés	ADVgen	ui
,	PONfbl	,
Se	CONsub	se
ma	DETpos	mon
dame	NOMcom	dame
m'	PROper	je
an	PROadv	en
leisse	VERcjg	laissier
an	PRE	en
pes	NOMcom	pais
,	PONfbl	,
Et	CONcoo	et
je	PROper	je
li	PROper	il
pri	VERcjg	priier
qu'	CONsub	que
ele	PROper	il
s'	PROper	soi
an	PROadv	en
teise	VERcjg	taire
,	PONfbl	,
Que	CONsub	que
la	DETdef	le
chose	NOMcom	chose
qui	PROrel	que
me	PROper	je
despleise	VERcjg	desplaire
Ne	ADVneg	ne
me	PROper	je
comant	VERcjg	comander
,	PONfbl	,
soe	ADJpos	son
merci	NOMcom	merci
.	PONfrt	.

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
trestuit	DETind	trestot
cil	PROdem	cel
qui	PROrel	que
sont	VERcjg	estre
ci	ADVgen	ci
,	PONfbl	,
Fet	VERcjg	faire
Kex	NOMpro	Ké
,	PONfbl	,
boen	ADJqua	bon
gré	NOMcom	gré
vos	PROper	vos
en	PROadv	en
savront	VERcjg	savoir
Et	CONcoo	et
volantiers	ADVgen	volentiers
l'	PROper	il
escoteront	VERcjg	escouter
;	PONfbl	;
Ne	CONcoo	ne
n'	ADVneg	ne
an	PROadv	en
faites	VERcjg	faire
ja	ADVgen	ja
rien	PROind	rien
por	PRE	por
moi	PROper	je
,	PONfbl	,
Mes	CONcoo	mais
,	PONfbl	,
foi	NOMcom	foi
que	PROrel	que
vos	PROper	vos
devez	VERcjg	devoir
le	DETdef	le
roi	NOMcom	roi
,	PONfbl	,
Le	DETdef	le
vostre	ADJpos	vostre
seignor	NOMcom	seignor
et	CONcoo	et
le	DETdef	le
mien	PROpos	mon
,	PONfbl	,
Comandez	VERcjg	comander
li	PROper	il
,	PONfbl	,
si	ADVgen	si
feroiz	VERcjg	faire
bien	ADVgen	bien
.	PONfrt	.

“	PONpga	“
Qualogrenant	NOMpro	Calogrenant
,	PONfbl	,
dist	VERcjg	dire
la	DETdef	le
reïne	NOMcom	röine
,	PONfbl	,
Ne	ADVneg	ne
vos	PROper	vos
chaille	VERcjg	chaloir
de	PRE	de
l'	DETdef	le
ataïne	NOMcom	atäine
Monseignor	NOMcom	seignor
Keu	NOMpro	Ké
le	DETdef	le
seneschal	NOMcom	seneschal
;	PONfbl	;
Costumiers	ADJqua	costumier
est	VERcjg	estre
de	PRE	de
dire	VERinf	dire
mal	NOMcom	mal
,	PONfbl	,
Si	ADVgen	si
qu'	CONsub	que
an	PROind	on
ne	ADVneg	ne
l'en	PROind	loin
puet	VERcjg	pöoir
chastier	VERinf	chastiier
.	PONfrt	.

Comander	VERinf	comander
vos	PROper	vos
vuel	VERcjg	voloir
et	CONcoo	et
prier	VERinf	priier
Que	CONsub	que
ja	ADVgen	ja
n'	ADVneg	ne
en	PROadv	en
aiez	VERcjg	avoir
au	PRE.DETdef	a
cuer	NOMcom	cuer
ire	NOMcom	ire
Ne	CONcoo	ne
por	PRE	por
lui	PROper	il
ne	ADVneg	ne
lessiez	VERcjg	laissier
a	PRE	a
dire	VERinf	dire
Chose	NOMcom	chose
qui	PROrel	que
nos	PROper	nos
pleise	VERcjg	plaire
a	PRE	a
oïr	VERinf	öir
,	PONfbl	,
Se	CONsub	se
de	PRE	de
m'	DETpos	mon
amor	NOMcom	amor
volez	VERcjg	voloir
joïr	VERinf	jöir
,	PONfbl	,
Mes	CONcoo	mais
comanciez	VERcjg	comencier
tot	ADVgen	tot
de	PRE	de
rechief	NOMcom	rechief
.	PONfrt	.

“	PONpga	“
Certes	ADVgen	certes
,	PONfbl	,
dame	NOMcom	dame
,	PONfbl	,
ce	PROdem	ce
m'	PROper	je
est	VERcjg	estre
mout	ADVgen	mout
grief	ADJqua	grief
Que	PROrel	que
vos	PROper	vos
me	PROper	je
comandez	VERcjg	comander
a	PRE	a
feire	VERinf	faire
;	PONfbl	;
Einz	ADVgen	ainz
me	PROper	je
leissasse	VERcjg	laissier
.i	PROcar	un
.	PONfrt	.

des	PRE.DETdef	de.le
danz	NOMcom	dan
traire	VERinf	traire
,	PONfbl	,
Se	CONsub	se
correcier	VERinf	corrocier
ne	ADVneg	ne
vos	PROper	vos
dotasse	VERcjg	doter
,	PONfbl	,
Que	CONsub	que
je	PROper	je
huimés	ADVgen	ui
rien	PROind	rien
lor	PROper	il
contasse	VERcjg	conter
;	PONfbl	;
Mes	CONcoo	mais
je	PROper	je
ferai	VERcjg	faire
ce	PROdem	ce
qu'	PROrel	que
il	PROimp	il
vos	PROper	vos
siet	VERcjg	sëoir
,	PONfbl	,
Comant	ADVgen	coment
que	CONsub	que
il	PROper	il
onques	ADVgen	onque
me	PROper	je
griet	VERcjg	grever
,	PONfbl	,
Des	ADVgen	des
qu'	CONsub	que
il	PROimp	il
vos	PROper	vos
plest	VERcjg	plaire
;	PONfbl	;
or	ADVgen	or
escotez	VERcjg	escouter
!	PONfrt	!

Cuers	NOMcom	cuer
et	CONcoo	et
oroilles	NOMcom	oreille
m'	PROper	je
aportez	VERcjg	aporter
,	PONfbl	,
Car	CONcoo	car
parole	NOMcom	parole
est	VERcjg	estre
tote	ADVgen	tot
perdue	VERppe	perdre
S'	CONsub	se
ele	PROper	il
n'	ADVneg	ne
est	VERcjg	estre
de	PRE	de
cuer	NOMcom	cuer
entandue	VERppe	entendre
.	PONfrt	.

De	PRE	de
cez	PROdem	cest
i	PROadv	i
a	VERcjg	avoir
qui	PROrel	que
la	DETdef	le
chose	NOMcom	chose
oent	VERcjg	öir
Qu'	PROrel	que
il	PROper	il
n'	ADVneg	ne
entandent	VERcjg	entendre
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
la	PROper	il
loent	VERcjg	löer
;	PONfbl	;
Et	CONcoo	et
cil	PROdem	cel
n'	ADVneg	ne
en	PROadv	en
ont	VERcjg	avoir
ne	ADVneg	ne
mes	ADVgen	mais
l'	DETdef	le
oïe	NOMcom	ouïe
,	PONfbl	,
Des	ADVgen	des
que	CONsub	que
li	DETdef	le
cuers	NOMcom	cuer
n'	ADVneg	ne
i	PROadv	i
entant	VERcjg	entendre
mie	ADVneg	mie
;	PONfbl	;
As	PRE.DETdef	a
oroilles	NOMcom	oreille
vient	VERcjg	venir
la	DETdef	le
parole	NOMcom	parole
,	PONfbl	,
Ausi	ADVgen	aussi
come	CONsub	come
li	DETdef	le
vanz	NOMcom	vent
qui	PROrel	que
vole	VERcjg	voler
,	PONfbl	,
Mes	CONcoo	mais
n'	ADVneg	ne
i	PROadv	i
areste	VERcjg	arester
ne	CONcoo	ne
demore	VERcjg	demorer
,	PONfbl	,
Einz	ADVgen	ainz
s'	PROper	soi
an	PROadv	en
part	VERcjg	partir
en	PRE	en
mout	ADVgen	mout
petit	ADJqua	petit
d'	PRE	de
ore	NOMcom	ore
Se	CONsub	se
li	DETdef	le
cuers	NOMcom	cuer
n'	ADVneg	ne
est	VERcjg	estre
si	ADVgen	si
esveilliez	VERppe	esveillier
Qu'	CONsub	que
au	PRE.DETdef	a
prendre	VERinf	prendre
soit	VERcjg	estre
apareilliez	VERppe	apareillier
;	PONfbl	;
Car	CONcoo	car
,	PONfbl	,
s'	CONsub	se
il	PROper	il
lapuet	VERcjg	lapöer
an	PRE	en
son	DETpos	son
oïr	VERinf	öir
Prendre	VERinf	prendre
,	PONfbl	,
et	CONcoo	et
anclorre	VERinf	enclore
,	PONfbl	,
et	CONcoo	et
retenir	VERinf	retenir
,	PONfbl	,
Les	DETdef	le
oroilles	NOMcom	oreille
sont	VERcjg	estre
voieet	VERppe	voir
doiz	NOMcom	doi
Par	PRE	par
ou	PROrel	où
s'	PROper	soi
an	PROadv	en
vient	VERcjg	venir
au	PRE.DETdef	a
cuer	NOMcom	cuer
la	DETdef	le
voiz	NOMcom	voix
;	PONfbl	;
Et	CONcoo	et
li	DETdef	le
cuers	NOMcom	cuer
prant	VERcjg	prendre
dedanz	PRE	dedenz
le	DETdef	le
vantre	NOMcom	ventre
La	DETdef	le
voiz	NOMcom	voix
qui	PROrel	que
par	PRE	par
l'	DETdef	le
oroille	NOMcom	oreille
i	PROadv	i
antre	VERcjg	entrer
.	PONfrt	.

Et	CONcoo	et
qui	PROrel	que
or	ADVgen	or
me	PROper	je
voldra	VERcjg	voloir
entandre	VERinf	entendre
,	PONfbl	,
Cuer	NOMcom	cuer
et	CONcoo	et
oroilles	NOMcom	oreille
me	PROper	je
doit	VERcjg	devoir
randre	VERinf	rendre
,	PONfbl	,
Car	CONcoo	car
ne	ADVneg	ne
vuel	VERcjg	voloir
pas	ADVneg	pas
parler	VERinf	parler
de	PRE	de
songe	NOMcom	songe
,	PONfbl	,
Ne	CONcoo	ne
de	PRE	de
fable	NOMcom	fable
ne	CONcoo	ne
de	PRE	de
mançonge	NOMcom	mençogne
.	PONfrt	.

Il	PROimp	il
m'	PROper	je
avint	VERcjg	advenir
plus	ADVgen	plus
a	PRE	a
de	PRE	de
.vii	PROcar	set
.	PONfrt	.

anz	ADVgen	enz
Que	CONsub	que
je	PROper	je
,	PONfbl	,
seus	ADJqua	sol
come	CONsub	come
païsanz	NOMcom	päisant
