ENEAS	ADVgen	ens
a	PRE	a
l'	DETdef	le
anterrer	VERinf	enterrer
firent	VERcjg	faire
grant	ADJqua	grant
joie	NOMcom	joie
segon	PRE	segon
la	DETdef	le
costume	NOMcom	costume
de	PRE	de
Troie	NOMpro	Troie
.	PONfrt	.

Quant	CONsub	quand
cil	PROdem	cel
de	PRE	de
l'	DETdef	le
ost	NOMcom	ost
orent	VERcjg	avoir
tot	PROind	tot
fait	VERppe	faire
,	PONfbl	,
a	PRE	a
Laurente	NOMpro	Laurante
se	PROper	soi
sont	VERcjg	estre
retrait	VERppe	retraire
,	PONfbl	,
dïent	VERcjg	dire
,	PONfbl	,
se	CONsub	se
ne	ADVneg	ne
revient	VERcjg	revenir
Turnus	NOMpro	Turnus
dedanz	PRE	dedenz
huit	DETcar	huit
jors	NOMcom	jour
,	PONfbl	,
n'	ADVneg	ne
i	PROadv	i
seront	VERcjg	estre
plus	ADVgen	plus
;	PONfbl	;
mais	CONcoo	mais
tant	ADVgen	tant
erra	VERcjg	errer
que	CONsub	que
il	PROper	il
i	PROadv	i
vint	VERcjg	venir
ainz	PRE	ainz
lo	DETdef	le
cart	ADJqua	cart
jor	NOMcom	jor
et	CONcoo	et
ses	ADVgen.PROper	si
retint	VERcjg	retenir
.	PONfrt	.

Des	PRE.DETdef	de
trives	NOMcom	trieue
li	PROper	il
pesot	VERcjg	peser
forment	ADVgen	fortement
,	PONfbl	,
qui	PROrel	que
duroient	VERcjg	durer
tant	ADVgen	tant
longuement	ADVgen	longuement
,	PONfbl	,
et	CONcoo	et
dit	VERcjg	dire
,	PONfbl	,
se	CONsub	se
faillies	VERppe	faillir
estoient	VERcjg	être
,	PONfbl	,
li	DETdef	le
Troïen	NOMpro	Troien
lo	PROper	le
comparroient	VERcjg	comparer
.	PONfrt	.

Eneas	NOMpro	Eneas
ot	VERcjg	avoir
fait	VERppe	faire
anterrer	VERinf	enterrer
toz	DETind	tot
ses	DETpos	son
homes	NOMcom	homme
qu'	PROrel	que
il	PROper	il
pot	VERcjg	pöoir
trover	VERinf	trover
,	PONfbl	,
dit	VERcjg	dire
que	CONsub	que
Pallas	NOMpro	Pallas
ne	ADVneg	ne
retanra	VERcjg	retenir
,	PONfbl	,
a	PRE	a
son	DETpos	son
pere	NOMcom	père
l'	PROper	il
anvoiera	VERcjg	envoiier
.	PONfrt	.

Aparoillier	VERinf	aparoillier
fist	VERcjg	faire
une	DETndf	un
biere	NOMcom	biere
,	PONfbl	,
qui	PROrel	que
molt	ADVgen	moult
fu	VERcjg	estre
riche	ADJqua	riche
et	CONcoo	et
molt	ADVgen	moult
fu	VERcjg	estre
chiere	ADJqua	chier
:	PONfbl	:
d'	PRE	de
ivoire	NOMcom	ivoire
furent	VERcjg	estre
li	DETdef	le
limon	NOMcom	limon
,	PONfbl	,
tailliez	VERcjg	taillier
a	PRE	a
or	NOMcom	or
desi	ADVgen	deci
qu'	CONsub	que
en	PRE	en
son	NOMcom	son
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
barres	NOMcom	barre
tot	ADVgen	tot
ansement	ADVgen	ensement
bien	ADVgen	bien
antaillies	VERppe	entaillier
soltilment	ADVgen	soutilement
;	PONfbl	;
de	PRE	de
soie	NOMcom	soie
fu	VERcjg	estre
li	DETdef	le
cordeïz	NOMcom	cordëiz
,	PONfbl	,
molt	ADVgen	moult
fu	VERcjg	estre
bien	ADVgen	bien
faiz	VERppe	faire
li	DETdef	le
laceïz	NOMcom	lacis
.	PONfrt	.

Mist	VERcjg	mettre
i	PROadv	i
un	DETndf	un
fautre	NOMcom	fautre
tirïen	ADJqua	tirien
et	CONcoo	et
un	DETndf	un
tapiz	NOMcom	tapiz
galacïen	ADJqua	galacien
;	PONfbl	;
de	PRE	de
desus	ADVgen	desus
ot	VERcjg	avoir
colte	NOMcom	coute
de	PRE	de
paille	NOMcom	paille
,	PONfbl	,
Paris	NOMpro	Paris
l'	PROper	il
aporta	VERcjg	aporter
de	PRE	de
Tessaille	NOMpro	Tesaile
;	PONfbl	;
d'	PRE	de
orfrois	NOMcom	orfrois
fu	VERcjg	estre
brosdee	VERppe	brosder
defors	ADVgen	defors
,	PONfbl	,
quatre	DETcar	quatre
esmaus	NOMcom	esmal
ot	VERcjg	avoir
as	PRE.DETdef	à.le
quatre	DETcar	quatre
cors	NOMcom	corps
.	PONfrt	.

Pallas	NOMpro	Pallas
vestent	VERcjg	vêtir
un	DETndf	un
vestement	NOMcom	vêtement
tissu	VERppe	tistre
a	PRE	a
or	NOMcom	or
molt	ADVgen	moult
mestrement	ADVgen	mêtrement
:	PONfbl	:
a	PRE	a
Eneas	NOMpro	Eneas
lo	PROper	le
presenta	VERcjg	présenter
Dido	NOMpro	Dido
,	PONfbl	,
quant	CONsub	cant
elle	PROper	elle
l'	PROper	il
anama	VERcjg	anemer
.	PONfrt	.

Colchier	VERinf	couchier
lo	PROper	le
fist	VERcjg	faire
sor	PRE	sor
la	DETdef	le
litiere	NOMcom	litiere
,	PONfbl	,
quatre	DETcar	quatre
destriers	NOMcom	destrier
ot	VERcjg	avoir
a	PRE	a
la	DETdef	le
biere	NOMcom	biere
,	PONfbl	,
desor	PRE	desor
lui	PROper	il
mist	VERcjg	mettre
un	DETndf	un
covertor	NOMcom	covertor
(	PONpga	(
unques	ADVgen	onques
nus	DETind	nul
rois	NOMcom	roi
n'	ADVneg	ne
en	PROadv	en
ot	VERcjg	avoir
meillor	ADJqua	meillor
,	PONfbl	,
Prianz	NOMpro	Prian
li	PROper	il
dona	VERcjg	doner
o	PRE	o
sa	DETpos	son
fille	NOMcom	fille
)	PONpdr	)
,	PONfbl	,
et	CONcoo	et
d'	PRE	de
une	DETndf	un
chace	NOMcom	chace
volatille	NOMcom	volatille
puis	ADVgen	puis
fist	VERcjg	faire
desus	PRE	dessus
un	DETndf	un
aünbrail	NOMcom	aombrail
,	PONfbl	,
tot	ADVgen	tot
anviron	ADVgen	environ
come	CONsub	come
buschail	NOMcom	buschail
.	PONfrt	.

Quant	CONsub	quand
que	CONsub	que
Pallas	NOMpro	Pallas
avoit	VERcjg	avoir
conquis	VERppe	conquerre
,	PONfbl	,
ainz	ADVgen	ainz
que	CONsub	que
Turnus	NOMpro	Turnus
l'	PROper	il
aüst	VERcjg	avoir
ocis	VERppe	occire
,	PONfbl	,
devant	PRE	devant
lui	PROper	il
volt	VERcjg	vouloir
faire	VERinf	faire
aporter	VERinf	aporter
por	PRE	por
sa	DETpos	son
proëce	NOMcom	prouesse
remenbrer	VERinf	remembrer
.	PONfrt	.

Puis	ADVgen	puis
fist	VERcjg	faire
monter	VERinf	monter
sor	PRE	sor
les	DETdef	le
destriers	NOMcom	destrier
desi	ADVgen	deci
qu'	CONsub	que
a	PRE	a
trois	DETcar	trois
cenz	DETcar	cent
chevaliers	NOMcom	chevalier
,	PONfbl	,
qui	PROrel	que
tuit	PROind	tot
aillent	VERcjg	aler
avoc	PRE	avec
lo	DETdef	le
mort	VERppe	mourir
;	PONfbl	;
n'	ADVneg	ne
i	PROadv	i
a	VERcjg	avoir
celui	PROdem	cel
cierge	NOMcom	cierge
ne	CONcoo	ne
port	NOMcom	port
et	CONcoo	et
ne	ADVneg	ne
face	VERcjg	faire
armes	NOMcom	arme
porter	VERinf	porter
por	PRE	por
plus	ADVgen	plus
seguremant	ADVgen	sûrement
aler	VERinf	aler
.	PONfrt	.

Quant	CONsub	quand
tot	PROind	tot
orent	VERcjg	avoir
aparoillié	VERppe	apareillier
,	PONfbl	,
Eneas	NOMpro	Eneas
a	VERcjg	avoir
lo	DETdef	le
mort	NOMcom	mort
baisié	VERppe	baisier
,	PONfbl	,
parla	VERcjg	parler
a	PRE	a
lui	PROper	il
molt	ADVgen	moult
dolcement	ADVgen	doucement
,	PONfbl	,
mais	CONcoo	mais
il	PROper	il
ne	ADVneg	ne
l'	PROper	il
ot	VERcjg	avoir
ne	CONcoo	ne
ne	ADVneg	ne
l'	PROper	il
entent	VERcjg	entendre
.	PONfrt	.

“	PONpga	“
Pallas	NOMpro	Pallas
,	PONfbl	,
fait	VERcjg	faire
il	PROper	il
,	PONfbl	,
flor	NOMcom	flor
de	PRE	de
jovente	NOMcom	jouvente
,	PONfbl	,
ja	ADVgen	ja
mes	ADVgen	mais
n'	ADVneg	ne
iert	VERcjg	estre
jors	NOMcom	jour
,	PONfbl	,
ne	ADVneg	ne
me	PROper	je
repente	VERcjg	repentir
que	CONsub	que
ça	ADVgen	ça
venis	VERcjg	venir
ansanble	PRE	ensemble
moi	PROper	je
.	PONfrt	.

Malvese	ADJqua	mauvais
garde	NOMcom	garde
ai	VERcjg	avoir
fait	VERppe	faire
de	PRE	de
toi	PROper	tu
,	PONfbl	,
quant	CONsub	cant
tu	PROper	tu
sanz	PRE	sans
moi	PROper	je
recoillis	VERcjg	recoillir
mort	VERppe	mourir
;	PONfbl	;
g'	PROper	je
en	PROadv	en
ai	VERcjg	avoir
les	DETdef	le
corpes	NOMcom	coupe
et	CONcoo	et
le	DETdef	le
tort	NOMcom	tort
;	PONfbl	;
ancore	ADVgen	encore
an	PROadv	en
prendrai	VERcjg	prendre
la	DETdef	le
vanjance	NOMcom	vengeance
,	PONfbl	,
ou	CONcoo	o
o	PRE	o
m'	DETpos	mon
espee	NOMcom	espee
ou	CONcoo	o
o	PRE	o
ma	DETpos	mon
lance	NOMcom	lance
,	PONfbl	,
del	PRE.DETdef	de
traïtor	NOMcom	träitor
qui	PROrel	que
par	PRE	par
boisdie	NOMcom	boisdie
et	CONcoo	et
par	PRE	par
angin	NOMcom	engin
te	PROper	tu
toli	VERcjg	tolir
vie	NOMcom	vie
.	PONfrt	.

Trop	ADVgen	trop
a	VERcjg	avoir
esté	VERppe	être
fortune	NOMcom	fortune
dure	ADJqua	dur
!	PONfrt	!

Se	CONsub	se
ce	PROdem	ce
ne	ADVneg	ne
fust	VERcjg	estre
mesaventure	NOMcom	mesaventure
,	PONfbl	,
ja	ADVgen	ja
ne	ADVneg	ne
fussiez	VERcjg	estre
conquis	VERppe	conquerre
par	PRE	par
lui	PROper	il
,	PONfbl	,
ne	CONcoo	ne
morz	VERppe	morir
ne	CONcoo	ne
pris	NOMcom	pris
,	PONfbl	,
si	ADVgen	si
com	CONsub	come
ge	PROper	je
cui	VERcjg	cuire
.	PONfrt	.

Tu	PROper	tu
avoies	VERcjg	avoir
mult	ADVgen	moult
bon	ADJqua	bon
corage	NOMcom	corage
et	CONcoo	et
graignor	ADJqua	graignor
pris	NOMcom	pris
de	PRE	de
vasalage	NOMcom	vassalage
,	PONfbl	,
mais	CONcoo	mais
nel	ADVneg.PROper	ne
pot	VERcjg	pöoir
mes	ADVgen	mais
sofrir	VERinf	sofrir
anvie	NOMcom	envie
que	CONsub	que
ne	ADVneg	ne
perdissiez	VERcjg	perdre
ainz	PRE	ainz
la	DETdef	le
vie	NOMcom	vie
que	CONsub	que
aüsse	VERcjg	avoir
conquis	VERppe	conquerre
la	DETdef	le
terre	NOMcom	terre
ne	CONcoo	ne
finee	VERppe	finer
par	PRE	par
toi	PROper	tu
la	DETdef	le
guerre	NOMcom	guerre
.	PONfrt	.

Quant	CONsub	quand
eüsse	VERcjg	avoir
lo	DETdef	le
tot	PROind	tot
conquis	VERppe	conquerre
,	PONfbl	,
ge	PROper	je
te	PROper	tu
partisse	VERcjg	partir
lo	DETdef	le
païs	NOMcom	päis
.	PONfrt	.

De	PRE	de
toi	PROper	tu
est	VERcjg	estre
or	ADVgen	or
la	DETdef	le
terre	NOMcom	terre
quite	ADJqua	quite
,	PONfbl	,
la	DETdef	le
toe	ADJpos	ton
part	NOMcom	part
an	PROadv	en
est	VERcjg	estre
petite	ADJqua	petit
;	PONfbl	;
grant	ADJqua	grant
duel	NOMcom	duel
porra	VERcjg	pöoir
avoir	VERinf	avoir
tes	DETpos	ton
pere	NOMcom	père
,	PONfbl	,
froide	ADJqua	froit
novelle	NOMcom	nouvelle
orra	VERcjg	ouïr
ta	DETpos	ton
mere	NOMcom	mere
,	PONfbl	,
quant	CONsub	cant
de	PRE	de
ta	DETpos	ton
mort	NOMcom	mort
lor	PROper	il
iert	VERcjg	estre
noncié	VERppe	noncer
.	PONfrt	.

Lo	DETdef	le
jor	NOMcom	jor
que	PROrel	que
ge	PROper	je
pris	VERcjg	prisier
lo	DETdef	le
congié	NOMcom	congié
,	PONfbl	,
les	PROper	il
aseürai	VERcjg	assëurer
ge	PROper	je
de	PRE	de
toi	PROper	tu
qu'	CONsub	que
en	PRE	en
bataille	NOMcom	bataille
ne	CONcoo	ne
an	PRE	en
tornoi	NOMcom	tornoi
ne	ADVneg	ne
seroies	VERcjg	estre
sanz	PRE	sans
moi	PROper	je
ocis	VERppe	occire
;	PONfbl	;
ja	ADVgen	ja
es	VERcjg	être
tu	PROper	tu
morz	VERppe	morir
et	CONcoo	et
ge	PROper	je
sui	VERcjg	estre
vis	ADJqua	vif
,	PONfbl	,
manti	VERppe	mentir
lor	PROper	il
ai	VERcjg	avoir
tot	ADVgen	tot
planement	NOMcom	planement
.	PONfrt	.

Il	PROper	il
seront	VERcjg	estre
mes	ADVgen	mais
toz	DETind	tot
tens	NOMcom	temps
dolant	VERppa	dolent
;	PONfbl	;
lor	DETpos	lor
vie	NOMcom	vie
ai	VERcjg	avoir
mise	VERppe	metre
an	PRE	en
tristor	NOMcom	tristeur
,	PONfbl	,
ja	ADVgen	ja
mais	ADVgen	mais
joie	NOMcom	joie
n'	ADVneg	ne
avront	VERcjg	avoir
nul	DETind	nul
jor	NOMcom	jor
;	PONfbl	;
il	PROper	il
se	PROper	soi
plaindront	VERcjg	plaindre
